13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SX (N/m^2)
4732  ;-3,61877  ;3,98474  ;8,07468  ;8,64807e+02
9258  ;-5,77546  ;7,62673  ;9,27512  ;8,64432e+02
10272  ;0  ;6,25976  ;7,81396  ;8,64339e+02
7712  ;-3,06662  ;7,72303  ;9,68241  ;8,64139e+02
6834  ;-4,46987  ;2,52809  ;9,04026  ;8,63633e+02
6877  ;-9,64395  ;5,57379  ;6,03868  ;8,63153e+02
11211  ;-9,27483  ;5,54263  ;7,21176  ;8,62648e+02
5439  ;-6,2665  ;10  ;2,18892  ;8,62293e+02
6915  ;-6,7827  ;7,807  ;10  ;8,62099e+02
9022  ;-3,21735  ;2,19306  ;10  ;8,62032e+02
4035  ;-4,47913  ;3,39012  ;8,32231  ;8,61604e+02
7600  ;-0,350637  ;3,69214  ;7,19728  ;8,61307e+02
10155  ;-9,31714  ;4,0937  ;7,48929  ;8,61199e+02
10832  ;-3,24003  ;7,80982  ;10  ;8,61044e+02
8534  ;-0,364757  ;5,97358  ;6,24565  ;8,60990e+02
442  ;-10  ;2,67106  ;5,54924  ;8,60756e+02
5281  ;-3,82212  ;3,05191  ;8,47953  ;8,60233e+02
5964  ;-8,03754  ;6,23037  ;8,12572  ;8,59900e+02
6762  ;-8,91068  ;4,12894  ;7,7778  ;8,59785e+02
9786  ;-8,56662  ;7,39132  ;9,68725  ;8,58892e+02
234  ;0  ;2,68794  ;5,54236  ;8,58703e+02
6350  ;-0,900947  ;2,97631  ;9,11144  ;8,57629e+02
8556  ;-8,9609  ;5,58202  ;7,60072  ;8,57227e+02
6760  ;-9,3335  ;3,82771  ;7,93648  ;8,57029e+02
457  ;-10  ;7,31212  ;5,5411  ;8,56782e+02
3028  ;-4,45638  ;5,82666  ;8,02303  ;8,56708e+02
4060  ;-4,16488  ;4,74036  ;7,92908  ;8,56463e+02
4059  ;-4,44559  ;5,01667  ;7,94296  ;8,56443e+02
4272  ;-5,64211  ;6,57063  ;8,27305  ;8,56402e+02
1066  ;-5,54697  ;6,98642  ;8,53009  ;8,55902e+02
8917  ;-0,365311  ;6,32538  ;7,18815  ;8,55862e+02
4693  ;-7,62644  ;6,79449  ;8,52976  ;8,55566e+02
89  ;-6  ;0  ;1,73205  ;8,55013e+02
9615  ;-8,54089  ;2,85828  ;9,03432  ;8,54070e+02
7162  ;-0,667722  ;4,05379  ;7,45728  ;8,53161e+02
220  ;0  ;7,32897  ;5,54926  ;8,52651e+02
4690  ;-8,06772  ;6,60657  ;8,41951  ;8,52542e+02
10108  ;-9,33228  ;5,99591  ;7,5066  ;8,52326e+02
6690  ;-0,954751  ;7,29392  ;9,67417  ;8,51706e+02
8786  ;-9,69084  ;6,32079  ;8,07898  ;8,51083e+02
8060  ;-9,63798  ;3,66366  ;7,1759  ;8,50721e+02
10358  ;-9,65434  ;3,65725  ;8,07708  ;8,50354e+02
5693  ;-8,22789  ;2,45072  ;10  ;8,49735e+02
11170  ;0  ;7,2551  ;9,56391  ;8,49566e+02
7595  ;-1,77202  ;2,45063  ;10  ;8,49514e+02
1308  ;-1,45197  ;3,47503  ;8,33007  ;8,49399e+02
11385  ;-0,713474  ;4,47856  ;7,11408  ;8,49210e+02
5544  ;-0,295807  ;3,49878  ;8,54733  ;8,48321e+02
4701  ;-7,37303  ;5,88123  ;8,03095  ;8,48241e+02
2717  ;-6,46157  ;3,7191  ;8,13296  ;8,47991e+02
11184  ;-3,1492  ;7,55228  ;9,31151  ;8,47917e+02
4943  ;-3,36064  ;6,12863  ;8,09083  ;8,47559e+02
9784  ;-8,22798  ;7,54937  ;10  ;8,45936e+02
10297  ;-0,321951  ;4,93724  ;6,07433  ;8,45769e+02
4740  ;-2,89391  ;5,3165  ;7,91913  ;8,45564e+02
3445  ;-6,14227  ;3,0846  ;8,45236  ;8,45266e+02
2773  ;-5,73154  ;3,6347  ;8,146  ;8,45040e+02
1142  ;-9,25247  ;3,20792  ;8,75571  ;8,44700e+02
4277  ;-4,47921  ;7,43443  ;8,90934  ;8,44339e+02
2720  ;-6,65492  ;3,35675  ;8,33014  ;8,43865e+02
10291  ;0  ;6,93603  ;6,94746  ;8,43582e+02
9781  ;-9,5892  ;6,63639  ;8,57567  ;8,43103e+02
8807  ;-10  ;7,25  ;9,56699  ;8,42786e+02
9521  ;-0,434674  ;0  ;1,75845  ;8,42266e+02
4746  ;-1,61715  ;4,81271  ;7,67752  ;8,41672e+02
5543  ;-0,295807  ;3,24878  ;8,98034  ;8,41563e+02
8177  ;-9,19322  ;2,85396  ;9,37785  ;8,41353e+02
8915  ;-0,441706  ;6,49475  ;7,67611  ;8,40812e+02
6747  ;-0,631315  ;3,70459  ;7,85332  ;8,40669e+02
10940  ;-2,12563  ;7,14084  ;8,85855  ;8,40467e+02
3362  ;-6,95608  ;7,5842  ;9,34849  ;8,40085e+02
2242  ;-9,11055  ;7,04157  ;8,99115  ;8,39888e+02
9375  ;-9,64622  ;6,44456  ;7,12239  ;8,39287e+02
7668  ;-3,11416  ;2,40307  ;9,3486  ;8,38690e+02
7474  ;-0,728148  ;5,59073  ;7,10653  ;8,38151e+02
6708  ;-3,77181  ;6,95971  ;8,49537  ;8,38089e+02
9454  ;-4,75  ;0  ;1,29904  ;8,37012e+02
4635  ;-2,10238  ;4,69703  ;7,81816  ;8,35727e+02
8856  ;-0,938359  ;6,75744  ;8,6703  ;8,35006e+02
5883  ;0  ;3,06311  ;6,95055  ;8,34878e+02
1017  ;-4,89926  ;6,18891  ;8,05533  ;8,34439e+02
5703  ;-9,68879  ;6,83308  ;8,92563  ;8,34183e+02
241  ;0  ;3,64181  ;4,99893  ;8,34146e+02
4271  ;-5,31825  ;6,17187  ;8,03567  ;8,33785e+02
3461  ;-4,57363  ;5,44848  ;7,88819  ;8,32418e+02
701  ;-5,53445  ;3,03637  ;8,45462  ;8,32341e+02
3885  ;-7,6801  ;5,63865  ;7,88366  ;8,31394e+02
6500  ;-9,69084  ;6,58187  ;7,62001  ;8,31257e+02
9725  ;-10  ;6,93803  ;6,94122  ;8,31121e+02
1100  ;-4,87769  ;4,56892  ;7,89519  ;8,30968e+02
6610  ;-9,63649  ;4,39646  ;5,88933  ;8,30186e+02
4662  ;-8,58585  ;5,38711  ;7,62114  ;8,29810e+02
9345  ;-9,27521  ;4,29356  ;7,10473  ;8,29547e+02
467  ;-10  ;3,5202  ;5  ;8,29446e+02
8535  ;-0,364757  ;5,6246  ;5,88358  ;8,29370e+02
4064  ;-3,88062  ;4,34959  ;7,94466  ;8,29211e+02
5548  ;-0,31423  ;3,60425  ;8,04572  ;8,28991e+02
4985  ;-7,00538  ;4,41178  ;7,86942  ;8,28747e+02
5237  ;-6,17792  ;7,02704  ;8,52113  ;8,28715e+02
4034  ;-4,9559  ;3,26085  ;8,28841  ;8,28556e+02
1193  ;-7,91912  ;2,57989  ;9,33841  ;8,28224e+02
10611  ;-10  ;3,06417  ;6,94746  ;8,28139e+02
10364  ;-8,28165  ;7,09528  ;8,85065  ;8,28048e+02
10549  ;-10  ;2,7449  ;9,56391  ;8,26007e+02
1068  ;-5,73725  ;6,15483  ;8,01601  ;8,25682e+02
7475  ;-1,3003  ;5,54666  ;7,52906  ;8,25244e+02
5991  ;-1,02179  ;3,23629  ;8,57839  ;8,25089e+02
5849  ;0  ;2,73537  ;9,54535  ;8,24299e+02
6579  ;-7,44527  ;7,29508  ;8,93352  ;8,23993e+02
10357  ;-9,65434  ;3,39767  ;7,62309  ;8,23845e+02
8184  ;-2,01837  ;3,19981  ;8,48619  ;8,23608e+02
7497  ;-0,731934  ;4,74131  ;6,8557  ;8,23079e+02
7161  ;-1,14337  ;4,42178  ;7,58045  ;8,22712e+02
7849  ;-9,49509  ;9,74703  ;0,934705  ;8,22503e+02
244  ;0  ;6,47983  ;5,00012  ;8,22350e+02
8911  ;-5,75  ;0  ;1,29904  ;8,22277e+02
2728  ;-7,08997  ;2,77337  ;8,81043  ;8,21922e+02
10515  ;-5,19634  ;7,74308  ;9,28092  ;8,21730e+02
9486  ;-3,33936  ;7,42018  ;8,93547  ;8,20643e+02
6758  ;-8,6271  ;3,21076  ;8,45579  ;8,20257e+02
2743  ;-7,82688  ;3,70053  ;8,0768  ;8,18964e+02
4752  ;-6,15603  ;6,69589  ;8,26612  ;8,17818e+02
5575  ;0  ;2,66839  ;6,04016  ;8,17492e+02
9711  ;-10  ;7,33301  ;6,03677  ;8,17465e+02
3050  ;-4,24425  ;7,1293  ;8,56746  ;8,16888e+02
4359  ;-2,52796  ;4,09802  ;7,94259  ;8,16288e+02
1310  ;-0,701274  ;3,9069  ;7,03142  ;8,15498e+02
10951  ;0  ;7,34076  ;6,0421  ;8,15488e+02
1005  ;-3,02833  ;3,03727  ;8,46092  ;8,15358e+02
10342  ;-7,84038  ;7,2832  ;8,9609  ;8,15183e+02
8996  ;-1,37917  ;6,25654  ;7,92682  ;8,14835e+02
5549  ;-0,31423  ;3,34294  ;7,59332  ;8,14332e+02
1431  ;-0,883413  ;6,46998  ;7,99225  ;8,14117e+02
910  ;-1,96398  ;7,47269  ;9,36591  ;8,13429e+02
5577  ;-0,357302  ;3,38204  ;6,29551  ;8,13307e+02
7174  ;-1,40707  ;2,78508  ;9,0212  ;8,12952e+02
871  ;-1,87493  ;6,0431  ;7,86138  ;8,12943e+02
4654  ;-9,28118  ;5,15903  ;6,7828  ;8,12760e+02
5208  ;-8,05754  ;4,05222  ;7,78329  ;8,12434e+02
9334  ;-10  ;3,5  ;8,26795  ;8,11619e+02
4945  ;-3,88344  ;3,5371  ;8,13281  ;8,10719e+02
3577  ;-4,59344  ;4,17815  ;7,91077  ;8,09947e+02
6676  ;-0,349602  ;6,64442  ;6,24619  ;8,09706e+02
4969  ;-7,48371  ;2,28732  ;9,67989  ;8,08397e+02
3525  ;-5,01651  ;5,81073  ;7,92049  ;8,07633e+02
2547  ;-1,82013  ;7,60825  ;10  ;8,07264e+02
2744  ;-7,38076  ;3,5802  ;8,11228  ;8,06899e+02
464  ;-10  ;6,35816  ;4,9987  ;8,06780e+02
482  ;-0,866025  ;2,5  ;10  ;8,06442e+02
4745  ;-2,16971  ;5,04899  ;7,71287  ;8,06419e+02
4049  ;-7,82115  ;4,68178  ;7,76181  ;8,06129e+02
4753  ;-6,25117  ;6,28009  ;8,00908  ;8,06104e+02
3452  ;-5,00573  ;5,00074  ;7,84042  ;8,05869e+02
2816  ;-7,18741  ;3,94256  ;7,91509  ;8,05799e+02
6037  ;-0,356712  ;3,7588  ;6,00541  ;8,05652e+02
9736  ;-9,63703  ;6,6571  ;6,22765  ;8,05070e+02
503  ;-9,13398  ;2,5  ;10  ;8,04828e+02
4278  ;-5,01736  ;7,4396  ;8,74128  ;8,04600e+02
4655  ;-8,86875  ;4,3288  ;7,39324  ;8,04086e+02
3300  ;-5,4355  ;5,79369  ;7,90083  ;8,02726e+02
7366  ;-6,79872  ;2,29573  ;9,38268  ;8,02537e+02
3713  ;-9,28058  ;3,26121  ;8,32096  ;8,02334e+02
1433  ;-0,730623  ;6,13125  ;7,01633  ;8,01999e+02
1510  ;-2,02867  ;2,51275  ;9,37382  ;8,01906e+02
2549  ;-1,44009  ;7,50782  ;9,68296  ;8,01684e+02
4025  ;-5,84608  ;4,08172  ;7,88672  ;8,01292e+02
498  ;-9,13398  ;7,5  ;10  ;8,01095e+02
4024  ;-5,61821  ;4,60251  ;7,81815  ;8,00929e+02
4445  ;-8,63236  ;4,95837  ;7,37177  ;8,00897e+02
4357  ;-2,86511  ;3,88078  ;7,95871  ;8,00610e+02
8165  ;-2,20691  ;2,67776  ;8,98939  ;8,00350e+02
1317  ;-9,27596  ;3,84648  ;6,99184  ;8,00291e+02
2477  ;-3,31754  ;5,40672  ;7,82287  ;8,00220e+02
5541  ;0  ;3,48758  ;8,27044  ;7,99185e+02
5854  ;-0,72882  ;2,74877  ;9,41335  ;7,98977e+02
8784  ;-10  ;6,5  ;8,26795  ;7,98778e+02
10213  ;-8,28541  ;0  ;1,32719  ;7,98280e+02
6513  ;-10  ;2,65928  ;6,0421  ;7,97975e+02
10400  ;0  ;6,5  ;8,26795  ;7,97550e+02
4002  ;-7,96043  ;2,89674  ;8,74714  ;7,97546e+02
1178  ;-6,80886  ;7,06766  ;8,51218  ;7,96520e+02
9113  ;-6,12529  ;7,4214  ;8,7699  ;7,96246e+02
2476  ;-3,59825  ;5,68303  ;7,83675  ;7,96035e+02
4050  ;-6,04177  ;5,78626  ;7,87259  ;7,93559e+02
8916  ;-0,807018  ;6,30062  ;7,50429  ;7,93031e+02
5993  ;-1,04022  ;3,34177  ;8,07678  ;7,92943e+02
10498  ;0  ;6,75  ;8,70096  ;7,92891e+02
2820  ;-7,41335  ;4,82235  ;7,7737  ;7,92778e+02
6598  ;-8,53387  ;6,53172  ;8,03301  ;7,92555e+02
2719  ;-6,12288  ;3,41296  ;8,12265  ;7,92496e+02
3915  ;-6,78697  ;6,73651  ;8,25716  ;7,92419e+02
10376  ;-8,94268  ;6,39855  ;7,81461  ;7,92109e+02
2357  ;-2,40265  ;6,47291  ;8,1105  ;7,91720e+02
872  ;-2,93038  ;6,90271  ;8,35962  ;7,91480e+02
3057  ;-7,64498  ;6,57823  ;8,1102  ;7,91107e+02
6175  ;-3,73783  ;2,48391  ;8,92325  ;7,90999e+02
10301  ;-0,349602  ;6,74849  ;6,76889  ;7,90924e+02
6518  ;-9,64143  ;3,35263  ;6,23479  ;7,90731e+02
10547  ;-10  ;2,5  ;10  ;7,89666e+02
5885  ;-0,357302  ;3,27544  ;6,81715  ;7,89297e+02
4610  ;-1,74383  ;4,39429  ;7,63899  ;7,89282e+02
9092  ;-0,664867  ;3,5577  ;7,42746  ;7,88537e+02
4004  ;-7,51431  ;2,77641  ;8,78262  ;7,87601e+02
1275  ;-8,50369  ;6,15552  ;7,73922  ;7,86782e+02
10612  ;-9,63798  ;3,24699  ;6,7634  ;7,86630e+02
9592  ;-0,496653  ;7,02245  ;8,80815  ;7,86310e+02
8284  ;-1,76375  ;5,34299  ;7,56957  ;7,86229e+02
7965  ;-9,27372  ;4,57349  ;6,70293  ;7,86082e+02
1507  ;-9,38167  ;6,64157  ;7,89001  ;7,84995e+02
889  ;-4,30918  ;3,78738  ;7,92634  ;7,84910e+02
3033  ;-3,58292  ;6,61637  ;8,09702  ;7,84788e+02
907  ;-6,76509  ;6,40536  ;8,00215  ;7,84450e+02
7169  ;-1,52791  ;3,04506  ;8,48815  ;7,84428e+02
9800  ;-9,42177  ;7,20849  ;9,1995  ;7,84114e+02
909  ;-5,13376  ;5,43256  ;7,78565  ;7,84032e+02
3055  ;-7,66912  ;6,19137  ;7,89032  ;7,83472e+02
7479  ;-1,18912  ;4,84654  ;7,23725  ;7,83015e+02
9872  ;-6,75598  ;7,46482  ;8,9447  ;7,82875e+02
7348  ;-5,39859  ;3,2826  ;8,15658  ;7,82865e+02
4611  ;-1,27005  ;4,00336  ;7,54192  ;7,82555e+02
8859  ;-7,24714  ;2,16232  ;10  ;7,82418e+02
7710  ;-2,61956  ;7,78006  ;9,68241  ;7,82319e+02
1423  ;-0,591614  ;2,99755  ;8,82671  ;7,81628e+02
4051  ;-6,55569  ;5,91153  ;7,86566  ;7,81591e+02
7488  ;-0,719734  ;4,16965  ;6,77304  ;7,81100e+02
9930  ;-8,97286  ;6,77475  ;8,1084  ;7,80520e+02
4122  ;-3,03755  ;4,66165  ;7,761  ;7,80441e+02
9920  ;-9,29232  ;3,58049  ;7,43902  ;7,80387e+02
3448  ;-5,07021  ;4,04888  ;7,87687  ;7,80302e+02
485  ;-0,916197  ;7,54294  ;10  ;7,80115e+02
7364  ;-6,57732  ;2,50122  ;8,93266  ;7,80045e+02
11194  ;-0,727594  ;5,34299  ;6,68673  ;7,79391e+02
3045  ;-3,0567  ;6,40218  ;8,02119  ;7,79183e+02
3037  ;-4,05536  ;6,78595  ;8,16911  ;7,78849e+02
4446  ;-8,91206  ;5,13991  ;7,15032  ;7,78068e+02
7885  ;-9,63739  ;3,72181  ;5,95548  ;7,78055e+02
8378  ;-8,8433  ;2,96252  ;8,7014  ;7,77165e+02
9072  ;0  ;2,5  ;10  ;7,76736e+02
7369  ;-1,30277  ;6,08718  ;7,43885  ;7,76426e+02
5176  ;-8,88587  ;3,61574  ;7,72753  ;7,76406e+02
9297  ;-9,6431  ;6,21211  ;6,00225  ;7,76114e+02
4275  ;-4,7824  ;7,13446  ;8,39939  ;7,76018e+02
8256  ;-0,361261  ;6,824  ;7,29257  ;7,75671e+02
1293  ;-9,29243  ;6,36697  ;6,89478  ;7,75644e+02
6496  ;-10  ;6,76108  ;7,80898  ;7,75597e+02
2600  ;-5,74002  ;5,42513  ;7,75741  ;7,75314e+02
10355  ;-10  ;3,24042  ;7,81396  ;7,75313e+02
845  ;-9,30869  ;3,3145  ;7,88621  ;7,75307e+02
8852  ;-0,441706  ;6,73499  ;8,1301  ;7,75078e+02
10190  ;-9,64622  ;6,86043  ;6,71361  ;7,75071e+02
4450  ;-8,24698  ;5,66581  ;7,63256  ;7,74832e+02
441  ;-10  ;2,6475  ;6,53497  ;7,74794e+02
4511  ;-8,17663  ;2,6485  ;8,99275  ;7,74149e+02
9002  ;-5,23399  ;2,34191  ;8,98029  ;7,73812e+02
9776  ;-2,50982  ;2,21264  ;9,67396  ;7,73744e+02
4085  ;-5,74625  ;5,03433  ;7,76338  ;7,73088e+02
3702  ;-3,37469  ;4,44441  ;7,77713  ;7,73045e+02
8806  ;-10  ;7,5  ;10  ;7,72951e+02
219  ;0  ;2,64884  ;6,53797  ;7,72301e+02
5697  ;-8,41773  ;2,45044  ;9,71078  ;7,71959e+02
7640  ;-3,22334  ;2,55148  ;8,91278  ;7,71940e+02
2770  ;-6,09868  ;3,79125  ;7,88513  ;7,71726e+02
9333  ;-10  ;3,25  ;8,70096  ;7,71655e+02
10110  ;-9,33705  ;6,50427  ;7,3924  ;7,71478e+02
5547  ;0  ;3,22626  ;7,81804  ;7,71228e+02
4664  ;-8,8695  ;3,88173  ;7,28035  ;7,71029e+02
453  ;-10  ;7,3539  ;6,53243  ;7,70996e+02
841  ;-8,56404  ;6,90792  ;8,32679  ;7,70347e+02
4614  ;-1,67895  ;3,64053  ;7,76538  ;7,69953e+02
8206  ;-7,24815  ;7,83769  ;10  ;7,69520e+02
967  ;-6,35874  ;4,63609  ;7,74111  ;7,68905e+02
9261  ;-10  ;7  ;9,13398  ;7,68733e+02
4749  ;-2,52897  ;5,97238  ;7,77207  ;7,68584e+02
9775  ;-2,75185  ;2,16231  ;10  ;7,68474e+02
9335  ;-9,62623  ;3,10396  ;8,51183  ;7,68170e+02
5970  ;-7,24517  ;7,1757  ;8,52974  ;7,68120e+02
912  ;-8,46304  ;3,91697  ;7,56885  ;7,67812e+02
88  ;-3  ;0  ;1,73205  ;7,67563e+02
4439  ;-8,22666  ;4,54654  ;7,54738  ;7,66483e+02
5542  ;0  ;3,23758  ;8,70345  ;7,66019e+02
7596  ;-2,17219  ;2,24352  ;10  ;7,66013e+02
10831  ;-2,79297  ;7,86686  ;10  ;7,65944e+02
8734  ;-9,29017  ;5,97219  ;6,62138  ;7,65890e+02
7711  ;-2,65054  ;7,66152  ;9,33586  ;7,65834e+02
2260  ;-8,65521  ;3,26405  ;8,02104  ;7,65678e+02
9259  ;-10  ;6,75  ;8,70096  ;7,65671e+02
4966  ;-7,82672  ;2,24361  ;10  ;7,65289e+02
6884  ;-9,68976  ;5,33374  ;5,70158  ;7,65100e+02
6673  ;-0,370887  ;6,36864  ;5,92931  ;7,64859e+02
4358  ;-2,16941  ;3,79528  ;7,76342  ;7,64494e+02
218  ;0  ;7,35255  ;6,53495  ;7,64389e+02
11288  ;0  ;7,5  ;10  ;7,63829e+02
10499  ;-0,496653  ;7,27755  ;9,23808  ;7,63383e+02
7858  ;-2,35672  ;7,35466  ;8,83977  ;7,62420e+02
5175  ;-8,23239  ;3,56528  ;7,86236  ;7,62143e+02
2806  ;0  ;2,68793  ;5,00309  ;7,62070e+02
4086  ;-6,35251  ;5,02689  ;7,73514  ;7,61718e+02
848  ;-8,00173  ;3,21359  ;8,15587  ;7,61677e+02
8253  ;0  ;6,75976  ;7,81396  ;7,61627e+02
7280  ;-1,52942  ;7,26278  ;8,86049  ;7,61618e+02
922  ;-6,34629  ;5,41769  ;7,72917  ;7,61455e+02
8207  ;-7,82781  ;7,75648  ;10  ;7,61400e+02
8210  ;-7,48275  ;7,80614  ;9,67336  ;7,61375e+02
10588  ;-8,46007  ;7,37928  ;9,08179  ;7,61334e+02
4317  ;-6,54077  ;4,16687  ;7,78679  ;7,61186e+02
3935  ;-3,16282  ;3,50715  ;8,0261  ;7,60618e+02
6497  ;-10  ;6,96818  ;7,40774  ;7,59372e+02
8183  ;-2,31609  ;2,82618  ;8,55357  ;7,59336e+02
4946  ;-4,23786  ;3,0373  ;8,21292  ;7,59082e+02
9858  ;-7,65079  ;0,322921  ;1,05996  ;7,59060e+02
9728  ;-9,66887  ;6,85319  ;7,2578  ;7,58727e+02
5663  ;-6,51434  ;10  ;1,73548  ;7,58423e+02
8252  ;0  ;6,96694  ;7,41287  ;7,58177e+02
3503  ;-1,66379  ;10  ;1,38418  ;7,58004e+02
10962  ;-10  ;3,03324  ;7,41287  ;7,57840e+02
6524  ;-1,51113  ;2,42817  ;9,69809  ;7,57539e+02
9902  ;-8,85726  ;2,52334  ;9,36395  ;7,56710e+02
2243  ;-8,97081  ;7,03704  ;8,52204  ;7,56270e+02
8741  ;-8,89806  ;6,26125  ;7,317  ;7,55168e+02
1028  ;-7,99027  ;5,1761  ;7,52591  ;7,55152e+02
11007  ;-10  ;7,31212  ;5,00236  ;7,55080e+02
4973  ;-7,28613  ;2,28133  ;9,3769  ;7,54612e+02
5992  ;-0,610037  ;3,10303  ;8,3251  ;7,54573e+02
9952  ;-0,356712  ;4,12842  ;5,7102  ;7,54531e+02
10347  ;-9,62623  ;2,84886  ;8,94176  ;7,54174e+02
2359  ;-1,97023  ;6,76188  ;8,11701  ;7,54013e+02
3762  ;-4,78595  ;3,65811  ;7,89244  ;7,53682e+02
6719  ;-0,326368  ;3,07003  ;7,26158  ;7,53110e+02
1424  ;-0,62846  ;3,20851  ;7,82349  ;7,52871e+02
8837  ;-0,321951  ;4,65214  ;5,67109  ;7,52829e+02
4503  ;-5,80932  ;2,7325  ;8,46295  ;7,52732e+02
6716  ;0  ;3,02287  ;7,42243  ;7,51707e+02
3568  ;-10  ;2,6711  ;5,00142  ;7,51705e+02
10345  ;-10  ;2,9949  ;9,1309  ;7,51305e+02
4628  ;-1,90932  ;3,21638  ;8,12487  ;7,50569e+02
3031  ;-3,82054  ;6,17076  ;7,84293  ;7,50173e+02
2518  ;-6,96988  ;5,93129  ;7,77591  ;7,50104e+02
1527  ;-0,738194  ;4,4324  ;6,51467  ;7,50018e+02
10497  ;0  ;7,0051  ;9,1309  ;7,49904e+02
10844  ;0  ;7,32895  ;5,0016  ;7,48385e+02
10616  ;-9,66486  ;3,10618  ;7,27639  ;7,48314e+02
8861  ;-7,04955  ;2,15633  ;9,69702  ;7,48158e+02
10356  ;-9,65434  ;3,15725  ;8,07708  ;7,47916e+02
4692  ;-8,12276  ;7,09584  ;8,43705  ;7,47646e+02
4624  ;-1,17692  ;4,27489  ;7,15459  ;7,47220e+02
7173  ;-1,09773  ;2,80632  ;8,73647  ;7,47022e+02
2739  ;-7,55561  ;3,09326  ;8,19135  ;7,46783e+02
6147  ;-2,64861  ;2,28997  ;9,34023  ;7,46451e+02
2721  ;-6,91615  ;3,33529  ;8,02965  ;7,46389e+02
4447  ;-8,93843  ;4,71991  ;6,95378  ;7,46304e+02
4509  ;-8,21793  ;2,96535  ;8,40148  ;7,45776e+02
10582  ;-7,64284  ;7,57399  ;9,10916  ;7,45723e+02
9257  ;-5,49329  ;7,58377  ;8,88253  ;7,45133e+02
6351  ;-1,19667  ;2,5296  ;9,28396  ;7,44372e+02
6499  ;-9,69084  ;6,82079  ;8,07898  ;7,44120e+02
9782  ;-9,37963  ;6,90387  ;8,30365  ;7,44089e+02
4124  ;-3,10488  ;5,01362  ;7,65572  ;7,43643e+02
952  ;-6,7228  ;3,69765  ;7,83246  ;7,43530e+02
3647  ;-1,64708  ;0  ;1,33498  ;7,42413e+02
10332  ;-9,6431  ;5,84235  ;5,70781  ;7,41923e+02
5633  ;-0,726573  ;6,62986  ;7,12075  ;7,40588e+02
4660  ;-9,27446  ;4,12642  ;6,59004  ;7,39880e+02
9355  ;0  ;2,98537  ;9,11234  ;7,39679e+02
6883  ;-9,68976  ;4,74195  ;5,63208  ;7,39666e+02
3052  ;-3,46786  ;7,23326  ;8,42573  ;7,39086e+02
3078  ;-7,58247  ;5,31667  ;7,53779  ;7,38945e+02
4449  ;-8,52668  ;5,84735  ;7,41112  ;7,38938e+02
266  ;-10  ;10  ;2  ;7,38215e+02
4154  ;-3,80325  ;3,8822  ;7,75881  ;7,38068e+02
2833  ;-6,7667  ;5,04666  ;7,6454  ;7,37276e+02
7857  ;-2,78234  ;7,5621  ;8,94542  ;7,36354e+02
3318  ;-6,76048  ;5,43746  ;7,63942  ;7,35486e+02
8809  ;-9,56699  ;7,5  ;9,56699  ;7,34563e+02
11169  ;-0,458098  ;7,52657  ;9,56391  ;7,33538e+02
1530  ;-4,29067  ;2,06333  ;9,36224  ;7,33479e+02
5915  ;-3,7393  ;0  ;2,19011  ;7,32729e+02
8166  ;-1,81626  ;2,56392  ;9,01003  ;7,32686e+02
5625  ;-0,802968  ;6,79923  ;7,60871  ;7,32350e+02
5550  ;-0,31423  ;3,09183  ;8,04821  ;7,31959e+02
9385  ;-0,65485  ;3,76521  ;6,36035  ;7,31067e+02
10465  ;-0,730068  ;5,88351  ;6,59653  ;7,31003e+02
5545  ;-0,295807  ;2,98635  ;8,54982  ;7,30943e+02
4751  ;-2,31631  ;5,57927  ;7,60492  ;7,30899e+02
838  ;-9,37758  ;7,16616  ;8,71729  ;7,30060e+02
7165  ;-1,05389  ;2,99847  ;8,28274  ;7,29648e+02
1324  ;-7,68148  ;7,28375  ;8,5473  ;7,28515e+02
7281  ;-0,817635  ;7,24288  ;8,71261  ;7,28427e+02
4504  ;-5,78993  ;3,06087  ;8,13324  ;7,27984e+02
10583  ;-7,35348  ;7,75223  ;9,33324  ;7,27932e+02
9094  ;-0,677005  ;3,2848  ;7,09572  ;7,26957e+02
897  ;-3,18301  ;5,90165  ;7,68276  ;7,26831e+02
8855  ;-1,47448  ;6,97532  ;8,18244  ;7,26682e+02
9980  ;-0,707939  ;3,49021  ;6,6513  ;7,26553e+02
3295  ;-4,99046  ;6,88153  ;8,10551  ;7,26339e+02
8137  ;-8,09364  ;7,69069  ;9,68725  ;7,26243e+02
1284  ;-8,43414  ;2,71711  ;8,64709  ;7,25914e+02
966  ;-5,26273  ;3,52883  ;7,85855  ;7,25192e+02
954  ;-7,10949  ;2,97293  ;8,22683  ;7,23916e+02
3563  ;-10  ;5,74949  ;4,9924  ;7,23830e+02
8140  ;-8,03794  ;7,56211  ;9,13653  ;7,23741e+02
1080  ;-6,7031  ;7,86198  ;9,37723  ;7,23104e+02
10617  ;-9,30284  ;3,289  ;7,09232  ;7,22132e+02
1316  ;-9,2879  ;5,57742  ;6,34798  ;7,21178e+02
4968  ;-7,71047  ;2,28438  ;9,34909  ;7,21017e+02
7238  ;-1,16797  ;7,53829  ;9,34218  ;7,20979e+02
2745  ;-7,6235  ;3,80589  ;7,66761  ;7,20973e+02
4552  ;-8,92105  ;5,95308  ;6,9889  ;7,20433e+02
