13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SY (N/m^2)
2815  ;-7,21629  ;4,33674  ;7,45732  ;-1,01094e+05
4409  ;-6,24005  ;1,88068  ;5,71655  ;-1,01095e+05
4604  ;-1,82862  ;5,80947  ;6,01537  ;-1,01096e+05
966  ;-5,26273  ;3,52883  ;7,85855  ;-1,01097e+05
55  ;-5,5  ;0  ;0,866025  ;-1,01101e+05
4589  ;-1,77134  ;6,41495  ;5,31578  ;-1,01101e+05
8829  ;-3,23585  ;8,66907  ;0,990052  ;-1,01104e+05
730  ;-5,56645  ;3,86845  ;2,1785  ;-1,01105e+05
4124  ;-3,10488  ;5,01362  ;7,65572  ;-1,01106e+05
826  ;-7,73591  ;6,79579  ;6,17569  ;-1,01107e+05
1692  ;-6,66183  ;8,93068  ;2,41499  ;-1,01108e+05
4154  ;-3,80325  ;3,8822  ;7,75881  ;-1,01108e+05
11189  ;-1,0158  ;7,06991  ;2,10094  ;-1,01110e+05
3642  ;-8,32805  ;4,35638  ;5,43023  ;-1,01110e+05
3990  ;-5,20312  ;8,42433  ;5,06042  ;-1,01110e+05
4184  ;-5,50024  ;2,41032  ;1,95219  ;-1,01111e+05
2196  ;-7,22486  ;7,20786  ;6,49349  ;-1,01111e+05
3963  ;-2,38586  ;2,867  ;5,90457  ;-1,01114e+05
5347  ;-6,01302  ;1,21929  ;2,55613  ;-1,01114e+05
3557  ;-4,47995  ;3,34574  ;7,69441  ;-1,01114e+05
10760  ;-8,10559  ;9,38113  ;1,89977  ;-1,01114e+05
2865  ;-8,63054  ;5,60979  ;3,26066  ;-1,01115e+05
4146  ;-5,29849  ;1,67498  ;5,62557  ;-1,01116e+05
4720  ;-4,35687  ;8,59091  ;3,61717  ;-1,01117e+05
4603  ;-1,77729  ;6,06256  ;5,50699  ;-1,01118e+05
8664  ;-8,73231  ;7,04062  ;2,89847  ;-1,01121e+05
2326  ;-1,52952  ;4,48424  ;4,63531  ;-1,01121e+05
3904  ;-4,38885  ;8,27904  ;5,77255  ;-1,01121e+05
3152  ;-2,41859  ;1,74192  ;3,98565  ;-1,01122e+05
9809  ;-3,06847  ;8,80543  ;2,59726  ;-1,01127e+05
3498  ;-4,77323  ;2,5216  ;7,24371  ;-1,01127e+05
2663  ;-8,00085  ;6,80201  ;5,49612  ;-1,01128e+05
10728  ;-10  ;8,00602  ;0,889687  ;-1,01128e+05
397  ;-10  ;3,5  ;0,866025  ;-1,01129e+05
9825  ;-3,42039  ;1,47388  ;1,79445  ;-1,01129e+05
2464  ;-4,21181  ;2,57556  ;7,17335  ;-1,01129e+05
6693  ;-6,53133  ;1,26657  ;2,92677  ;-1,01129e+05
5733  ;-3,4221  ;8,4831  ;4,00003  ;-1,01130e+05
4060  ;-4,16488  ;4,74036  ;7,92908  ;-1,01130e+05
2491  ;-7,69656  ;2,73673  ;5,51512  ;-1,01132e+05
2749  ;-6,72601  ;3,365  ;7,328  ;-1,01132e+05
6081  ;-1,86723  ;2,69327  ;4,40579  ;-1,01132e+05
4025  ;-5,84608  ;4,08172  ;7,88672  ;-1,01133e+05
5138  ;-4,83936  ;9,22721  ;1,53537  ;-1,01134e+05
4206  ;-3,46761  ;1,86105  ;5,38679  ;-1,01134e+05
4050  ;-6,04177  ;5,78626  ;7,87259  ;-1,01134e+05
4847  ;-1,41864  ;5,77189  ;3,70568  ;-1,01135e+05
4739  ;-2,97035  ;5,50854  ;7,51561  ;-1,01137e+05
1761  ;-4,06943  ;2,17956  ;6,63349  ;-1,01137e+05
4689  ;-0,708165  ;3,15902  ;1,62645  ;-1,01137e+05
2669  ;-7,46432  ;7,66383  ;5,3442  ;-1,01138e+05
2748  ;-6,38732  ;3,05886  ;7,3177  ;-1,01141e+05
3119  ;-4,81394  ;4,34002  ;2,30229  ;-1,01141e+05
3749  ;-4,63085  ;2,1256  ;6,70385  ;-1,01143e+05
894  ;-3,29732  ;3,97702  ;7,59128  ;-1,01144e+05
2366  ;-3,39771  ;7,50735  ;6,58325  ;-1,01144e+05
3933  ;-2,68933  ;2,82739  ;6,24288  ;-1,01145e+05
10623  ;-3,46967  ;9,0049  ;0,650569  ;-1,01146e+05
5963  ;-1,38706  ;6,01085  ;3,33708  ;-1,01147e+05
3318  ;-6,76048  ;5,43746  ;7,63942  ;-1,01147e+05
3165  ;-1,75756  ;1,50097  ;3,0372  ;-1,01147e+05
3274  ;-4,98492  ;7,8191  ;6,79749  ;-1,01148e+05
3761  ;-4,95672  ;3,21646  ;7,66051  ;-1,01149e+05
1059  ;-6,30418  ;8,57856  ;3,77016  ;-1,01149e+05
3341  ;-2,14819  ;4,21142  ;6,50178  ;-1,01151e+05
2959  ;-3,07757  ;6,27424  ;7,35032  ;-1,01151e+05
9106  ;-6,17368  ;1,5646  ;1,36974  ;-1,01152e+05
4848  ;-1,48155  ;5,93838  ;4,14292  ;-1,01152e+05
11408  ;-1,96117  ;9,32563  ;1,9952  ;-1,01153e+05
3875  ;-8,58269  ;5,16398  ;3,52094  ;-1,01154e+05
2833  ;-6,7667  ;5,04666  ;7,6454  ;-1,01154e+05
5862  ;-1,59688  ;2,02942  ;0,983387  ;-1,01155e+05
6462  ;-1,56948  ;5,59765  ;4,82036  ;-1,01155e+05
6493  ;-8,86657  ;3,4169  ;1,82133  ;-1,01156e+05
2197  ;-7,41729  ;6,64259  ;6,70667  ;-1,01159e+05
3335  ;-2,90909  ;7,02415  ;6,70353  ;-1,01159e+05
3592  ;-5,56323  ;2,67366  ;7,26334  ;-1,01159e+05
6101  ;-1,43592  ;4,28819  ;4,01156  ;-1,01160e+05
1164  ;-5,00697  ;8,60827  ;3,66179  ;-1,01160e+05
4408  ;-5,68231  ;1,82126  ;5,84701  ;-1,01163e+05
3577  ;-4,59344  ;4,17815  ;7,91077  ;-1,01163e+05
3661  ;-6,84102  ;7,82284  ;5,76168  ;-1,01163e+05
3773  ;-1,56352  ;5,95004  ;4,62915  ;-1,01164e+05
10318  ;-6,42803  ;9,34222  ;1,53061  ;-1,01166e+05
3596  ;-6,57981  ;2,61574  ;6,75007  ;-1,01168e+05
4059  ;-4,44559  ;5,01667  ;7,94296  ;-1,01169e+05
1074  ;-2,30353  ;3,39151  ;6,34785  ;-1,01172e+05
3076  ;-6,39127  ;6,34638  ;7,59963  ;-1,01172e+05
4369  ;-5,35133  ;7,52512  ;2,05953  ;-1,01173e+05
4555  ;-8,3261  ;6,31654  ;4,84921  ;-1,01173e+05
8360  ;-2,36863  ;1,04234  ;2,38888  ;-1,01176e+05
3907  ;-2,99485  ;7,86543  ;5,505  ;-1,01178e+05
4939  ;-3,75062  ;1,75616  ;5,21845  ;-1,01180e+05
2913  ;-7,05124  ;7,90402  ;5,38597  ;-1,01182e+05
3448  ;-5,07021  ;4,04888  ;7,87687  ;-1,01184e+05
3705  ;-2,37528  ;5,07339  ;7,00209  ;-1,01185e+05
4153  ;-4,13295  ;1,73459  ;5,49747  ;-1,01187e+05
4099  ;-4,18678  ;2,33465  ;1,87146  ;-1,01188e+05
1139  ;-2,7577  ;5,11544  ;7,34846  ;-1,01190e+05
4770  ;-1,93189  ;7,92894  ;3,8046  ;-1,01190e+05
2906  ;-8,50703  ;5,91616  ;4,24533  ;-1,01191e+05
2818  ;-7,43215  ;5,02461  ;7,17627  ;-1,01191e+05
2506  ;-7,75961  ;3,90238  ;6,49257  ;-1,01194e+05
892  ;-4,65071  ;2,90409  ;7,46247  ;-1,01195e+05
3167  ;-2,03383  ;2,10871  ;4,04366  ;-1,01196e+05
8910  ;-9,2179  ;4,91272  ;1,35704  ;-1,01196e+05
4595  ;-2,44801  ;6,96053  ;6,09611  ;-1,01196e+05
4160  ;-3,72054  ;2,18768  ;6,26033  ;-1,01196e+05
3602  ;-6,5822  ;2,28408  ;6,24816  ;-1,01197e+05
3309  ;-5,61194  ;7,03098  ;7,40583  ;-1,01197e+05
3300  ;-5,4355  ;5,79369  ;7,90083  ;-1,01198e+05
1209  ;-4,52875  ;1,77986  ;1,56793  ;-1,01198e+05
2926  ;-8,14816  ;7,3173  ;4,35357  ;-1,01198e+05
3525  ;-5,01651  ;5,81073  ;7,92049  ;-1,01199e+05
979  ;-8,62766  ;6,00746  ;3,60879  ;-1,01199e+05
2870  ;-2,53788  ;7,71516  ;5,13527  ;-1,01200e+05
2919  ;-7,30684  ;7,93334  ;4,75879  ;-1,01200e+05
9425  ;-8,86502  ;7,58079  ;0,616827  ;-1,01200e+05
4680  ;-1,32139  ;4,49387  ;1,19534  ;-1,01205e+05
876  ;-3,94936  ;7,61322  ;6,77732  ;-1,01208e+05
2917  ;-7,77932  ;7,57145  ;4,8234  ;-1,01209e+05
2837  ;-7,95616  ;3,30607  ;5,63374  ;-1,01210e+05
2489  ;-7,96962  ;3,82613  ;6,07559  ;-1,01210e+05
4469  ;-5,18204  ;8,32758  ;5,55899  ;-1,01210e+05
2203  ;-7,4915  ;6,08845  ;6,91191  ;-1,01210e+05
2521  ;-7,55926  ;5,40539  ;6,97593  ;-1,01211e+05
4500  ;-2,0742  ;7,05596  ;5,25187  ;-1,01213e+05
6251  ;-8,45918  ;5,47034  ;4,5056  ;-1,01213e+05
3429  ;-5,81776  ;9,0609  ;0,754872  ;-1,01215e+05
999  ;-2,97212  ;6,64683  ;7,01788  ;-1,01216e+05
2911  ;-6,89376  ;8,17353  ;4,80056  ;-1,01216e+05
2988  ;-3,55488  ;3,15224  ;7,25425  ;-1,01220e+05
2510  ;-7,27941  ;3,12257  ;6,50292  ;-1,01222e+05
3444  ;-6,3599  ;3,76979  ;7,58463  ;-1,01222e+05
2515  ;-6,93862  ;6,12033  ;7,28793  ;-1,01224e+05
10487  ;-2,20269  ;0,779686  ;0,586794  ;-1,01225e+05
922  ;-6,34629  ;5,41769  ;7,72917  ;-1,01228e+05
3215  ;-5,68976  ;8,31161  ;5,10884  ;-1,01229e+05
2771  ;-6,02121  ;3,46365  ;7,57433  ;-1,01229e+05
967  ;-6,35874  ;4,63609  ;7,74111  ;-1,01230e+05
4086  ;-6,35251  ;5,02689  ;7,73514  ;-1,01230e+05
3340  ;-2,48061  ;4,1248  ;6,92003  ;-1,01232e+05
1149  ;-2,04996  ;6,51957  ;5,80303  ;-1,01232e+05
3667  ;-6,63993  ;7,55045  ;6,42301  ;-1,01232e+05
3461  ;-4,57363  ;5,44848  ;7,88819  ;-1,01233e+05
1063  ;-5,3552  ;8,08251  ;6,1685  ;-1,01233e+05
3310  ;-5,83268  ;7,34092  ;7,07844  ;-1,01234e+05
9403  ;-9,6675  ;6,82062  ;1,07884  ;-1,01237e+05
5327  ;-5,59841  ;1,68039  ;1,77629  ;-1,01238e+05
5313  ;-8,56007  ;4,48625  ;3,90841  ;-1,01239e+05
2914  ;-6,72137  ;8,09854  ;5,1899  ;-1,01239e+05
1749  ;-3,52801  ;2,73489  ;6,8426  ;-1,01240e+05
2812  ;-7,18777  ;3,95517  ;7,12721  ;-1,01240e+05
4454  ;-1,73468  ;4,08281  ;5,32317  ;-1,01241e+05
1187  ;-8,58818  ;3,85666  ;3,68748  ;-1,01241e+05
4666  ;-1,79623  ;4,39576  ;5,67931  ;-1,01243e+05
3700  ;-3,46074  ;7,13003  ;6,8976  ;-1,01245e+05
3905  ;-4,34079  ;8,30814  ;5,22233  ;-1,01245e+05
9466  ;-7,83323  ;9,00543  ;2,24743  ;-1,01246e+05
9222  ;-8,75563  ;4,43344  ;2,04113  ;-1,01246e+05
2758  ;-4,39219  ;1,47499  ;3,8466  ;-1,01247e+05
3796  ;-8,31459  ;3,83631  ;4,98838  ;-1,01249e+05
4491  ;-6,61134  ;1,81454  ;5,01254  ;-1,01250e+05
4647  ;-2,75194  ;8,28787  ;4,11787  ;-1,01250e+05
5140  ;-1,41332  ;6,49352  ;3,34161  ;-1,01250e+05
9877  ;-4,20324  ;1,40625  ;1,18815  ;-1,01252e+05
4705  ;-8,00148  ;1,94514  ;3,66678  ;-1,01253e+05
2200  ;-7,79769  ;6,17843  ;6,23068  ;-1,01254e+05
5328  ;-3,92783  ;1,99211  ;1,6542  ;-1,01257e+05
1100  ;-4,87769  ;4,56892  ;7,89519  ;-1,01257e+05
905  ;-7,68963  ;4,59199  ;6,80285  ;-1,01258e+05
3308  ;-5,99815  ;6,90522  ;7,34375  ;-1,01260e+05
4024  ;-5,61821  ;4,60251  ;7,81815  ;-1,01260e+05
8350  ;-1,21228  ;1,41296  ;2,39026  ;-1,01261e+05
2167  ;-8,30529  ;5,15863  ;5,41038  ;-1,01261e+05
3261  ;-4,92983  ;7,0473  ;7,37387  ;-1,01261e+05
963  ;-3,86814  ;1,45987  ;3,9492  ;-1,01263e+05
6671  ;-3,30236  ;1,86167  ;5,0438  ;-1,01263e+05
4338  ;-7,79103  ;3,26574  ;1,63855  ;-1,01265e+05
4249  ;-8,57981  ;5,56165  ;3,86906  ;-1,01265e+05
3603  ;-3,83063  ;5,84608  ;2,16615  ;-1,01267e+05
819  ;-8,38641  ;5,82486  ;4,88186  ;-1,01268e+05
3662  ;-6,3488  ;8,09761  ;5,44342  ;-1,01269e+05
4675  ;-1,61236  ;4,56358  ;1,68474  ;-1,01272e+05
3301  ;-5,49114  ;6,34687  ;7,66864  ;-1,01272e+05
829  ;-7,94386  ;5,35354  ;6,40217  ;-1,01272e+05
3630  ;-7,81674  ;4,97277  ;6,60251  ;-1,01273e+05
4149  ;-5,25131  ;1,65787  ;5,10419  ;-1,01274e+05
2504  ;-7,46104  ;3,72472  ;6,72525  ;-1,01274e+05
1796  ;-3,89236  ;8,84194  ;1,76372  ;-1,01276e+05
720  ;-4,37358  ;8,30436  ;1,62064  ;-1,01276e+05
3292  ;-5,07214  ;6,36391  ;7,68829  ;-1,01278e+05
3039  ;-3,86965  ;6,40352  ;7,51437  ;-1,01278e+05
4236  ;-8,64857  ;4,25805  ;3,10166  ;-1,01278e+05
6637  ;-8,97488  ;7,35923  ;1,99544  ;-1,01280e+05
4489  ;-6,28342  ;1,72576  ;4,97611  ;-1,01281e+05
5121  ;-6,01544  ;1,89455  ;1,88346  ;-1,01282e+05
3437  ;-5,89991  ;2,97739  ;7,27311  ;-1,01283e+05
3209  ;-6,39529  ;8,21099  ;5,03947  ;-1,01283e+05
5759  ;-0,429637  ;8,53699  ;0,422873  ;-1,01283e+05
4673  ;-0,685005  ;4,23017  ;1,51006  ;-1,01284e+05
3601  ;-6,02446  ;2,22466  ;6,37863  ;-1,01287e+05
3108  ;-9,27364  ;5,86728  ;1,4931  ;-1,01287e+05
5132  ;-5,67344  ;1,40003  ;3,29703  ;-1,01289e+05
3214  ;-6,02273  ;8,21006  ;5,293  ;-1,01291e+05
3271  ;-4,65228  ;7,84787  ;6,47291  ;-1,01292e+05
900  ;-8,10964  ;4,43949  ;5,96889  ;-1,01293e+05
2364  ;-3,84764  ;8,05245  ;5,79549  ;-1,01294e+05
3628  ;-8,02675  ;4,89652  ;6,18553  ;-1,01295e+05
5146  ;-5,66868  ;8,21486  ;5,60741  ;-1,01296e+05
6491  ;-8,55636  ;4,13059  ;1,443  ;-1,01296e+05
980  ;-8,53195  ;5,11583  ;4,12934  ;-1,01299e+05
3491  ;-5,25712  ;2,19466  ;6,5528  ;-1,01300e+05
4724  ;-4,72454  ;8,58077  ;3,25345  ;-1,01300e+05
2509  ;-7,89963  ;4,51574  ;6,38587  ;-1,01301e+05
4203  ;-2,18052  ;5,81603  ;6,38083  ;-1,01302e+05
2460  ;-4,50833  ;2,50809  ;6,92261  ;-1,01302e+05
11178  ;-6,63949  ;1,0639  ;0,898503  ;-1,01303e+05
4676  ;-2,06602  ;4,24157  ;1,89618  ;-1,01305e+05
4665  ;-1,98636  ;4,51266  ;6,14658  ;-1,01305e+05
4321  ;-8,64654  ;4,00158  ;2,544  ;-1,01306e+05
4927  ;-5,83543  ;0,762358  ;1,50032  ;-1,01307e+05
888  ;-7,56353  ;2,26067  ;4,84796  ;-1,01308e+05
1745  ;-3,17911  ;2,74301  ;6,46943  ;-1,01309e+05
4121  ;-4,59233  ;1,69356  ;5,18304  ;-1,01309e+05
5046  ;-7,74791  ;7,01014  ;1,78552  ;-1,01309e+05
2961  ;-2,39011  ;6,34011  ;6,44257  ;-1,01311e+05
3349  ;-5,29791  ;5,78539  ;2,35406  ;-1,01311e+05
2600  ;-5,74002  ;5,42513  ;7,75741  ;-1,01311e+05
702  ;-4,36595  ;2,11209  ;6,38275  ;-1,01312e+05
3299  ;-5,87735  ;6,22112  ;7,60656  ;-1,01315e+05
2494  ;-7,28179  ;2,79091  ;6,00101  ;-1,01315e+05
3452  ;-5,00573  ;5,00074  ;7,84042  ;-1,01316e+05
4085  ;-5,74625  ;5,03433  ;7,76338  ;-1,01318e+05
7302  ;-6,46531  ;8,56632  ;3,24177  ;-1,01319e+05
11107  ;-0,769761  ;6,39466  ;1,5588  ;-1,01323e+05
3668  ;-6,06754  ;7,51489  ;6,69172  ;-1,01323e+05
6535  ;-8,78261  ;4,62914  ;1,24566  ;-1,01323e+05
4941  ;-3,58536  ;1,75677  ;4,87546  ;-1,01324e+05
3250  ;-5,8893  ;8,5634  ;3,25012  ;-1,01325e+05
7322  ;-1,4103  ;5,40369  ;2,31837  ;-1,01325e+05
1008  ;-8,98726  ;4,10393  ;0,748712  ;-1,01327e+05
815  ;-6,70256  ;6,78343  ;7,02617  ;-1,01327e+05
1327  ;-3,70677  ;8,57355  ;3,57255  ;-1,01327e+05
3156  ;-1,41368  ;2,60765  ;3,26111  ;-1,01330e+05
8263  ;-0,777165  ;6,88175  ;1,57956  ;-1,01330e+05
2814  ;-6,75168  ;4,09183  ;7,37469  ;-1,01330e+05
3524  ;-4,5055  ;6,05941  ;7,69447  ;-1,01331e+05
3216  ;-5,78442  ;8,41328  ;4,53836  ;-1,01332e+05
4819  ;-2,50408  ;6,80124  ;1,76204  ;-1,01334e+05
3834  ;-5,24069  ;8,57825  ;3,19594  ;-1,01335e+05
2759  ;-4,0947  ;1,46435  ;3,53193  ;-1,01338e+05
4147  ;-5,96849  ;1,74947  ;5,18337  ;-1,01338e+05
4453  ;-1,72972  ;3,71647  ;4,8803  ;-1,01339e+05
2772  ;-5,62987  ;3,68538  ;7,59767  ;-1,01340e+05
4962  ;-7,86021  ;4,51774  ;1,85661  ;-1,01342e+05
4827  ;-3,18508  ;1,50051  ;3,68961  ;-1,01343e+05
11456  ;-1,94371  ;0,642885  ;1,83267  ;-1,01345e+05
4465  ;-1,63612  ;3,52042  ;4,25656  ;-1,01346e+05
4252  ;-2,0707  ;3,43215  ;1,91081  ;-1,01347e+05
3273  ;-5,15057  ;7,35724  ;7,04648  ;-1,01353e+05
4183  ;-6,13779  ;2,65288  ;1,96819  ;-1,01353e+05
3332  ;-3,29021  ;3,59988  ;7,19612  ;-1,01353e+05
3337  ;-2,79331  ;3,30713  ;6,5744  ;-1,01354e+05
2354  ;-2,84792  ;7,37041  ;5,91994  ;-1,01354e+05
3420  ;-5,86049  ;9,29438  ;1,48915  ;-1,01354e+05
3042  ;-4,36318  ;6,7428  ;7,38004  ;-1,01355e+05
3727  ;-2,14169  ;3,69274  ;5,99265  ;-1,01356e+05
3490  ;-5,32507  ;2,50426  ;6,87965  ;-1,01356e+05
3594  ;-6,0924  ;2,53426  ;6,70548  ;-1,01358e+05
4767  ;-1,89944  ;8,20668  ;3,33765  ;-1,01358e+05
6543  ;-8,60569  ;5,18324  ;2,32757  ;-1,01363e+05
789  ;-6,72922  ;3,03236  ;6,82354  ;-1,01363e+05
3669  ;-6,14771  ;7,82522  ;6,10475  ;-1,01366e+05
3212  ;-6,11739  ;8,31174  ;4,72251  ;-1,01367e+05
3924  ;-2,22974  ;3,1947  ;5,57465  ;-1,01370e+05
2300  ;-5,52513  ;5,20065  ;2,37624  ;-1,01372e+05
909  ;-5,13376  ;5,43256  ;7,78565  ;-1,01374e+05
1797  ;-4,17729  ;8,70121  ;1,15773  ;-1,01374e+05
3888  ;-8,09618  ;3,91942  ;5,52704  ;-1,01377e+05
2960  ;-2,5915  ;6,0321  ;6,77498  ;-1,01377e+05
4375  ;-5,68453  ;6,41881  ;2,25688  ;-1,01378e+05
2520  ;-7,19542  ;5,77831  ;7,05254  ;-1,01380e+05
3899  ;-3,46554  ;7,97161  ;5,50044  ;-1,01381e+05
3043  ;-4,06261  ;5,69716  ;7,66217  ;-1,01381e+05
2481  ;-3,64737  ;5,91578  ;7,50818  ;-1,01382e+05
3575  ;-2,83916  ;4,42753  ;7,0992  ;-1,01382e+05
6638  ;-9,12352  ;7,79227  ;2,07258  ;-1,01382e+05
3211  ;-6,61586  ;8,27428  ;4,4836  ;-1,01383e+05
2523  ;-6,59606  ;5,87232  ;7,3734  ;-1,01386e+05
5890  ;-1,53903  ;5,0268  ;3,9085  ;-1,01387e+05
3952  ;-2,21906  ;2,8019  ;5,1065  ;-1,01387e+05
8347  ;-1,30061  ;1,75793  ;2,59112  ;-1,01391e+05
3382  ;-8,21082  ;6,80042  ;4,38943  ;-1,01391e+05
4704  ;-7,84232  ;2,25645  ;4,19014  ;-1,01392e+05
10641  ;-9,50459  ;3,0583  ;1,20713  ;-1,01394e+05
2667  ;-7,2836  ;7,01285  ;6,15237  ;-1,01395e+05
8569  ;-4,07444  ;8,56341  ;3,20883  ;-1,01396e+05
4370  ;-5,28683  ;8,20386  ;2,04436  ;-1,01401e+05
2775  ;-6,17787  ;4,23901  ;7,53896  ;-1,01402e+05
9284  ;-8,98894  ;2,34999  ;2,26655  ;-1,01403e+05
2869  ;-2,5404  ;7,78758  ;4,69489  ;-1,01403e+05
4801  ;-8,33853  ;7,77843  ;3,31829  ;-1,01406e+05
4174  ;-6,60204  ;3,17635  ;2,03253  ;-1,01409e+05
9745  ;-3,03484  ;8,38048  ;3,76265  ;-1,01411e+05
8349  ;-1,59857  ;1,30267  ;2,44742  ;-1,01412e+05
3142  ;-5,01289  ;5,02486  ;2,39923  ;-1,01415e+05
3410  ;-6,87557  ;9,27881  ;1,59707  ;-1,01417e+05
6745  ;-3,81884  ;1,49388  ;3,13666  ;-1,01418e+05
6391  ;-1,43536  ;3,71926  ;3,04615  ;-1,01418e+05
7838  ;-2,34753  ;1,49451  ;3,1316  ;-1,01420e+05
3088  ;-2,15255  ;2,602  ;4,64649  ;-1,01421e+05
1688  ;-7,19621  ;8,97301  ;2,04994  ;-1,01423e+05
1153  ;-2,36644  ;8,1831  ;3,80822  ;-1,01423e+05
4194  ;-4,63453  ;8,30198  ;4,93271  ;-1,01424e+05
3440  ;-5,50856  ;3,19912  ;7,29645  ;-1,01425e+05
6385  ;-1,50818  ;4,62388  ;3,58608  ;-1,01426e+05
3406  ;-0,851241  ;8,31935  ;0,422208  ;-1,01428e+05
982  ;-8,63343  ;5,21213  ;2,91253  ;-1,01430e+05
2462  ;-3,8966  ;3,5401  ;7,34026  ;-1,01430e+05
9871  ;-8,99822  ;3,61027  ;0,715464  ;-1,01430e+05
4521  ;-6,99775  ;1,75776  ;4,21017  ;-1,01430e+05
9889  ;-7,96103  ;0,643125  ;1,84409  ;-1,01431e+05
2817  ;-6,97762  ;4,97162  ;7,2333  ;-1,01433e+05
2187  ;-7,47604  ;6,44759  ;6,36555  ;-1,01436e+05
3683  ;-3,45895  ;4,15588  ;2,1915  ;-1,01437e+05
4671  ;-1,30035  ;3,96217  ;1,32361  ;-1,01437e+05
4399  ;-5,0702  ;1,46658  ;3,29336  ;-1,01438e+05
3346  ;-5,09481  ;5,41792  ;2,41601  ;-1,01438e+05
2339  ;-1,78345  ;4,80123  ;5,34395  ;-1,01439e+05
3447  ;-5,43735  ;4,20543  ;7,61599  ;-1,01443e+05
3497  ;-5,20255  ;2,88675  ;7,09841  ;-1,01445e+05
3897  ;-3,45322  ;8,09608  ;4,98558  ;-1,01445e+05
4119  ;-4,12671  ;1,78277  ;5,04948  ;-1,01447e+05
2871  ;-2,3211  ;7,40965  ;4,8879  ;-1,01448e+05
4670  ;-1,41103  ;4,76181  ;2,36455  ;-1,01448e+05
2836  ;-7,82313  ;2,83001  ;4,96657  ;-1,01449e+05
3585  ;-4,60841  ;2,03488  ;6,01026  ;-1,01450e+05
2495  ;-7,14876  ;2,31486  ;5,33384  ;-1,01450e+05
887  ;-8,08272  ;3,39935  ;5,08519  ;-1,01450e+05
3896  ;-3,79958  ;8,08155  ;5,24527  ;-1,01451e+05
2474  ;-3,53421  ;4,98655  ;7,45294  ;-1,01452e+05
2755  ;-4,61875  ;1,47948  ;3,42933  ;-1,01453e+05
837  ;-6,47947  ;5,64912  ;2,21141  ;-1,01453e+05
2601  ;-6,18187  ;5,85255  ;7,46314  ;-1,01454e+05
4126  ;-3,49738  ;2,19968  ;5,75428  ;-1,01458e+05
3573  ;-3,1197  ;4,73641  ;7,25097  ;-1,01458e+05
2146  ;-1,57142  ;5,42326  ;3,99252  ;-1,01460e+05
3641  ;-8,30719  ;4,67997  ;4,9389  ;-1,01461e+05
6461  ;-1,72947  ;5,20523  ;5,08884  ;-1,01462e+05
3441  ;-5,17486  ;3,63618  ;7,48679  ;-1,01462e+05
962  ;-4,91624  ;1,49012  ;3,74401  ;-1,01462e+05
1042  ;-2,50202  ;1,54114  ;3,43003  ;-1,01465e+05
2451  ;-4,69809  ;3,76546  ;7,52069  ;-1,01468e+05
1146  ;-1,97986  ;3,99398  ;5,63745  ;-1,01470e+05
3884  ;-7,15032  ;8,52871  ;3,25682  ;-1,01470e+05
2329  ;-2,15585  ;5,14612  ;6,24383  ;-1,01471e+05
5119  ;-6,59582  ;2,34028  ;1,91789  ;-1,01471e+05
4251  ;-2,18555  ;2,97192  ;1,63012  ;-1,01474e+05
4782  ;-1,49761  ;7,1874  ;3,31406  ;-1,01474e+05
10474  ;-2,83754  ;8,952  ;2,24212  ;-1,01477e+05
3272  ;-5,11439  ;8,0437  ;5,78209  ;-1,01478e+05
4566  ;-7,11996  ;2,21687  ;1,82986  ;-1,01478e+05
5103  ;-1,7219  ;4,48827  ;4,98781  ;-1,01479e+05
3123  ;-4,2558  ;3,93785  ;2,34983  ;-1,01482e+05
6339  ;-9,18653  ;4,40678  ;1,34684  ;-1,01484e+05
2065  ;-6,36311  ;3,43714  ;7,08017  ;-1,01485e+05
2543  ;-5,1894  ;5,98574  ;7,55345  ;-1,01486e+05
4519  ;-6,60648  ;1,80637  ;4,62714  ;-1,01487e+05
2958  ;-3,54193  ;6,28837  ;7,17574  ;-1,01487e+05
400  ;-10  ;7,52875  ;0,909964  ;-1,01487e+05
2511  ;-6,7316  ;2,7007  ;6,32163  ;-1,01487e+05
2480  ;-3,16191  ;5,79735  ;7,15149  ;-1,01488e+05
5066  ;-7,06007  ;2,86375  ;1,98223  ;-1,01489e+05
10087  ;-8,80465  ;3,34856  ;2,50074  ;-1,01489e+05
2824  ;-7,00802  ;5,37461  ;7,13599  ;-1,01491e+05
8935  ;-9,66118  ;7,76394  ;1,15603  ;-1,01491e+05
2445  ;-4,13786  ;3,89291  ;7,44965  ;-1,01492e+05
4205  ;-3,1939  ;2,23929  ;5,41597  ;-1,01493e+05
4931  ;-4,99223  ;2,18115  ;6,2317  ;-1,01494e+05
2192  ;-7,58001  ;5,72646  ;6,47879  ;-1,01494e+05
4787  ;-1,00349  ;7,64086  ;2,22788  ;-1,01496e+05
2922  ;-7,12218  ;8,10276  ;4,37366  ;-1,01497e+05
2174  ;-6,76693  ;7,00667  ;6,57761  ;-1,01499e+05
285  ;-2,47125  ;10  ;0,909964  ;-1,01501e+05
1037  ;-3,6436  ;4,56398  ;2,2709  ;-1,01503e+05
2482  ;-4,00738  ;4,84284  ;7,55993  ;-1,01503e+05
