13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SY (N/m^2)
9118  ;-3,25455  ;4,41417  ;9,63866  ;-1,00064e+05
8146  ;-5,75  ;10  ;9,56699  ;-1,00064e+05
8126  ;-5,25  ;10  ;9,56699  ;-1,00064e+05
8632  ;-5,54992  ;6,94428  ;9,60184  ;-1,00065e+05
10672  ;-3,67828  ;4,68437  ;9,63866  ;-1,00065e+05
9206  ;-6,26648  ;5,34473  ;9,64352  ;-1,00065e+05
11232  ;-5,75  ;0  ;9,56699  ;-1,00065e+05
6002  ;-3,42739  ;1,55483  ;7,67404  ;-1,00065e+05
11175  ;-5,53218  ;7,18869  ;9,32106  ;-1,00065e+05
6259  ;0  ;5,25  ;9,56699  ;-1,00065e+05
5856  ;-8,86818  ;5,78113  ;4,95669  ;-1,00066e+05
10101  ;-10  ;4,25  ;9,56699  ;-1,00066e+05
8475  ;-7,12227  ;6,69217  ;9,30988  ;-1,00066e+05
7807  ;-7,35939  ;3,51875  ;9,2994  ;-1,00066e+05
9003  ;-5,37031  ;2,33057  ;9,35726  ;-1,00066e+05
6838  ;-4,75  ;10  ;9,56699  ;-1,00066e+05
6150  ;-3,53821  ;2,00572  ;8,97982  ;-1,00067e+05
11234  ;-5,25  ;0  ;9,56699  ;-1,00067e+05
8521  ;-4,03823  ;5,57469  ;9,63232  ;-1,00067e+05
4289  ;-2,90747  ;3,30202  ;9,3143  ;-1,00067e+05
7524  ;-4,06166  ;3,73236  ;9,64061  ;-1,00067e+05
1140  ;-7,92889  ;4,60415  ;9,24818  ;-1,00067e+05
7872  ;-3,25254  ;8,20207  ;8,19404  ;-1,00067e+05
8294  ;-1,12825  ;4,83601  ;5,66696  ;-1,00068e+05
8562  ;-2,40965  ;8,82821  ;3,30401  ;-1,00068e+05
6750  ;-1,72255  ;3,86245  ;8,76644  ;-1,00068e+05
6680  ;0  ;4,75  ;9,56699  ;-1,00068e+05
9309  ;-5,87195  ;5,70959  ;9,64352  ;-1,00068e+05
6926  ;-5,64662  ;4,60304  ;9,6628  ;-1,00068e+05
5086  ;-5,25834  ;1,11024  ;3,75483  ;-1,00068e+05
375  ;-10  ;9  ;10  ;-1,00069e+05
6925  ;-5,42405  ;4,96538  ;9,6628  ;-1,00069e+05
8089  ;0  ;9,5  ;10  ;-1,00069e+05
8520  ;-3,68873  ;5,94198  ;9,63232  ;-1,00069e+05
11365  ;-4,13696  ;7,45686  ;9,30489  ;-1,00069e+05
6825  ;-4,68656  ;6,44069  ;9,63038  ;-1,00070e+05
6579  ;-7,44527  ;7,29508  ;8,93352  ;-1,00070e+05
66  ;-4,5  ;0  ;9,13398  ;-1,00070e+05
8099  ;-5,9466  ;4,26863  ;9,64298  ;-1,00070e+05
8994  ;-4,34577  ;1,74615  ;9,01098  ;-1,00070e+05
7529  ;-4,12537  ;4,37452  ;9,63866  ;-1,00070e+05
5999  ;-4,80182  ;1,10441  ;7,80032  ;-1,00071e+05
5569  ;-4,25  ;0  ;9,56699  ;-1,00071e+05
9325  ;0  ;4,25  ;9,56699  ;-1,00071e+05
8005  ;-6,33156  ;4,63903  ;9,64298  ;-1,00072e+05
7525  ;-4,42367  ;4,0767  ;9,64061  ;-1,00072e+05
7331  ;-1,5  ;0  ;10  ;-1,00072e+05
8571  ;-5,63704  ;5,3383  ;9,6628  ;-1,00072e+05
9312  ;-10  ;5,75  ;9,56699  ;-1,00073e+05
5399  ;-2,96666  ;4,40398  ;9,3081  ;-1,00073e+05
7274  ;-5,3658  ;5,7096  ;9,62215  ;-1,00073e+05
11059  ;-8,5  ;10  ;10  ;-1,00073e+05
4416  ;-2,6651  ;7,93687  ;7,38873  ;-1,00073e+05
6444  ;-1,16301  ;4,31228  ;5,70607  ;-1,00074e+05
881  ;-2,02545  ;5,69459  ;9,15372  ;-1,00074e+05
7739  ;-4,38343  ;5,97009  ;9,63038  ;-1,00074e+05
8118  ;-4,25  ;10  ;9,56699  ;-1,00074e+05
181  ;0  ;5,5  ;9,13398  ;-1,00074e+05
8953  ;-5,53462  ;1,15521  ;7,52612  ;-1,00075e+05
11318  ;0  ;8,5  ;10  ;-1,00075e+05
4832  ;-3,19485  ;4,0778  ;1,84314  ;-1,00076e+05
11193  ;-3,20493  ;7,08675  ;9,29696  ;-1,00076e+05
10574  ;-4,75  ;0  ;9,56699  ;-1,00076e+05
8542  ;-8,91528  ;5,404  ;6,09126  ;-1,00076e+05
2701  ;-6,9146  ;1,79659  ;7,74182  ;-1,00076e+05
4229  ;-6,65469  ;5,11703  ;1,9347  ;-1,00077e+05
8633  ;-5,27435  ;6,53322  ;9,60184  ;-1,00077e+05
10335  ;-10  ;1,5  ;10  ;-1,00077e+05
297  ;-5,5  ;10  ;9,13398  ;-1,00077e+05
10545  ;-3,70623  ;7,41036  ;9,30157  ;-1,00077e+05
4561  ;-2,95905  ;5,54111  ;9,29569  ;-1,00078e+05
7738  ;-5,07763  ;6,10433  ;9,62215  ;-1,00078e+05
7273  ;-5,15281  ;5,33667  ;9,62215  ;-1,00078e+05
10677  ;-9,5  ;0  ;10  ;-1,00078e+05
11455  ;-4,71337  ;2,46058  ;9,34765  ;-1,00078e+05
187  ;0  ;4,5  ;9,13398  ;-1,00078e+05
10772  ;-2,49905  ;4,05674  ;9,24943  ;-1,00078e+05
3687  ;-1,62982  ;5,03317  ;8,91721  ;-1,00079e+05
10219  ;-3,6194  ;8,19225  ;8,56013  ;-1,00079e+05
4849  ;-1,12069  ;5,40751  ;3,62511  ;-1,00079e+05
4628  ;-1,90932  ;3,21638  ;8,12487  ;-1,00080e+05
10527  ;-1,5  ;10  ;10  ;-1,00080e+05
27  ;-9  ;0  ;10  ;-1,00080e+05
7256  ;-4,02947  ;1,68735  ;8,62735  ;-1,00081e+05
1340  ;-6,8077  ;3,35317  ;9,33428  ;-1,00082e+05
8960  ;-5,07799  ;1,05912  ;6,73928  ;-1,00082e+05
7816  ;-6,48621  ;3,1817  ;9,30457  ;-1,00082e+05
303  ;-4,5  ;10  ;9,13398  ;-1,00082e+05
6835  ;-4,05412  ;2,5427  ;9,30688  ;-1,00083e+05
404  ;-10  ;4,5  ;9,13398  ;-1,00083e+05
10341  ;-7,78533  ;6,79393  ;8,94336  ;-1,00083e+05
410  ;-10  ;5,5  ;9,13398  ;-1,00083e+05
4956  ;-8,17678  ;5,77069  ;1,49319  ;-1,00083e+05
7096  ;-1,409  ;3,44025  ;6,67279  ;-1,00083e+05
2323  ;-1,13092  ;4,48477  ;4,43704  ;-1,00083e+05
1515  ;-7,97051  ;5,72757  ;9,09861  ;-1,00083e+05
9163  ;-5,56252  ;6,13848  ;9,60184  ;-1,00084e+05
4304  ;-6,09469  ;1,79893  ;8,64027  ;-1,00084e+05
7272  ;-4,7745  ;5,63373  ;9,62215  ;-1,00085e+05
8733  ;-8,83356  ;5,91745  ;6,12697  ;-1,00086e+05
4690  ;-8,06772  ;6,60657  ;8,41951  ;-1,00087e+05
4613  ;-1,51685  ;4,22879  ;8,20367  ;-1,00087e+05
3635  ;-8,90781  ;4,81847  ;6,01139  ;-1,00087e+05
1733  ;-5,6504  ;2,93404  ;9,30396  ;-1,00087e+05
11296  ;0  ;6  ;9,13398  ;-1,00087e+05
8446  ;-1,08912  ;5,64647  ;3,25651  ;-1,00087e+05
8981  ;-6  ;0  ;9,13398  ;-1,00087e+05
4869  ;-7,37123  ;4,2271  ;9,38183  ;-1,00088e+05
9849  ;-6,10661  ;8,36833  ;8,7317  ;-1,00088e+05
5822  ;-7,16694  ;7,90695  ;8,10799  ;-1,00088e+05
5551  ;-4  ;0  ;9,13398  ;-1,00088e+05
8  ;-10  ;10  ;10  ;-1,00088e+05
8489  ;-6,78459  ;8,22695  ;8,08581  ;-1,00089e+05
1243  ;-4,95307  ;7,30504  ;9,32685  ;-1,00089e+05
8979  ;-5,17828  ;1,18614  ;7,78118  ;-1,00089e+05
4626  ;-1,64583  ;3,22714  ;7,56214  ;-1,00089e+05
6107  ;-2,6469  ;2,07413  ;7,46805  ;-1,00090e+05
73  ;-5,5  ;0  ;9,13398  ;-1,00090e+05
1077  ;-5,24167  ;6,13959  ;1,95312  ;-1,00090e+05
5421  ;-5,46824  ;1,81464  ;9,00448  ;-1,00090e+05
3143  ;-5,18387  ;4,79433  ;2,02048  ;-1,00091e+05
10955  ;-6,75847  ;8,60191  ;0,936025  ;-1,00091e+05
4560  ;-2,5076  ;5,91622  ;9,21247  ;-1,00091e+05
7288  ;-2,51861  ;6,01608  ;1,66144  ;-1,00091e+05
7120  ;-1,19538  ;4,53764  ;6,89621  ;-1,00091e+05
6449  ;-1,17556  ;5,90575  ;4,43668  ;-1,00091e+05
4989  ;-4,35752  ;7,12494  ;9,30693  ;-1,00092e+05
8217  ;-6  ;10  ;9,13398  ;-1,00092e+05
10587  ;-2,46074  ;4,59712  ;9,26148  ;-1,00092e+05
10409  ;-5,25  ;0  ;8,70096  ;-1,00092e+05
9657  ;-7,01567  ;5,57066  ;9,29668  ;-1,00092e+05
6736  ;0  ;4  ;9,13398  ;-1,00094e+05
4557  ;-2,4769  ;5,31948  ;9,23694  ;-1,00094e+05
7817  ;-6,23411  ;3,64458  ;9,28041  ;-1,00094e+05
10343  ;-4,88725  ;8,30376  ;8,82085  ;-1,00094e+05
9778  ;-4,20749  ;7,89143  ;1,53045  ;-1,00095e+05
11395  ;-7,48318  ;5,39547  ;9,19598  ;-1,00095e+05
7904  ;-2,75456  ;8,19111  ;6,58304  ;-1,00096e+05
11396  ;-10  ;5  ;9,13398  ;-1,00096e+05
6  ;0  ;10  ;10  ;-1,00096e+05
9332  ;-7,46237  ;4,83377  ;9,27076  ;-1,00096e+05
5943  ;-1,15121  ;5,17754  ;3,97833  ;-1,00097e+05
8183  ;-2,31609  ;2,82618  ;8,55357  ;-1,00097e+05
1488  ;-6,1113  ;7,07234  ;9,31526  ;-1,00098e+05
3430  ;-5,33865  ;8,93827  ;0,794129  ;-1,00098e+05
7161  ;-1,14337  ;4,42178  ;7,58045  ;-1,00098e+05
5075  ;-3,9616  ;8,46751  ;8,10543  ;-1,00098e+05
11394  ;-7,503  ;5,90275  ;9,19932  ;-1,00099e+05
8737  ;-8,83631  ;5,9697  ;5,28404  ;-1,00099e+05
4006  ;-8,10276  ;2,7363  ;6,86522  ;-1,00099e+05
5325  ;-5,7533  ;2,03675  ;1,47451  ;-1,00099e+05
2710  ;-6,68483  ;1,87112  ;8,18731  ;-1,00100e+05
8796  ;-10  ;4  ;9,13398  ;-1,00100e+05
4679  ;-2,13534  ;4,55595  ;1,53099  ;-1,00100e+05
700  ;-6,16472  ;3,01024  ;9,27485  ;-1,00100e+05
10534  ;-3,97438  ;2,00453  ;8,97861  ;-1,00101e+05
8999  ;-1,25892  ;5,78818  ;7,96889  ;-1,00101e+05
4878  ;-8,14996  ;4,00772  ;8,84379  ;-1,00101e+05
7276  ;-4,86639  ;1,62748  ;8,64361  ;-1,00101e+05
4611  ;-1,27005  ;4,00336  ;7,54192  ;-1,00101e+05
7818  ;-6,5556  ;3,81605  ;9,31012  ;-1,00101e+05
3844  ;-4,42343  ;8,19765  ;8,86474  ;-1,00101e+05
664  ;-5,13607  ;2,85784  ;9,33307  ;-1,00102e+05
1108  ;-3,00498  ;3,8636  ;9,29605  ;-1,00102e+05
1107  ;-3,81757  ;3,02208  ;9,25152  ;-1,00102e+05
6832  ;-4,55218  ;2,82682  ;9,35914  ;-1,00103e+05
7475  ;-1,3003  ;5,54666  ;7,52906  ;-1,00103e+05
10185  ;-5,71604  ;4,31946  ;9,33948  ;-1,00103e+05
1295  ;-2,98976  ;6,13786  ;9,27122  ;-1,00103e+05
8670  ;-8,94547  ;6,09498  ;3,28024  ;-1,00104e+05
10121  ;-10  ;6  ;9,13398  ;-1,00104e+05
2362  ;-2,16025  ;7,25172  ;7,96852  ;-1,00104e+05
1514  ;-7,03548  ;6,07794  ;9,30002  ;-1,00105e+05
8538  ;-3,37586  ;6,54134  ;9,27912  ;-1,00105e+05
4506  ;-7,12499  ;2,09042  ;8,00386  ;-1,00105e+05
4  ;-10  ;0  ;10  ;-1,00105e+05
11419  ;-6,57339  ;6,57514  ;9,30764  ;-1,00106e+05
8293  ;-1,11707  ;5,62066  ;5,69384  ;-1,00107e+05
9266  ;-3,99269  ;8,15115  ;8,86142  ;-1,00107e+05
1294  ;-2,92835  ;4,94437  ;9,32016  ;-1,00107e+05
8092  ;-4  ;10  ;9,13398  ;-1,00108e+05
3527  ;-3,41128  ;3,44284  ;9,27378  ;-1,00108e+05
6774  ;-8,27546  ;4,91959  ;8,70372  ;-1,00108e+05
10907  ;-3,82888  ;3,69881  ;9,26442  ;-1,00108e+05
5408  ;-7,89187  ;7,43358  ;7,38894  ;-1,00109e+05
8995  ;-4,81129  ;1,94466  ;8,99487  ;-1,00109e+05
5315  ;-5  ;10  ;9,13398  ;-1,00110e+05
4691  ;-8,1413  ;6,87958  ;8,01749  ;-1,00110e+05
10483  ;-3,32572  ;8,85564  ;3,70479  ;-1,00110e+05
8668  ;-8,86364  ;6,53831  ;3,71849  ;-1,00110e+05
6131  ;-3,15224  ;1,50111  ;6,1009  ;-1,00110e+05
1318  ;-8,62203  ;5,23503  ;8,15926  ;-1,00111e+05
7532  ;0  ;5  ;9,13398  ;-1,00111e+05
4877  ;-7,95641  ;3,44896  ;8,71019  ;-1,00111e+05
11417  ;-4,66599  ;6,83405  ;9,29381  ;-1,00111e+05
1360  ;-3,76196  ;6,94483  ;9,28701  ;-1,00112e+05
8085  ;-1,10251  ;6,84637  ;3,34088  ;-1,00113e+05
2359  ;-1,97023  ;6,76188  ;8,11701  ;-1,00113e+05
4004  ;-7,51431  ;2,77641  ;8,78262  ;-1,00113e+05
6769  ;-8,50543  ;4,78307  ;8,29116  ;-1,00114e+05
1167  ;-4,33489  ;8,42641  ;8,40671  ;-1,00114e+05
1649  ;-5,36885  ;3,24644  ;9,30887  ;-1,00115e+05
3943  ;-5,39769  ;8,34491  ;8,60782  ;-1,00116e+05
8111  ;-1,12512  ;5,58189  ;4,70899  ;-1,00117e+05
1341  ;-6,99585  ;5,06338  ;9,29334  ;-1,00117e+05
9938  ;-8,29627  ;5,4813  ;8,62894  ;-1,00118e+05
2262  ;-8,24402  ;3,17877  ;7,49412  ;-1,00118e+05
7303  ;-6,36079  ;8,9276  ;2,84213  ;-1,00118e+05
1273  ;-8,38883  ;4,33111  ;8,42307  ;-1,00119e+05
7130  ;-2,33837  ;1,92371  ;5,77774  ;-1,00119e+05
11072  ;-3,68433  ;6,25045  ;9,26599  ;-1,00119e+05
8184  ;-2,01837  ;3,19981  ;8,48619  ;-1,00119e+05
5631  ;-1,38641  ;6,2512  ;6,97303  ;-1,00119e+05
5179  ;-8,47467  ;3,53046  ;7,20061  ;-1,00119e+05
1734  ;-5,88318  ;3,32264  ;9,27977  ;-1,00120e+05
6850  ;-5,41606  ;4,65387  ;9,3593  ;-1,00120e+05
678  ;-5,12858  ;4,36001  ;9,393  ;-1,00120e+05
10344  ;-5,25377  ;6,92657  ;9,26526  ;-1,00120e+05
5623  ;-1,4628  ;6,42056  ;7,46099  ;-1,00121e+05
6140  ;-8,56286  ;5,69527  ;7,94924  ;-1,00121e+05
5981  ;-2,98176  ;8,06745  ;7,63908  ;-1,00121e+05
8178  ;-6,34969  ;5,00556  ;9,30947  ;-1,00122e+05
7996  ;-5,9589  ;1,41818  ;7,85187  ;-1,00122e+05
4047  ;-3,97654  ;8,62901  ;7,43603  ;-1,00122e+05
5983  ;-4,20325  ;1,56329  ;8,2307  ;-1,00123e+05
7057  ;-8,85894  ;2,58409  ;3,16555  ;-1,00123e+05
4879  ;-8,15886  ;4,46763  ;8,83562  ;-1,00123e+05
10410  ;-5  ;0  ;9,13398  ;-1,00124e+05
1368  ;-7,87574  ;7,20819  ;1,35694  ;-1,00124e+05
10536  ;-4,829  ;4,66788  ;9,37602  ;-1,00124e+05
1682  ;-5,01921  ;3,70747  ;9,28295  ;-1,00125e+05
9962  ;-4,45416  ;5,6694  ;9,3099  ;-1,00125e+05
1680  ;-5,36511  ;3,99752  ;9,33884  ;-1,00125e+05
10524  ;-3,76434  ;4,97389  ;9,27098  ;-1,00126e+05
4814  ;-3,30842  ;5,25831  ;9,2924  ;-1,00126e+05
7367  ;-6,30559  ;2,22315  ;8,9213  ;-1,00126e+05
4756  ;-7,84997  ;7,82628  ;5,98776  ;-1,00127e+05
2983  ;-2,62842  ;2,34026  ;8,02147  ;-1,00127e+05
6767  ;-6,64967  ;4,67115  ;9,28965  ;-1,00128e+05
8541  ;-4,07043  ;6,65394  ;9,27389  ;-1,00128e+05
4351  ;-3,50383  ;1,41807  ;6,43423  ;-1,00128e+05
9850  ;-6,65295  ;7,96324  ;8,41141  ;-1,00128e+05
9659  ;-6,60441  ;5,88412  ;9,29354  ;-1,00128e+05
4872  ;-7,67061  ;3,83769  ;9,01408  ;-1,00128e+05
1004  ;-3,65808  ;1,94574  ;8,59498  ;-1,00129e+05
7007  ;-9,525  ;5,0579  ;1,25059  ;-1,00129e+05
10605  ;-4,48311  ;4,37782  ;9,32013  ;-1,00129e+05
5402  ;-3,42258  ;4,11957  ;9,28668  ;-1,00129e+05
10476  ;-2,95556  ;9,36784  ;1,9474  ;-1,00129e+05
11348  ;-5,11647  ;4,96174  ;9,34231  ;-1,00129e+05
6001  ;-3,09328  ;1,82961  ;7,58687  ;-1,00130e+05
7389  ;-5,95256  ;3,95698  ;9,28532  ;-1,00130e+05
9486  ;-3,33936  ;7,42018  ;8,93547  ;-1,00130e+05
6175  ;-3,73783  ;2,48391  ;8,92325  ;-1,00130e+05
1756  ;-4,78643  ;3,31887  ;9,30715  ;-1,00131e+05
6977  ;-6,2341  ;6,35899  ;9,34613  ;-1,00131e+05
5403  ;-3,38427  ;4,65995  ;9,29874  ;-1,00131e+05
3864  ;-6,59076  ;8,54788  ;6,51569  ;-1,00131e+05
9487  ;-3,33913  ;5,85505  ;9,26793  ;-1,00131e+05
8180  ;-6,5846  ;5,37684  ;9,29019  ;-1,00132e+05
10169  ;-5,66719  ;5,69032  ;9,26567  ;-1,00133e+05
6978  ;-5,83289  ;6,81022  ;9,25947  ;-1,00134e+05
4876  ;-8,19528  ;3,77235  ;8,28947  ;-1,00134e+05
3857  ;-6,64042  ;8,37117  ;7,23343  ;-1,00135e+05
1275  ;-8,50369  ;6,15552  ;7,73922  ;-1,00136e+05
9939  ;-8,17927  ;5,2168  ;8,87778  ;-1,00137e+05
899  ;-8,49113  ;3,03559  ;5,74516  ;-1,00138e+05
8488  ;-6,98774  ;7,61185  ;8,55523  ;-1,00138e+05
5969  ;-8,43895  ;6,43409  ;7,35998  ;-1,00138e+05
7673  ;-2,24051  ;3,62438  ;8,85481  ;-1,00138e+05
4496  ;-6,6163  ;1,48003  ;6,53148  ;-1,00139e+05
3689  ;-1,78743  ;4,61621  ;8,64005  ;-1,00139e+05
10561  ;-0,32828  ;1,00665  ;1,70061  ;-1,00140e+05
1681  ;-4,78269  ;4,06995  ;9,33711  ;-1,00140e+05
7407  ;-6,00351  ;4,61333  ;9,30578  ;-1,00140e+05
4868  ;-7,67952  ;4,29759  ;9,00592  ;-1,00140e+05
8181  ;-5,93844  ;5,31902  ;9,30632  ;-1,00141e+05
2984  ;-2,92026  ;2,49079  ;8,55709  ;-1,00141e+05
4851  ;-1,1836  ;5,574  ;4,06235  ;-1,00141e+05
9873  ;-6,42119  ;7,81622  ;8,80089  ;-1,00141e+05
10528  ;-4,12718  ;3,40098  ;9,26637  ;-1,00141e+05
9124  ;-5,84437  ;2,11596  ;8,92637  ;-1,00142e+05
1307  ;-1,33839  ;6,35803  ;6,1988  ;-1,00142e+05
848  ;-8,00173  ;3,21359  ;8,15587  ;-1,00143e+05
9872  ;-6,75598  ;7,46482  ;8,9447  ;-1,00143e+05
1200  ;-4,36477  ;8,7494  ;7,06792  ;-1,00144e+05
7528  ;-4,13849  ;4,07771  ;9,27927  ;-1,00144e+05
6615  ;-8,2371  ;5,94155  ;8,41891  ;-1,00144e+05
4285  ;-2,53822  ;3,25075  ;8,92219  ;-1,00145e+05
1532  ;-4,52942  ;4,97575  ;9,35904  ;-1,00145e+05
6857  ;-4,10896  ;5,274  ;9,31184  ;-1,00145e+05
3348  ;-5,03857  ;5,77213  ;2,01507  ;-1,00145e+05
4287  ;-2,91915  ;2,88885  ;8,89673  ;-1,00146e+05
663  ;-5,60163  ;3,63504  ;9,28468  ;-1,00146e+05
7479  ;-1,18912  ;4,84654  ;7,23725  ;-1,00146e+05
1522  ;-6,30349  ;4,27892  ;9,28596  ;-1,00147e+05
11210  ;-2,03032  ;6,42206  ;8,60292  ;-1,00147e+05
1110  ;-3,6885  ;5,57225  ;9,26464  ;-1,00147e+05
7640  ;-3,22334  ;2,55148  ;8,91278  ;-1,00148e+05
6578  ;-7,00896  ;7,18704  ;8,91596  ;-1,00148e+05
9265  ;-3,82792  ;7,71985  ;8,90398  ;-1,00148e+05
10093  ;-1,80359  ;5,33857  ;8,6155  ;-1,00148e+05
9033  ;-4,0337  ;5,96765  ;9,2627  ;-1,00148e+05
4045  ;-4,84533  ;8,46756  ;8,19368  ;-1,00149e+05
8899  ;-8,57113  ;3,49378  ;6,56111  ;-1,00149e+05
9136  ;-4,1848  ;4,67564  ;9,31818  ;-1,00149e+05
5081  ;-3,36311  ;8,34019  ;7,38073  ;-1,00149e+05
10938  ;-4,96669  ;6,45557  ;9,23222  ;-1,00149e+05
6831  ;-4,49947  ;7,16059  ;1,8576  ;-1,00149e+05
7299  ;-5,4781  ;7,87232  ;1,54348  ;-1,00150e+05
1364  ;-5,70353  ;4,94774  ;9,32559  ;-1,00150e+05
5985  ;-4,67591  ;1,46763  ;8,11997  ;-1,00150e+05
6577  ;-7,39023  ;6,80582  ;8,91598  ;-1,00150e+05
2484  ;-8,57354  ;3,43961  ;6,01751  ;-1,00151e+05
5972  ;-7,19438  ;8,23561  ;6,33999  ;-1,00152e+05
1589  ;-6,17334  ;5,69031  ;9,28705  ;-1,00152e+05
3686  ;-2,11266  ;4,60971  ;8,89354  ;-1,00153e+05
6834  ;-4,46987  ;2,52809  ;9,04026  ;-1,00153e+05
7364  ;-6,57732  ;2,50122  ;8,93266  ;-1,00154e+05
9002  ;-5,23399  ;2,34191  ;8,98029  ;-1,00155e+05
8452  ;-1,26486  ;6,15409  ;1,94211  ;-1,00155e+05
2753  ;-6,47082  ;2,10025  ;8,56215  ;-1,00155e+05
8629  ;-5,43229  ;5,31903  ;9,28494  ;-1,00155e+05
5468  ;-2,75556  ;8,30098  ;5,88404  ;-1,00156e+05
4693  ;-7,62644  ;6,79449  ;8,52976  ;-1,00156e+05
1363  ;-4,37891  ;6,36305  ;9,26076  ;-1,00156e+05
936  ;-8,3742  ;6,71266  ;6,98074  ;-1,00156e+05
679  ;-4,43679  ;3,77989  ;9,28123  ;-1,00157e+05
9963  ;-4,84523  ;5,33304  ;9,30166  ;-1,00158e+05
6686  ;-1,53528  ;6,87082  ;5,87329  ;-1,00158e+05
5074  ;-4,34983  ;8,58791  ;7,73732  ;-1,00158e+05
1404  ;-3,84018  ;4,37554  ;9,27732  ;-1,00158e+05
3956  ;-2,05569  ;2,58767  ;6,80194  ;-1,00159e+05
1250  ;-5,33191  ;1,82599  ;8,6275  ;-1,00159e+05
2725  ;-7,42364  ;2,5917  ;8,25648  ;-1,00159e+05
4462  ;-1,33686  ;3,12532  ;4,32557  ;-1,00160e+05
9308  ;-5,86391  ;6,1192  ;9,24536  ;-1,00160e+05
8906  ;-2,78914  ;7,06569  ;8,83327  ;-1,00160e+05
8876  ;-2,55805  ;6,85186  ;8,85204  ;-1,00160e+05
2728  ;-7,08997  ;2,77337  ;8,81043  ;-1,00161e+05
8013  ;-10  ;2,01525  ;0,85589  ;-1,00162e+05
9064  ;-4,25866  ;7,76635  ;8,9073  ;-1,00162e+05
1384  ;-5,55448  ;6,5481  ;9,20368  ;-1,00164e+05
4614  ;-1,67895  ;3,64053  ;7,76538  ;-1,00164e+05
2724  ;-6,98348  ;2,3724  ;8,43993  ;-1,00164e+05
6860  ;-5,35776  ;6,11922  ;9,22398  ;-1,00165e+05
1036  ;-4,67163  ;4,61853  ;2,04347  ;-1,00167e+05
3376  ;-2,00413  ;7,95447  ;0,953122  ;-1,00168e+05
4998  ;-4,76998  ;6,02669  ;9,25253  ;-1,00168e+05
2358  ;-2,49796  ;7,19168  ;8,36613  ;-1,00168e+05
2982  ;-3,0748  ;2,09574  ;8,1403  ;-1,00168e+05
2698  ;-6,72972  ;1,73869  ;7,3422  ;-1,00170e+05
3947  ;-1,97648  ;2,88843  ;7,1672  ;-1,00170e+05
1145  ;-1,3097  ;3,83985  ;6,40086  ;-1,00170e+05
4839  ;-2,12882  ;5,33207  ;8,86899  ;-1,00171e+05
958  ;-7,71921  ;2,32867  ;6,89807  ;-1,00173e+05
7436  ;-6,69191  ;0,600866  ;1,63749  ;-1,00173e+05
5178  ;-8,42594  ;4,12404  ;7,99596  ;-1,00175e+05
9634  ;-8,54254  ;4,576  ;7,86406  ;-1,00175e+05
5386  ;-7,42438  ;7,47081  ;8,0825  ;-1,00175e+05
6614  ;-7,77095  ;6,0164  ;8,80541  ;-1,00175e+05
4625  ;-1,94244  ;3,62978  ;8,32811  ;-1,00175e+05
3732  ;-1,41505  ;3,49091  ;5,99827  ;-1,00176e+05
3392  ;-8,70407  ;6,91695  ;4,45484  ;-1,00176e+05
1182  ;-5,35576  ;8,50871  ;7,98065  ;-1,00177e+05
4591  ;-1,39587  ;6,47273  ;5,67355  ;-1,00177e+05
6562  ;-8,99773  ;5,43695  ;2,42856  ;-1,00179e+05
4854  ;-7,11892  ;3,67211  ;9,04897  ;-1,00179e+05
2969  ;-3,64725  ;1,5569  ;7,30027  ;-1,00179e+05
7865  ;-3,46106  ;7,72967  ;8,53788  ;-1,00180e+05
4281  ;-5,78945  ;7,97578  ;8,72976  ;-1,00180e+05
2740  ;-7,86047  ;2,77113  ;7,52697  ;-1,00183e+05
4199  ;-5,14418  ;8,83153  ;5,21997  ;-1,00183e+05
4294  ;-6,30543  ;1,47572  ;7,01645  ;-1,00183e+05
5278  ;-3,9905  ;9,54903  ;1,21343  ;-1,00184e+05
7263  ;-2,95719  ;0,438653  ;1,3674  ;-1,00184e+05
4859  ;-7,213  ;4,52721  ;9,0285  ;-1,00185e+05
1362  ;-5,16105  ;5,69033  ;9,24429  ;-1,00185e+05
4711  ;-7,68565  ;1,85773  ;5,28799  ;-1,00186e+05
4474  ;-4,56024  ;8,78435  ;6,39135  ;-1,00186e+05
5970  ;-7,24517  ;7,1757  ;8,52974  ;-1,00187e+05
776  ;-6,30325  ;8,65128  ;6,13785  ;-1,00189e+05
3316  ;-2,43648  ;8,11882  ;1,16467  ;-1,00190e+05
4874  ;-7,90949  ;4,16108  ;8,59336  ;-1,00191e+05
7826  ;-2,62108  ;1,10575  ;3,11986  ;-1,00192e+05
5187  ;-7,51029  ;3,32863  ;8,74567  ;-1,00192e+05
7496  ;-1,17105  ;5,21666  ;5,94895  ;-1,00192e+05
5034  ;-2,92357  ;7,39912  ;8,47178  ;-1,00192e+05
4880  ;-7,76113  ;4,90197  ;8,87354  ;-1,00193e+05
6749  ;-2,21301  ;4,0172  ;8,76448  ;-1,00193e+05
4694  ;-7,70002  ;7,0675  ;8,12775  ;-1,00196e+05
1137  ;-1,58173  ;4,98255  ;8,07728  ;-1,00196e+05
6724  ;-1,03279  ;4,5207  ;2,41707  ;-1,00197e+05
5621  ;-1,91792  ;7,08235  ;7,16748  ;-1,00197e+05
