13:36; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 10
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SX (N/m^2)
4256  ;-2,2754  ;3,35134  ;1,0596  ;-1,94164e+06
8712  ;-0,39665  ;4,71663  ;0,85295  ;-1,94222e+06
7114  ;-7,44114  ;7,20022  ;0,991103  ;-1,94285e+06
1102  ;-4,56393  ;8,26975  ;0,742373  ;-1,94309e+06
4975  ;-7,77018  ;4,69335  ;1,17539  ;-1,94330e+06
7328  ;-2,58482  ;5,49241  ;1,18172  ;-1,94703e+06
8495  ;-2,68572  ;0,896751  ;0,501373  ;-1,95213e+06
4979  ;-7,41748  ;5,03025  ;1,17703  ;-1,95216e+06
6943  ;-6,54328  ;4,50555  ;1,19679  ;-1,95361e+06
4835  ;-3,07721  ;4,10867  ;1,1617  ;-1,95788e+06
10939  ;-0,875654  ;7,5027  ;0,9078  ;-1,95793e+06
7446  ;-3,30424  ;6,30259  ;1,10703  ;-1,96205e+06
6934  ;-7,16866  ;5,43451  ;1,17124  ;-1,96238e+06
8692  ;-6,82174  ;6,47344  ;1,06979  ;-1,96577e+06
7780  ;-1,03989  ;2,47176  ;0,875149  ;-1,96696e+06
6784  ;-4,49182  ;6,5888  ;1,06217  ;-1,96885e+06
6792  ;-5,15781  ;6,98731  ;1,0397  ;-1,96918e+06
5091  ;-4,03904  ;8,13837  ;0,779053  ;-1,96944e+06
5159  ;-2,22596  ;5,25006  ;1,14476  ;-1,96955e+06
11359  ;-7,0341  ;5,92665  ;1,14846  ;-1,97278e+06
5234  ;-0,394021  ;6,23392  ;0,820254  ;-1,97353e+06
7032  ;-0,39665  ;5,21663  ;0,85295  ;-1,97397e+06
9611  ;-5,85332  ;6,19591  ;1,11351  ;-1,97969e+06
10705  ;-6,69803  ;5,6439  ;1,1472  ;-1,98008e+06
5018  ;-1,91364  ;3,77591  ;1,08965  ;-1,98448e+06
7448  ;-3,42308  ;5,60489  ;1,15742  ;-1,98631e+06
8709  ;-9,50459  ;2,8083  ;0,774121  ;-1,98867e+06
3313  ;-2,96991  ;8,11  ;0,775312  ;-1,98884e+06
6793  ;-4,76389  ;7,01504  ;1,00503  ;-1,98895e+06
1071  ;-2,42566  ;8,21301  ;0,73489  ;-1,98912e+06
7589  ;-6,83957  ;6,9863  ;1,01614  ;-1,98970e+06
1097  ;-6,46304  ;7,95349  ;0,794515  ;-1,99090e+06
3432  ;-5,96986  ;8,34906  ;0,679818  ;-1,99338e+06
8694  ;-6,54554  ;6,10535  ;1,10484  ;-1,99384e+06
8063  ;-3,46539  ;4,35486  ;1,14277  ;-1,99535e+06
7329  ;-3,07116  ;5,23834  ;1,14558  ;-1,99626e+06
7336  ;-3,0594  ;4,67119  ;1,14013  ;-1,99666e+06
7923  ;-8,36219  ;8,39994  ;0,664062  ;-1,99877e+06
4685  ;-1,96616  ;4,30564  ;1,10379  ;-2,00077e+06
10636  ;-3,74788  ;6,6984  ;1,02981  ;-2,00084e+06
7848  ;-9,49509  ;9,24703  ;0,434705  ;-2,00176e+06
9594  ;-2,59913  ;4,48231  ;1,11547  ;-2,00269e+06
3184  ;-0,394021  ;5,73392  ;0,820254  ;-2,00649e+06
4188  ;-6,11572  ;3,43862  ;1,02396  ;-2,00860e+06
7699  ;-1,82411  ;7,51409  ;0,859787  ;-2,00918e+06
7078  ;-3,72438  ;3,26841  ;1,00532  ;-2,00925e+06
4090  ;-4,04183  ;2,81276  ;0,92244  ;-2,00972e+06
3136  ;-1,44009  ;6,78272  ;0,954451  ;-2,00979e+06
7824  ;-7,69504  ;8,35876  ;0,656561  ;-2,01141e+06
6919  ;-6,20946  ;5,82261  ;1,10358  ;-2,01278e+06
5162  ;-2,7123  ;4,99599  ;1,10862  ;-2,01288e+06
5323  ;-9,14601  ;0,417622  ;0,366678  ;-2,01358e+06
8745  ;-4,76867  ;2,6421  ;0,89073  ;-2,01717e+06
10048  ;-7,80725  ;1,67796  ;0,653192  ;-2,01760e+06
9855  ;-6,76448  ;1,63485  ;0,633811  ;-2,02010e+06
1348  ;-5,44936  ;1,47428  ;0,64046  ;-2,02033e+06
5158  ;-2,25203  ;4,80711  ;1,08396  ;-2,02166e+06
10267  ;-1,11911  ;1,55327  ;0,64324  ;-2,02310e+06
11442  ;-7,32373  ;1,65107  ;0,638942  ;-2,02816e+06
4681  ;-0,772269  ;4,40157  ;0,968145  ;-2,03073e+06
8496  ;-2,94284  ;1,30807  ;0,501373  ;-2,03252e+06
4838  ;-3,43642  ;3,70206  ;1,02494  ;-2,03596e+06
8744  ;-4,98244  ;3,16909  ;0,96643  ;-2,03624e+06
7901  ;-6,60135  ;3,8955  ;1,04716  ;-2,03688e+06
4954  ;-9,49363  ;3,80197  ;0,807369  ;-2,04002e+06
9426  ;-9,13768  ;7,08318  ;0,936949  ;-2,04180e+06
6079  ;-9,525  ;4,8079  ;0,817575  ;-2,04415e+06
9574  ;-1,64638  ;1,69518  ;0,663941  ;-2,04523e+06
6196  ;-9,525  ;5,3079  ;0,817575  ;-2,04571e+06
3003  ;-8,58622  ;5,7731  ;0,997268  ;-2,04862e+06
10513  ;-1,35016  ;2,74054  ;0,868157  ;-2,04898e+06
7769  ;-2,28412  ;1,72096  ;0,667925  ;-2,05203e+06
8720  ;-9,47018  ;7,27693  ;0,746109  ;-2,05358e+06
6933  ;-6,66353  ;5,17157  ;1,07771  ;-2,05398e+06
8625  ;-5,57363  ;5,93745  ;1,04991  ;-2,05426e+06
7449  ;-3,69176  ;6,04949  ;1,01999  ;-2,05862e+06
7082  ;-4,12268  ;3,58329  ;1,00489  ;-2,05879e+06
8766  ;-4,31321  ;4,00962  ;1,03778  ;-2,06046e+06
9470  ;-4,44013  ;3,12764  ;0,922016  ;-2,06088e+06
8943  ;-4,04032  ;6,33312  ;1,00527  ;-2,06203e+06
9677  ;-9,50459  ;3,3083  ;0,774121  ;-2,06818e+06
6356  ;-5,54291  ;4,14418  ;1,04149  ;-2,06826e+06
8749  ;-5,85412  ;3,85074  ;1,02063  ;-2,06869e+06
6358  ;-5,256  ;3,77367  ;1,00462  ;-2,06877e+06
11230  ;-8,58492  ;6,28055  ;0,938964  ;-2,07225e+06
8764  ;-4,6539  ;3,65463  ;0,997715  ;-2,07331e+06
4908  ;-4,92143  ;1,72673  ;0,635462  ;-2,07455e+06
6359  ;-6,17459  ;4,1588  ;1,02696  ;-2,07529e+06
6918  ;-6,19291  ;5,38096  ;1,05366  ;-2,07547e+06
7912  ;-4,30147  ;5,86207  ;1,02535  ;-2,07569e+06
6360  ;-6,17186  ;4,79352  ;1,05643  ;-2,07718e+06
6361  ;-5,86338  ;4,45224  ;1,04782  ;-2,07768e+06
4953  ;-9,49363  ;4,30197  ;0,807369  ;-2,07839e+06
8891  ;-3,8246  ;3,94825  ;1,00601  ;-2,07889e+06
6920  ;-5,92977  ;5,56415  ;1,03998  ;-2,08038e+06
8055  ;-3,69952  ;5,31105  ;1,04005  ;-2,08358e+06
8054  ;-3,95292  ;5,57844  ;1,04007  ;-2,08428e+06
8045  ;-4,01514  ;4,37458  ;1,03889  ;-2,08451e+06
1039  ;-1,97208  ;6,59429  ;0,93772  ;-2,08682e+06
8044  ;-3,75359  ;4,62818  ;1,03085  ;-2,08970e+06
3138  ;-0,848071  ;6,4695  ;0,872833  ;-2,09072e+06
10079  ;-8,50559  ;2,36999  ;0,751659  ;-2,09221e+06
3657  ;-3,9905  ;9,54903  ;0,347409  ;-2,09285e+06
8690  ;-6,26021  ;7,49547  ;0,779708  ;-2,09576e+06
9582  ;-3,3476  ;4,9445  ;1,0282  ;-2,09827e+06
4894  ;-5,93818  ;1,74724  ;0,634437  ;-2,10010e+06
10289  ;-1,38953  ;3,20311  ;0,859032  ;-2,10372e+06
3476  ;-1,13721  ;9,19539  ;0,3892  ;-2,10611e+06
8501  ;-4,56197  ;4,38755  ;1,00621  ;-2,11168e+06
3002  ;-9,11762  ;5,5943  ;0,905363  ;-2,11227e+06
11372  ;-3,66681  ;7,48623  ;0,782564  ;-2,11232e+06
8299  ;-0,422269  ;1,52332  ;0,434705  ;-2,11234e+06
7055  ;-5,23654  ;5,62957  ;0,998056  ;-2,11476e+06
7821  ;-7,97329  ;8,08185  ;0,660372  ;-2,11528e+06
6354  ;-5,18957  ;4,40308  ;1,00301  ;-2,11576e+06
7054  ;-4,55544  ;5,61055  ;0,998289  ;-2,11648e+06
6941  ;-5,86408  ;5,07814  ;1,00895  ;-2,11896e+06
11337  ;-4,1917  ;7,61761  ;0,745884  ;-2,12005e+06
6355  ;-4,90266  ;4,03256  ;0,966145  ;-2,12055e+06
3285  ;-2,45213  ;6,38407  ;0,920777  ;-2,12275e+06
8710  ;-9,00757  ;2,60369  ;0,784076  ;-2,12421e+06
8042  ;-4,23626  ;4,68763  ;0,999857  ;-2,12469e+06
6937  ;-5,5556  ;4,73686  ;1,00033  ;-2,12557e+06
8721  ;-9,47018  ;6,76255  ;0,724139  ;-2,12704e+06
6940  ;-5,60094  ;5,26133  ;0,995266  ;-2,12905e+06
8056  ;-4,22811  ;5,20862  ;0,991834  ;-2,13036e+06
9286  ;-9,56529  ;8,48329  ;0,434705  ;-2,13267e+06
8043  ;-3,97471  ;4,94123  ;0,991808  ;-2,13344e+06
11444  ;-6,95921  ;8,0038  ;0,715458  ;-2,13382e+06
995  ;-7,98721  ;5,47341  ;0,952935  ;-2,13608e+06
10247  ;-1,36452  ;3,68362  ;0,862447  ;-2,14240e+06
4905  ;-5,25899  ;2,03758  ;0,643505  ;-2,14623e+06
8795  ;-9,00896  ;9,0441  ;0,414091  ;-2,14718e+06
5759  ;-0,429637  ;8,53699  ;0,422873  ;-2,14921e+06
7588  ;-6,73479  ;7,57287  ;0,70989  ;-2,15284e+06
1503  ;-8,78968  ;8,13647  ;0,651402  ;-2,15428e+06
3311  ;-3,19746  ;7,59254  ;0,720511  ;-2,15520e+06
10655  ;-1,95665  ;1,96396  ;0,656949  ;-2,15536e+06
7126  ;-9,57768  ;1,53013  ;0,422877  ;-2,15782e+06
706  ;-2,93219  ;6,17386  ;0,903835  ;-2,16060e+06
3137  ;-1,38006  ;6,28107  ;0,856101  ;-2,16247e+06
10201  ;-5,04962  ;8,06371  ;0,679318  ;-2,16292e+06
1450  ;-1,27853  ;2,03466  ;0,660713  ;-2,16341e+06
10199  ;-5,54962  ;8,06371  ;0,679318  ;-2,16437e+06
1064  ;-0,7933  ;4,93326  ;0,839874  ;-2,16450e+06
9456  ;-4,87763  ;5,35894  ;0,946346  ;-2,16716e+06
1574  ;-2,55402  ;2,08621  ;0,66868  ;-2,16933e+06
6936  ;-4,87601  ;4,65692  ;0,946242  ;-2,16935e+06
1578  ;-7,45538  ;8,05412  ;0,636401  ;-2,16961e+06
856  ;-7,5455  ;2,05264  ;0,638676  ;-2,17106e+06
10310  ;-7,9859  ;5,98086  ;0,894631  ;-2,17361e+06
6938  ;-5,24204  ;4,99069  ;0,943557  ;-2,17465e+06
8451  ;-1,41705  ;4,21334  ;0,87659  ;-2,17634e+06
10200  ;-5,32114  ;7,59981  ;0,679318  ;-2,17674e+06
8499  ;-4,5503  ;4,957  ;0,939892  ;-2,17731e+06
3553  ;-0,808492  ;8,93233  ;0,3892  ;-2,18060e+06
1350  ;-4,39351  ;1,97918  ;0,630463  ;-2,18159e+06
9893  ;-1,48686  ;7,1517  ;0,759701  ;-2,18230e+06
3312  ;-2,65321  ;7,69555  ;0,68009  ;-2,18581e+06
1445  ;-7,9846  ;6,48831  ;0,836328  ;-2,18657e+06
5932  ;-0,433013  ;2,48562  ;0,454982  ;-2,18772e+06
9415  ;-9,06279  ;6,54895  ;0,811927  ;-2,18853e+06
857  ;-6,427  ;2,0202  ;0,628413  ;-2,18943e+06
10957  ;-4,7562  ;7,67856  ;0,664202  ;-2,19401e+06
6459  ;-8,40077  ;7,81839  ;0,647712  ;-2,19513e+06
9896  ;-4,18887  ;0,949337  ;0,404188  ;-2,19758e+06
10635  ;-3,37583  ;6,56967  ;0,826615  ;-2,19788e+06
1256  ;-7,93107  ;3,61111  ;0,833218  ;-2,20579e+06
1529  ;-6,05739  ;7,03745  ;0,7649  ;-2,20662e+06
3289  ;-2,42642  ;6,88619  ;0,781505  ;-2,20669e+06
2307  ;-6,98625  ;2,03642  ;0,633545  ;-2,21052e+06
11435  ;-2,60106  ;2,43618  ;0,679985  ;-2,21107e+06
2938  ;-8,5186  ;5,29461  ;0,86103  ;-2,21247e+06
10649  ;-2,00139  ;6,01849  ;0,858033  ;-2,21261e+06
7208  ;-3,9216  ;2,01419  ;0,623829  ;-2,21398e+06
9566  ;-3,00186  ;2,06771  ;0,642937  ;-2,21455e+06
3266  ;-0,790671  ;5,45055  ;0,807179  ;-2,21822e+06
7204  ;-4,00422  ;2,46069  ;0,670216  ;-2,21834e+06
4909  ;-4,73106  ;2,29003  ;0,638506  ;-2,21970e+06
8049  ;-6,28296  ;2,503  ;0,679006  ;-2,22040e+06
10740  ;-8,14572  ;1,921  ;0,637723  ;-2,22195e+06
7934  ;-7,6136  ;5,32784  ;0,865533  ;-2,22608e+06
8298  ;-0,730052  ;1,6938  ;0,628884  ;-2,22814e+06
1040  ;-0,788042  ;5,96784  ;0,774483  ;-2,22998e+06
10514  ;-1,58881  ;2,30344  ;0,653721  ;-2,23098e+06
1228  ;-6,13891  ;2,98581  ;0,729599  ;-2,23361e+06
7825  ;-7,73362  ;7,77721  ;0,640211  ;-2,23374e+06
11409  ;-2,48145  ;5,80828  ;0,841091  ;-2,23565e+06
9742  ;-3,68887  ;0,949337  ;0,404188  ;-2,23595e+06
1551  ;-3,44969  ;2,0492  ;0,617195  ;-2,23608e+06
8268  ;-0,43609  ;7,5051  ;0,433013  ;-2,23641e+06
10258  ;-7,9663  ;4,99094  ;0,863892  ;-2,23683e+06
1443  ;-3,81947  ;6,96547  ;0,749395  ;-2,23854e+06
11370  ;-7,47905  ;5,81997  ;0,842749  ;-2,23879e+06
8051  ;-5,74781  ;2,31054  ;0,637482  ;-2,24056e+06
10986  ;-7,52062  ;3,75534  ;0,804605  ;-2,24065e+06
7700  ;-2,24564  ;7,77263  ;0,641554  ;-2,24079e+06
9448  ;-2,22655  ;2,32922  ;0,657704  ;-2,24309e+06
7207  ;-3,53231  ;2,49571  ;0,663582  ;-2,24427e+06
9541  ;-3,0489  ;2,41767  ;0,654243  ;-2,24520e+06
3288  ;-2,90648  ;6,67597  ;0,764562  ;-2,24705e+06
3466  ;-4,2405  ;9,11602  ;0,347409  ;-2,24757e+06
7112  ;-7,99823  ;6,99431  ;0,740175  ;-2,24763e+06
9897  ;-3,93887  ;1,38235  ;0,404188  ;-2,24889e+06
9894  ;-2,01885  ;6,96327  ;0,742969  ;-2,24982e+06
10566  ;-5,82193  ;6,69255  ;0,757401  ;-2,25047e+06
10013  ;-0,433013  ;3,5  ;0,433013  ;-2,25093e+06
11111  ;-7,47774  ;6,32742  ;0,784446  ;-2,25355e+06
11423  ;-7,23096  ;7,62318  ;0,630833  ;-2,25479e+06
9399  ;-9,54502  ;7,52875  ;0,454982  ;-2,25564e+06
1206  ;-3,61493  ;2,94221  ;0,709969  ;-2,25649e+06
8052  ;-5,60376  ;2,79334  ;0,688074  ;-2,25711e+06
7447  ;-3,31971  ;5,92075  ;0,816796  ;-2,25734e+06
10992  ;-8,45917  ;3,85752  ;0,790965  ;-2,25804e+06
7024  ;-3,13152  ;2,86418  ;0,70063  ;-2,26027e+06
10993  ;-7,93823  ;4,05979  ;0,804033  ;-2,26110e+06
8763  ;-6,62454  ;3,44269  ;0,752796  ;-2,26141e+06
9764  ;-3,42452  ;1,38575  ;0,404188  ;-2,26215e+06
7115  ;-7,49557  ;6,84028  ;0,730796  ;-2,26240e+06
2303  ;-7,31236  ;2,43932  ;0,633035  ;-2,26268e+06
3267  ;-1,412  ;5,18798  ;0,80911  ;-2,26396e+06
2306  ;-6,75312  ;2,4231  ;0,627904  ;-2,26427e+06
10638  ;-8,47013  ;3,36385  ;0,757717  ;-2,26510e+06
8693  ;-6,51414  ;6,60199  ;0,748732  ;-2,26666e+06
1537  ;-2,6481  ;2,78614  ;0,69129  ;-2,26825e+06
1008  ;-8,98726  ;4,10393  ;0,748712  ;-2,26852e+06
10625  ;-7,77536  ;2,35092  ;0,628029  ;-2,27022e+06
8397  ;-7,96815  ;3,13015  ;0,7253  ;-2,27302e+06
996  ;-9,04999  ;5,11581  ;0,769125  ;-2,27472e+06
3204  ;-1,40938  ;5,70527  ;0,776415  ;-2,27477e+06
1349  ;-5,06861  ;2,60088  ;0,64655  ;-2,27482e+06
1502  ;-8,01187  ;7,5003  ;0,644022  ;-2,27546e+06
5941  ;-0,433013  ;4,5  ;0,433013  ;-2,27557e+06
11303  ;-8,46247  ;6,75671  ;0,70929  ;-2,27583e+06
5100  ;-3,7405  ;9,11602  ;0,347409  ;-2,27763e+06
8400  ;-7,50515  ;3,21856  ;0,730306  ;-2,27816e+06
8353  ;-2,27359  ;2,67918  ;0,66901  ;-2,28039e+06
5324  ;-8,95072  ;0,85891  ;0,366678  ;-2,28068e+06
7020  ;-3,32697  ;3,37586  ;0,729596  ;-2,28080e+06
11446  ;-6,53197  ;7,11485  ;0,695083  ;-2,28233e+06
11376  ;-5,87732  ;3,39793  ;0,726267  ;-2,28279e+06
1359  ;-7,11017  ;3,89957  ;0,775993  ;-2,28283e+06
9412  ;-9,56699  ;6,5  ;0,433013  ;-2,28556e+06
10447  ;-2,96779  ;5,5542  ;0,804953  ;-2,28693e+06
10919  ;-6,60907  ;2,90591  ;0,678496  ;-2,28729e+06
5233  ;-0,433013  ;6,5  ;0,433013  ;-2,28877e+06
1601  ;-5,58646  ;6,34765  ;0,749902  ;-2,28889e+06
7081  ;-4,01323  ;3,25709  ;0,709545  ;-2,28925e+06
8708  ;-9,56699  ;2,5  ;0,433013  ;-2,29131e+06
5089  ;-3,9905  ;8,68301  ;0,347409  ;-2,29162e+06
10646  ;-4,11191  ;6,60019  ;0,724853  ;-2,29179e+06
5766  ;-3,35012  ;7,07178  ;0,687342  ;-2,29217e+06
4983  ;-7,52778  ;4,20402  ;0,775421  ;-2,29234e+06
2993  ;-9,01863  ;4,60987  ;0,758918  ;-2,29259e+06
7023  ;-2,84355  ;3,29783  ;0,720257  ;-2,29300e+06
2997  ;-8,46633  ;4,3062  ;0,76178  ;-2,29486e+06
1338  ;-3,03901  ;3,80952  ;0,749223  ;-2,29928e+06
1240  ;-1,89908  ;2,57223  ;0,646729  ;-2,29931e+06
9871  ;-8,99822  ;3,61027  ;0,715464  ;-2,29938e+06
6045  ;-1,914  ;9,42151  ;0,345808  ;-2,30198e+06
9482  ;-4,74007  ;3,08643  ;0,677835  ;-2,30279e+06
1009  ;-7,94539  ;4,50847  ;0,774849  ;-2,30327e+06
9289  ;-9,27202  ;8,71538  ;0,414091  ;-2,30381e+06
1052  ;-2,03071  ;5,4427  ;0,778346  ;-2,30512e+06
11110  ;-3,76336  ;6,31656  ;0,739576  ;-2,30576e+06
1604  ;-9,00918  ;3,1166  ;0,682216  ;-2,30630e+06
10577  ;-5,50294  ;7,06241  ;0,675466  ;-2,30776e+06
8759  ;-5,34216  ;3,20546  ;0,684742  ;-2,30947e+06
1358  ;-7,24  ;5,18226  ;0,778131  ;-2,30952e+06
3180  ;-0,433013  ;5,5  ;0,433013  ;-2,31126e+06
4978  ;-7,5927  ;4,84536  ;0,77649  ;-2,31173e+06
10567  ;-6,27867  ;6,25709  ;0,741233  ;-2,31227e+06
4684  ;-1,43808  ;4,74503  ;0,74832  ;-2,31290e+06
10451  ;-6,68341  ;4,16286  ;0,755788  ;-2,31466e+06
10450  ;-7,17508  ;4,54091  ;0,777062  ;-2,31664e+06
6198  ;-9,56699  ;5,5  ;0,433013  ;-2,31703e+06
10578  ;-4,9954  ;6,29128  ;0,725107  ;-2,31733e+06
11235  ;-7,0947  ;3,36279  ;0,701693  ;-2,31823e+06
7116  ;-7,50921  ;7,34627  ;0,634644  ;-2,31866e+06
10648  ;-4,38398  ;7,02642  ;0,667713  ;-2,32088e+06
1602  ;-6,97089  ;6,16653  ;0,732564  ;-2,32201e+06
2996  ;-8,49769  ;4,81214  ;0,771987  ;-2,32239e+06
1544  ;-4,41152  ;3,57197  ;0,70912  ;-2,32260e+06
9425  ;-8,86502  ;7,58079  ;0,616827  ;-2,32338e+06
9669  ;-5,9426  ;5,97434  ;0,739974  ;-2,32340e+06
1493  ;-5,61572  ;3,81005  ;0,722935  ;-2,32586e+06
9544  ;-0,307783  ;1,92883  ;0,628884  ;-2,32691e+06
11371  ;-7,10544  ;5,6744  ;0,755348  ;-2,32866e+06
8726  ;-8,47611  ;7,2627  ;0,613137  ;-2,32985e+06
6944  ;-6,74833  ;4,80421  ;0,756858  ;-2,33137e+06
8892  ;-3,42719  ;4,05571  ;0,730289  ;-2,33169e+06
10704  ;-6,76937  ;5,39165  ;0,754089  ;-2,33187e+06
11112  ;-6,98872  ;6,67939  ;0,678914  ;-2,33209e+06
11424  ;-6,63481  ;5,88379  ;0,731305  ;-2,33307e+06
855  ;-7,07923  ;2,82601  ;0,627394  ;-2,33314e+06
11380  ;-5,01362  ;3,69101  ;0,716028  ;-2,33365e+06
1553  ;-8,00523  ;2,6492  ;0,617382  ;-2,33440e+06
1545  ;-7,00655  ;7,19225  ;0,625265  ;-2,33494e+06
10679  ;-8,50721  ;2,8829  ;0,649799  ;-2,33518e+06
7894  ;-5,93619  ;4,1181  ;0,72926  ;-2,33645e+06
1523  ;-4,40435  ;6,23491  ;0,700311  ;-2,33749e+06
11336  ;-5,26747  ;6,71751  ;0,667967  ;-2,33756e+06
1065  ;-2,88076  ;7,17808  ;0,625289  ;-2,33869e+06
11460  ;-7,54223  ;2,7376  ;0,622388  ;-2,34056e+06
9840  ;-0,97984  ;0,535942  ;0,312884  ;-2,34060e+06
8354  ;-2,31296  ;3,14175  ;0,659885  ;-2,34064e+06
1494  ;-6,25666  ;4,42616  ;0,735584  ;-2,34076e+06
9052  ;-0,378856  ;9,1301  ;0,3892  ;-2,34199e+06
10428  ;-4,11345  ;3,93694  ;0,710238  ;-2,34297e+06
5160  ;-2,51705  ;5,18862  ;0,742208  ;-2,34428e+06
1535  ;-6,29874  ;5,60104  ;0,730046  ;-2,34469e+06
1455  ;-3,70724  ;5,66765  ;0,729756  ;-2,34471e+06
11367  ;-4,05579  ;5,95128  ;0,715034  ;-2,34708e+06
3374  ;-1,69674  ;7,89849  ;0,585677  ;-2,34736e+06
10385  ;-2,50841  ;3,65344  ;0,688851  ;-2,35096e+06
10770  ;-3,0212  ;4,37203  ;0,727647  ;-2,35300e+06
8624  ;-5,24937  ;6,03976  ;0,698045  ;-2,35433e+06
6362  ;-9,22369  ;1,18251  ;0,366678  ;-2,35526e+06
5247  ;-7,3243  ;1,08285  ;0,319604  ;-2,35602e+06
11362  ;-6,2777  ;5,0136  ;0,732815  ;-2,35678e+06
1587  ;-3,81538  ;4,3019  ;0,711355  ;-2,35812e+06
9596  ;-2,56093  ;4,18316  ;0,702994  ;-2,36090e+06
6794  ;-4,67641  ;6,66114  ;0,643171  ;-2,36100e+06
5927  ;-3,35532  ;5,3011  ;0,717913  ;-2,36194e+06
10925  ;-1,22739  ;7,60307  ;0,585677  ;-2,36208e+06
4259  ;-1,93845  ;3,03479  ;0,637604  ;-2,36325e+06
7438  ;-9,56699  ;3,5  ;0,433013  ;-2,36579e+06
5248  ;-6,80098  ;1,05776  ;0,319604  ;-2,36718e+06
6076  ;-9,56699  ;4,5  ;0,433013  ;-2,36890e+06
9583  ;-3,40939  ;4,61822  ;0,708713  ;-2,36894e+06
5157  ;-2,05678  ;4,99975  ;0,717556  ;-2,37045e+06
8765  ;-4,66028  ;3,94991  ;0,67755  ;-2,37289e+06
6357  ;-5,26238  ;4,06894  ;0,684457  ;-2,37300e+06
11030  ;-5,61378  ;5,67152  ;0,695256  ;-2,37419e+06
1377  ;-3,0034  ;4,93455  ;0,70607  ;-2,37742e+06
9668  ;-4,65832  ;5,98339  ;0,67325  ;-2,37984e+06
3463  ;-2,14962  ;8,96653  ;0,345808  ;-2,38191e+06
1526  ;-4,94848  ;7,08737  ;0,586031  ;-2,38335e+06
10285  ;-2,47319  ;7,25516  ;0,586754  ;-2,38429e+06
11322  ;-4,30976  ;5,69976  ;0,687972  ;-2,38708e+06
9476  ;-4,46218  ;2,67197  ;0,567455  ;-2,38808e+06
11377  ;-5,6284  ;4,40272  ;0,681772  ;-2,38950e+06
11361  ;-5,94887  ;4,71077  ;0,688097  ;-2,38984e+06
6942  ;-5,96992  ;5,29822  ;0,685328  ;-2,39329e+06
11381  ;-4,3622  ;4,31487  ;0,678667  ;-2,39402e+06
5931  ;-3,98243  ;5,29783  ;0,681518  ;-2,39416e+06
7079  ;-3,76077  ;3,63645  ;0,65033  ;-2,39422e+06
5161  ;-2,54313  ;4,74568  ;0,681418  ;-2,39587e+06
8046  ;-4,0365  ;4,61495  ;0,672317  ;-2,40118e+06
8761  ;-6,20318  ;3,78849  ;0,659163  ;-2,40284e+06
1239  ;-1,97781  ;3,49736  ;0,62848  ;-2,40368e+06
9865  ;-7,80781  ;1,10974  ;0,333854  ;-2,40983e+06
1539  ;-4,91229  ;5,73187  ;0,646188  ;-2,41366e+06
5930  ;-3,63051  ;4,93128  ;0,669675  ;-2,41385e+06
1571  ;-2,06562  ;7,33225  ;0,548219  ;-2,41533e+06
1492  ;-4,90903  ;4,32784  ;0,64598  ;-2,41569e+06
1322  ;-2,08285  ;4,5568  ;0,656766  ;-2,42066e+06
2902  ;-1,81943  ;8,47203  ;0,345808  ;-2,42125e+06
3469  ;-4,53196  ;8,70186  ;0,371186  ;-2,42415e+06
10440  ;-2,23564  ;1,13595  ;0,333585  ;-2,42526e+06
6939  ;-5,27506  ;4,66161  ;0,643295  ;-2,42665e+06
8500  ;-4,58333  ;4,62792  ;0,63963  ;-2,42820e+06
9672  ;-5,27669  ;5,36363  ;0,643399  ;-2,42849e+06
5249  ;-7,06535  ;1,49412  ;0,319604  ;-2,42929e+06
10248  ;-2,03033  ;4,02708  ;0,642623  ;-2,43037e+06
11323  ;-4,58495  ;5,32994  ;0,639734  ;-2,43083e+06
10427  ;-6,48152  ;8,54373  ;0,397258  ;-2,43322e+06
1495  ;-5,64109  ;4,99539  ;0,64061  ;-2,43336e+06
10010  ;-1,26665  ;2,95443  ;0,544792  ;-2,43665e+06
1456  ;-4,25762  ;4,928  ;0,633279  ;-2,43736e+06
6224  ;-2,97917  ;9,45587  ;0,30316  ;-2,43957e+06
4915  ;-4,97468  ;1,17015  ;0,32023  ;-2,44543e+06
7650  ;-2,96484  ;8,58639  ;0,30316  ;-2,44571e+06
1548  ;-8,94035  ;7,02511  ;0,582253  ;-2,44779e+06
10687  ;-7,72245  ;8,89561  ;0,338361  ;-2,45097e+06
10449  ;-2,49276  ;1,54727  ;0,333585  ;-2,45214e+06
9670  ;-4,84909  ;4,9846  ;0,623252  ;-2,45268e+06
10205  ;-1,70213  ;1,11908  ;0,333585  ;-2,45531e+06
10316  ;-8,26959  ;8,90207  ;0,338361  ;-2,45752e+06
7649  ;-3,47917  ;8,58984  ;0,30316  ;-2,45880e+06
8458  ;-2,7148  ;9,00089  ;0,30316  ;-2,46017e+06
4913  ;-5,47468  ;1,17015  ;0,32023  ;-2,46382e+06
5924  ;-0,833635  ;3,20443  ;0,544792  ;-2,46394e+06
10686  ;-7,96735  ;9,3317  ;0,338361  ;-2,46442e+06
7030  ;-1,24164  ;3,93494  ;0,548208  ;-2,46527e+06
7760  ;-4,98834  ;8,9393  ;0,28256  ;-2,46726e+06
