13:22; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: mm
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;UY (mm)
6592  ;-6,59722  ;6,23851  ;8,99614  ;-4,33329e-06
9263  ;-9,68879  ;7,33308  ;8,92563  ;-4,33461e-06
10342  ;-7,84038  ;7,2832  ;8,9609  ;-4,33604e-06
10534  ;-3,97438  ;2,00453  ;8,97861  ;-4,33638e-06
7986  ;-9,62623  ;3,35396  ;8,94484  ;-4,33700e-06
5889  ;-0,312272  ;2,17027  ;8,91954  ;-4,33714e-06
6979  ;-6,13512  ;6,73571  ;9,00376  ;-4,33759e-06
7326  ;-0,331759  ;7,74722  ;8,92366  ;-4,33824e-06
8192  ;-1,59617  ;2,02349  ;8,93993  ;-4,33838e-06
4305  ;-5,68159  ;1,34202  ;8,97398  ;-4,33873e-06
6848  ;-5,04977  ;4,63346  ;9,02945  ;-4,33962e-06
6150  ;-3,53821  ;2,00572  ;8,97982  ;-4,33982e-06
10347  ;-9,62623  ;2,84886  ;8,94176  ;-4,34037e-06
9145  ;-9,11196  ;1,03795  ;8,91142  ;-4,34091e-06
7604  ;-8,15654  ;0,325628  ;8,91995  ;-4,34103e-06
10133  ;-9,14383  ;0,342938  ;8,89959  ;-4,34109e-06
1684  ;-5,11894  ;3,98682  ;9,02885  ;-4,34177e-06
8995  ;-4,81129  ;1,94466  ;8,99487  ;-4,34234e-06
7362  ;-4,20047  ;4,45612  ;9,03059  ;-4,34239e-06
7140  ;-4,49878  ;4,1583  ;9,03255  ;-4,34343e-06
10707  ;-2,78498  ;7,99494  ;8,97437  ;-4,34377e-06
1426  ;-2,02737  ;0,65854  ;8,93718  ;-4,34521e-06
4868  ;-7,67952  ;4,29759  ;9,00592  ;-4,34545e-06
10584  ;-7,33225  ;8,17704  ;8,9725  ;-4,34579e-06
3515  ;-9,18202  ;9,66153  ;8,9084  ;-4,34588e-06
9211  ;-1,48518  ;8,29455  ;8,94602  ;-4,34601e-06
5561  ;-2,47982  ;0,73528  ;8,95  ;-4,34609e-06
1428  ;-2,93227  ;0,812019  ;8,96281  ;-4,34721e-06
7506  ;-0,331759  ;8,29436  ;8,93011  ;-4,34770e-06
6766  ;-6,86682  ;4,13498  ;9,02481  ;-4,34789e-06
7071  ;-6,93486  ;8,00901  ;8,98775  ;-4,34793e-06
10177  ;-8,57445  ;6,00018  ;8,991  ;-4,34800e-06
7370  ;-4,89257  ;2,92535  ;9,02567  ;-4,34816e-06
882  ;-8,09094  ;9,26363  ;8,94148  ;-4,34818e-06
10210  ;-7,61389  ;8,42644  ;8,96702  ;-4,34842e-06
5421  ;-5,46824  ;1,81464  ;9,00448  ;-4,34900e-06
6144  ;-2,81108  ;2,34237  ;8,99291  ;-4,34928e-06
6007  ;-8,30241  ;8,53445  ;8,95307  ;-4,34974e-06
4299  ;-6,44436  ;1,31496  ;8,98675  ;-4,34975e-06
8165  ;-2,20691  ;2,67776  ;8,98939  ;-4,35020e-06
9485  ;-2,08291  ;8,57636  ;8,96173  ;-4,35047e-06
5853  ;-0,295807  ;2,73415  ;8,9587  ;-4,35050e-06
6597  ;-1,63061  ;1,37321  ;8,95186  ;-4,35067e-06
7607  ;-8,5063  ;0,668566  ;8,93686  ;-4,35084e-06
4859  ;-7,213  ;4,52721  ;9,0285  ;-4,35149e-06
7570  ;-0,937125  ;0,617011  ;8,9267  ;-4,35173e-06
4872  ;-7,67061  ;3,83769  ;9,01408  ;-4,35178e-06
3196  ;-6,7228  ;0,288721  ;8,97267  ;-4,35204e-06
3096  ;-0,312272  ;1,6932  ;8,93956  ;-4,35255e-06
8994  ;-4,34577  ;1,74615  ;9,01098  ;-4,35347e-06
3069  ;-8,6741  ;8,31292  ;8,95789  ;-4,35360e-06
5257  ;-0,903807  ;1,98696  ;8,96006  ;-4,35521e-06
4511  ;-8,17663  ;2,6485  ;8,99275  ;-4,35609e-06
5543  ;-0,295807  ;3,24878  ;8,98034  ;-4,35612e-06
4922  ;-8,75051  ;2,38218  ;8,97671  ;-4,35632e-06
11401  ;-3,01753  ;9,06771  ;8,98521  ;-4,35685e-06
8153  ;-7,2228  ;0,288721  ;8,97267  ;-4,35704e-06
6152  ;-3,11527  ;2,005  ;9,00896  ;-4,35793e-06
6005  ;-8,88855  ;8,84756  ;8,95194  ;-4,35803e-06
8073  ;-6,69222  ;1,89476  ;9,01218  ;-4,35901e-06
10596  ;-6,23101  ;1,78758  ;9,01724  ;-4,35918e-06
6145  ;-2,64972  ;1,89191  ;9,0006  ;-4,35930e-06
6834  ;-4,46987  ;2,52809  ;9,04026  ;-4,36012e-06
2242  ;-9,11055  ;7,04157  ;8,99115  ;-4,36064e-06
8168  ;-7,17964  ;1,88037  ;9,0064  ;-4,36069e-06
9330  ;-9,15324  ;3,65083  ;9,00315  ;-4,36097e-06
4863  ;-7,48602  ;1,51748  ;8,99389  ;-4,36106e-06
7405  ;-4,54509  ;4,75623  ;9,07145  ;-4,36121e-06
8992  ;-8,58177  ;3,44613  ;9,01011  ;-4,36141e-06
8380  ;-9,06045  ;1,71863  ;8,96985  ;-4,36272e-06
4919  ;-8,27436  ;1,9901  ;8,99092  ;-4,36300e-06
8161  ;-1,82598  ;3,03966  ;9,01484  ;-4,36338e-06
9802  ;-9,5892  ;5,88639  ;9,00869  ;-4,36340e-06
2727  ;-6,96395  ;2,17283  ;9,02353  ;-4,36428e-06
6594  ;-1,14902  ;1,31894  ;8,96885  ;-4,36441e-06
4854  ;-7,11892  ;3,67211  ;9,04897  ;-4,36503e-06
8166  ;-1,81626  ;2,56392  ;9,01003  ;-4,36566e-06
5705  ;-9,5892  ;6,38639  ;9,00869  ;-4,36666e-06
6143  ;-2,40961  ;2,34165  ;9,02033  ;-4,36704e-06
4866  ;-6,95654  ;1,48836  ;9,0181  ;-4,36825e-06
6347  ;-0,887342  ;2,55083  ;8,99923  ;-4,36884e-06
5657  ;-8,5843  ;1,32655  ;8,98405  ;-4,36938e-06
7380  ;-4,84467  ;4,44836  ;9,08843  ;-4,36996e-06
7107  ;-0,716133  ;8,61119  ;8,97911  ;-4,37276e-06
7174  ;-1,40707  ;2,78508  ;9,0212  ;-4,37301e-06
8095  ;-4,24028  ;9,69427  ;9,02829  ;-4,37319e-06
8094  ;-3,74028  ;9,69427  ;9,02829  ;-4,37615e-06
6146  ;-2,24825  ;1,89119  ;9,02802  ;-4,37716e-06
1939  ;-9,61672  ;9,22024  ;8,97146  ;-4,37732e-06
9615  ;-8,54089  ;2,85828  ;9,03432  ;-4,37839e-06
4861  ;-7,97864  ;0,957172  ;9,00949  ;-4,37911e-06
6739  ;-0,463536  ;4,17946  ;9,04119  ;-4,37913e-06
6157  ;-1,98864  ;1,64271  ;9,02212  ;-4,37942e-06
5582  ;-0,50242  ;1,04643  ;8,98707  ;-4,38167e-06
6738  ;-0,463536  ;3,67947  ;9,04119  ;-4,38218e-06
8164  ;-2,01896  ;2,22781  ;9,04097  ;-4,38257e-06
9901  ;-9,15967  ;2,62759  ;9,03102  ;-4,38430e-06
4865  ;-7,44917  ;0,928054  ;9,03371  ;-4,38576e-06
8080  ;-9,60614  ;7,70456  ;9,02104  ;-4,38598e-06
1475  ;-2,00799  ;9,07726  ;9,02462  ;-4,38723e-06
7237  ;-0,828412  ;7,51457  ;9,03392  ;-4,38742e-06
6707  ;-1,00308  ;8,00796  ;9,02775  ;-4,38825e-06
9804  ;-8,97179  ;5,75331  ;9,07003  ;-4,38975e-06
5873  ;-3,21614  ;0,40601  ;9,0484  ;-4,38992e-06
6554  ;-1,4601  ;4,0544  ;9,07561  ;-4,38992e-06
5557  ;-2,25858  ;0,32927  ;9,0325  ;-4,39246e-06
5560  ;-2,71104  ;0,40601  ;9,04532  ;-4,39343e-06
2413  ;-7,80057  ;9,63181  ;9,03465  ;-4,39405e-06
5294  ;-6,48843  ;0,71775  ;9,06592  ;-4,39434e-06
1515  ;-7,97051  ;5,72757  ;9,09861  ;-4,39512e-06
8956  ;-3,3954  ;0,931854  ;9,06873  ;-4,39519e-06
3064  ;-9,60614  ;8,18967  ;9,03174  ;-4,39679e-06
5707  ;-9,01096  ;6,59489  ;9,07421  ;-4,39746e-06
18  ;0  ;0  ;9  ;-4,40013e-06
36  ;-10  ;0  ;9  ;-4,40016e-06
259  ;-10  ;10  ;9  ;-4,40020e-06
143  ;0  ;10  ;9  ;-4,40032e-06
5902  ;-1,71145  ;0,32927  ;9,03895  ;-4,40185e-06
10886  ;-8,3477  ;9,63181  ;9,0411  ;-4,40341e-06
10588  ;-8,46007  ;7,37928  ;9,08179  ;-4,40382e-06
9079  ;-0,977252  ;4,47786  ;9,09928  ;-4,40400e-06
10296  ;-3,60559  ;9,07345  ;9,09373  ;-4,40624e-06
9614  ;-8,95005  ;3,10368  ;9,08863  ;-4,40682e-06
3839  ;-4,47095  ;9,18448  ;9,10544  ;-4,40827e-06
7861  ;-2,40286  ;7,65207  ;9,10287  ;-4,40860e-06
3099  ;-0,814692  ;1,55191  ;9,05924  ;-4,41014e-06
10582  ;-7,64284  ;7,57399  ;9,10916  ;-4,41137e-06
2241  ;-9,02791  ;7,41305  ;9,08656  ;-4,41153e-06
10361  ;-7,59743  ;9,22551  ;9,08007  ;-4,41177e-06
8071  ;-7,00061  ;0,891147  ;9,09728  ;-4,41335e-06
7516  ;-2,24859  ;9,53863  ;9,07622  ;-4,41378e-06
3840  ;-4,24626  ;8,67871  ;9,12268  ;-4,41395e-06
10253  ;-3,81553  ;8,63221  ;9,11936  ;-4,41415e-06
1447  ;-1,155  ;6,17245  ;9,12118  ;-4,41672e-06
1402  ;-5,09944  ;0,701086  ;9,12754  ;-4,41918e-06
11300  ;-1,59023  ;5,93352  ;9,13745  ;-4,41982e-06
6350  ;-0,900947  ;2,97631  ;9,11144  ;-4,42059e-06
185  ;0  ;2,47074  ;9,0907  ;-4,42100e-06
7518  ;-0,577501  ;5,83622  ;9,12758  ;-4,42198e-06
7265  ;-4,79972  ;0,350543  ;9,13076  ;-4,42265e-06
8870  ;-5,29972  ;0,350543  ;9,13076  ;-4,42281e-06
881  ;-2,02545  ;5,69459  ;9,15372  ;-4,42282e-06
6137  ;-1,7021  ;9,53863  ;9,08268  ;-4,42307e-06
10585  ;-7,78726  ;8,01981  ;9,12265  ;-4,42413e-06
6700  ;-0,577501  ;6,33622  ;9,12758  ;-4,42505e-06
10410  ;-5  ;0  ;9,13398  ;-4,42535e-06
11396  ;-10  ;5  ;9,13398  ;-4,42535e-06
7532  ;0  ;5  ;9,13398  ;-4,42540e-06
5315  ;-5  ;10  ;9,13398  ;-4,42546e-06
66  ;-4,5  ;0  ;9,13398  ;-4,42610e-06
404  ;-10  ;4,5  ;9,13398  ;-4,42613e-06
410  ;-10  ;5,5  ;9,13398  ;-4,42615e-06
73  ;-5,5  ;0  ;9,13398  ;-4,42615e-06
9355  ;0  ;2,98537  ;9,11234  ;-4,42617e-06
187  ;0  ;4,5  ;9,13398  ;-4,42617e-06
181  ;0  ;5,5  ;9,13398  ;-4,42620e-06
297  ;-5,5  ;10  ;9,13398  ;-4,42624e-06
303  ;-4,5  ;10  ;9,13398  ;-4,42626e-06
9212  ;-1,75023  ;8,05358  ;9,11742  ;-4,42663e-06
6009  ;-8,0689  ;8,26921  ;9,11717  ;-4,42678e-06
9220  ;-2,4055  ;8,08492  ;9,13183  ;-4,42749e-06
9215  ;-2,0609  ;7,77408  ;9,13237  ;-4,42812e-06
5551  ;-4  ;0  ;9,13398  ;-4,42841e-06
8981  ;-6  ;0  ;9,13398  ;-4,42844e-06
8796  ;-10  ;4  ;9,13398  ;-4,42845e-06
10121  ;-10  ;6  ;9,13398  ;-4,42847e-06
6736  ;0  ;4  ;9,13398  ;-4,42848e-06
11296  ;0  ;6  ;9,13398  ;-4,42851e-06
8217  ;-6  ;10  ;9,13398  ;-4,42853e-06
8092  ;-4  ;10  ;9,13398  ;-4,42858e-06
8140  ;-8,03794  ;7,56211  ;9,13653  ;-4,42898e-06
5106  ;-0,697764  ;0  ;9,07036  ;-4,42988e-06
3239  ;-10  ;0,697764  ;9,07036  ;-4,42993e-06
11137  ;-9,30224  ;10  ;9,07036  ;-4,42998e-06
10531  ;0  ;9,30224  ;9,07036  ;-4,43008e-06
2734  ;-0,698102  ;10  ;9,07038  ;-4,43010e-06
6006  ;-8,44059  ;8,04768  ;9,12199  ;-4,43067e-06
11433  ;-7,9497  ;5,16586  ;9,1734  ;-4,43121e-06
67  ;-3,5  ;0  ;9,13398  ;-4,43205e-06
71  ;-6,5  ;0  ;9,13398  ;-4,43211e-06
405  ;-10  ;3,5  ;9,13398  ;-4,43211e-06
186  ;0  ;3,5  ;9,13398  ;-4,43213e-06
402  ;-10  ;6,5  ;9,13398  ;-4,43214e-06
182  ;0  ;6,5  ;9,13398  ;-4,43216e-06
298  ;-6,5  ;10  ;9,13398  ;-4,43217e-06
295  ;-3,5  ;10  ;9,13398  ;-4,43227e-06
1384  ;-5,55448  ;6,5481  ;9,20368  ;-4,43444e-06
5870  ;-2,9949  ;0  ;9,1309  ;-4,43531e-06
10345  ;-10  ;2,9949  ;9,1309  ;-4,43537e-06
9730  ;-7,0051  ;10  ;9,1309  ;-4,43542e-06
10497  ;0  ;7,0051  ;9,1309  ;-4,43543e-06
5554  ;-4,17926  ;0,525845  ;9,15431  ;-4,43551e-06
5808  ;-2,99459  ;10  ;9,1309  ;-4,43552e-06
5887  ;0  ;1,99367  ;9,11073  ;-4,43653e-06
8404  ;-7  ;0  ;9,13398  ;-4,43685e-06
9261  ;-10  ;7  ;9,13398  ;-4,43689e-06
6553  ;-1,48759  ;3,66158  ;9,16594  ;-4,43743e-06
9940  ;-8,36784  ;5,4807  ;9,17763  ;-4,43784e-06
11395  ;-7,48318  ;5,39547  ;9,19598  ;-4,43836e-06
5555  ;-3,67926  ;0,525845  ;9,15431  ;-4,43853e-06
3068  ;-9,00842  ;8,08146  ;9,12676  ;-4,43856e-06
68  ;-2,4898  ;0  ;9,12782  ;-4,43929e-06
406  ;-10  ;2,4898  ;9,12782  ;-4,43935e-06
299  ;-7,5102  ;10  ;9,12782  ;-4,43939e-06
183  ;0  ;7,5102  ;9,12782  ;-4,43942e-06
302  ;-2,48918  ;10  ;9,12783  ;-4,43950e-06
11304  ;-2,61931  ;8,9178  ;9,14474  ;-4,43953e-06
6755  ;-0,591535  ;2,28743  ;9,13123  ;-4,43983e-06
6151  ;-3,17531  ;1,43886  ;9,16373  ;-4,44054e-06
6860  ;-5,35776  ;6,11922  ;9,22398  ;-4,44133e-06
6155  ;-2,70976  ;1,32576  ;9,15537  ;-4,44170e-06
11394  ;-7,503  ;5,90275  ;9,19932  ;-4,44200e-06
3242  ;-9,58495  ;0,342938  ;9,09474  ;-4,44203e-06
63  ;-7,5  ;0  ;9,13398  ;-4,44232e-06
409  ;-10  ;7,5  ;9,13398  ;-4,44233e-06
8685  ;-1,9977  ;1,00055  ;9,13665  ;-4,44253e-06
6159  ;-2,45015  ;1,07729  ;9,14947  ;-4,44352e-06
1425  ;-3,85852  ;1,05169  ;9,17464  ;-4,44409e-06
6023  ;-8,07605  ;8,98024  ;9,13862  ;-4,44422e-06
8215  ;-8,40702  ;6,32228  ;9,18181  ;-4,44436e-06
7334  ;-1,06868  ;3,407  ;9,17229  ;-4,44602e-06
11281  ;-1,09122  ;5,63461  ;9,18567  ;-4,44691e-06
10938  ;-4,96669  ;6,45557  ;9,23222  ;-4,44731e-06
8125  ;-1,38837  ;9,15769  ;9,13167  ;-4,44792e-06
1134  ;-1,99313  ;4,24988  ;9,20281  ;-4,44801e-06
4560  ;-2,5076  ;5,91622  ;9,21247  ;-4,44862e-06
7352  ;-1,94266  ;0  ;9,13427  ;-4,44886e-06
11151  ;-10  ;1,94266  ;9,13427  ;-4,44888e-06
11063  ;-8,05734  ;10  ;9,13427  ;-4,44895e-06
11321  ;0  ;8,05734  ;9,13427  ;-4,44902e-06
8755  ;-1,94269  ;10  ;9,13429  ;-4,44904e-06
1362  ;-5,16105  ;5,69033  ;9,24429  ;-4,44929e-06
10092  ;-1,52644  ;5,39568  ;9,20194  ;-4,45084e-06
8219  ;-5,78697  ;9,4831  ;9,18642  ;-4,45160e-06
177  ;0  ;1,5166  ;9,13076  ;-4,45195e-06
6021  ;-8,66219  ;9,29335  ;9,13749  ;-4,45233e-06
6684  ;-0,513716  ;4,79839  ;9,19207  ;-4,45273e-06
7533  ;-0,513716  ;5,29839  ;9,19207  ;-4,45288e-06
8078  ;-10  ;7,98511  ;9,14467  ;-4,45328e-06
9937  ;-7,98519  ;0  ;9,14482  ;-4,45336e-06
10964  ;-9,38259  ;4,86691  ;9,19532  ;-4,45373e-06
9308  ;-5,86391  ;6,1192  ;9,24536  ;-4,45378e-06
9801  ;-9,38259  ;5,36691  ;9,19532  ;-4,45407e-06
9197  ;-6,80196  ;9,5937  ;9,17632  ;-4,45427e-06
8799  ;-9,52701  ;4,29687  ;9,19228  ;-4,45434e-06
2694  ;-0,384374  ;9,61907  ;9,11936  ;-4,45440e-06
8220  ;-6,28697  ;9,4831  ;9,18642  ;-4,45453e-06
4998  ;-4,76998  ;6,02669  ;9,25253  ;-4,45505e-06
5904  ;-1,51611  ;0,946281  ;9,15364  ;-4,45655e-06
8800  ;-9,52701  ;3,79687  ;9,19228  ;-4,45706e-06
1389  ;-1,18307  ;2,10412  ;9,17175  ;-4,45744e-06
8591  ;-7,30706  ;9,5937  ;9,17324  ;-4,45774e-06
69  ;-1,39553  ;0  ;9,14073  ;-4,45816e-06
407  ;-10  ;1,39553  ;9,14073  ;-4,45822e-06
300  ;-8,60447  ;10  ;9,14073  ;-4,45828e-06
184  ;0  ;8,60447  ;9,14073  ;-4,45836e-06
301  ;-1,3962  ;10  ;9,14075  ;-4,45838e-06
4557  ;-2,4769  ;5,31948  ;9,23694  ;-4,45927e-06
10169  ;-5,66719  ;5,69032  ;9,26567  ;-4,46122e-06
1363  ;-4,37891  ;6,36305  ;9,26076  ;-4,46217e-06
9033  ;-4,0337  ;5,96765  ;9,2627  ;-4,46222e-06
3960  ;-5,23067  ;9,49021  ;9,21113  ;-4,46240e-06
5316  ;-4,73067  ;9,49021  ;9,21113  ;-4,46247e-06
5811  ;-3,36531  ;9,37918  ;9,19942  ;-4,46316e-06
3688  ;-1,51028  ;4,67333  ;9,22648  ;-4,46317e-06
1110  ;-3,6885  ;5,57225  ;9,26464  ;-4,46361e-06
11273  ;-1,67532  ;8,55447  ;9,18032  ;-4,46387e-06
5704  ;-9,42177  ;6,70849  ;9,1995  ;-4,46400e-06
408  ;-10  ;8,47023  ;9,15537  ;-4,46410e-06
70  ;-8,47037  ;0  ;9,15567  ;-4,46426e-06
10401  ;-2,33059  ;8,58581  ;9,19472  ;-4,46459e-06
1180  ;-5,43962  ;8,18112  ;9,23498  ;-4,46491e-06
1107  ;-3,81757  ;3,02208  ;9,25152  ;-4,46492e-06
10524  ;-3,76434  ;4,97389  ;9,27098  ;-4,46542e-06
6978  ;-5,83289  ;6,81022  ;9,25947  ;-4,46571e-06
10907  ;-3,82888  ;3,69881  ;9,26442  ;-4,46613e-06
5812  ;-2,8599  ;9,37918  ;9,19634  ;-4,46632e-06
10772  ;-2,49905  ;4,05674  ;9,24943  ;-4,46742e-06
11072  ;-3,68433  ;6,25045  ;9,26599  ;-4,46753e-06
10528  ;-4,12718  ;3,40098  ;9,26637  ;-4,46765e-06
10344  ;-5,25377  ;6,92657  ;9,26526  ;-4,46794e-06
5374  ;-5,56535  ;0,779572  ;9,224  ;-4,46802e-06
9800  ;-9,42177  ;7,20849  ;9,1995  ;-4,46876e-06
9487  ;-3,33913  ;5,85505  ;9,26793  ;-4,46889e-06
1140  ;-7,92889  ;4,60415  ;9,24818  ;-4,46899e-06
8216  ;-7,98489  ;6,50511  ;9,23655  ;-4,46918e-06
1404  ;-3,84018  ;4,37554  ;9,27732  ;-4,46922e-06
8629  ;-5,43229  ;5,31903  ;9,28494  ;-4,46925e-06
7528  ;-4,13849  ;4,07771  ;9,27927  ;-4,46986e-06
3940  ;-5,75678  ;8,57366  ;9,23692  ;-4,47044e-06
11469  ;-1,67036  ;6,48674  ;9,23282  ;-4,47048e-06
3243  ;-9,58495  ;1,0407  ;9,1651  ;-4,47121e-06
679  ;-4,43679  ;3,77989  ;9,28123  ;-4,47135e-06
1682  ;-5,01921  ;3,70747  ;9,28295  ;-4,47181e-06
10587  ;-2,46074  ;4,59712  ;9,26148  ;-4,47193e-06
8541  ;-4,07043  ;6,65394  ;9,27389  ;-4,47219e-06
8867  ;-5,76563  ;0,429029  ;9,22722  ;-4,47234e-06
8878  ;-2,10559  ;6,2478  ;9,24909  ;-4,47287e-06
7389  ;-5,95256  ;3,95698  ;9,28532  ;-4,47395e-06
7605  ;-8,82014  ;0,342938  ;9,17257  ;-4,47411e-06
663  ;-5,60163  ;3,63504  ;9,28468  ;-4,47416e-06
1589  ;-6,17334  ;5,69031  ;9,28705  ;-4,47445e-06
4871  ;-7,91999  ;4,14424  ;9,25634  ;-4,47455e-06
3742  ;-8,34703  ;4,91899  ;9,25242  ;-4,47462e-06
1522  ;-6,30349  ;4,27892  ;9,28596  ;-4,47481e-06
7817  ;-6,23411  ;3,64458  ;9,28041  ;-4,47494e-06
1295  ;-2,98976  ;6,13786  ;9,27122  ;-4,47495e-06
1734  ;-5,88318  ;3,32264  ;9,27977  ;-4,47507e-06
8983  ;-6,26563  ;0,429029  ;9,22722  ;-4,47521e-06
7073  ;-6,58894  ;9,0768  ;9,22876  ;-4,47545e-06
3527  ;-3,41128  ;3,44284  ;9,27378  ;-4,47548e-06
9332  ;-7,46237  ;4,83377  ;9,27076  ;-4,47551e-06
3711  ;-8,49146  ;4,34894  ;9,24939  ;-4,47555e-06
1543  ;-7,10393  ;9,1874  ;9,21866  ;-4,47579e-06
1181  ;-6,07395  ;8,96621  ;9,23886  ;-4,47610e-06
700  ;-6,16472  ;3,01024  ;9,27485  ;-4,47668e-06
9963  ;-4,84523  ;5,33304  ;9,30166  ;-4,47730e-06
6703  ;-1,07415  ;6,60867  ;9,23477  ;-4,47752e-06
5402  ;-3,42258  ;4,11957  ;9,28668  ;-4,47780e-06
8180  ;-6,5846  ;5,37684  ;9,29019  ;-4,47793e-06
6767  ;-6,64967  ;4,67115  ;9,28965  ;-4,47806e-06
9156  ;-9,61672  ;9,66153  ;9,16675  ;-4,47827e-06
8538  ;-3,37586  ;6,54134  ;9,27912  ;-4,47840e-06
1136  ;-1,02743  ;5,09678  ;9,25016  ;-4,47867e-06
5420  ;-5,352  ;1,25219  ;9,2545  ;-4,47943e-06
4814  ;-3,30842  ;5,25831  ;9,2924  ;-4,47968e-06
3743  ;-8,9096  ;4,66378  ;9,25362  ;-4,48018e-06
1148  ;-8,76517  ;5,23383  ;9,25666  ;-4,48046e-06
9258  ;-5,77546  ;7,62673  ;9,27512  ;-4,48086e-06
1343  ;-7,91108  ;3,68433  ;9,26451  ;-4,48115e-06
3939  ;-5,20047  ;8,58077  ;9,26163  ;-4,48147e-06
9659  ;-6,60441  ;5,88412  ;9,29354  ;-4,48149e-06
1141  ;-9,05402  ;4,09373  ;9,25059  ;-4,48169e-06
11417  ;-4,66599  ;6,83405  ;9,29381  ;-4,48172e-06
10091  ;-8,48255  ;3,88903  ;9,25755  ;-4,48174e-06
8181  ;-5,93844  ;5,31902  ;9,30632  ;-4,48191e-06
7407  ;-6,00351  ;4,61333  ;9,30578  ;-4,48207e-06
5403  ;-3,38427  ;4,65995  ;9,29874  ;-4,48242e-06
1341  ;-6,99585  ;5,06338  ;9,29334  ;-4,48252e-06
1360  ;-3,76196  ;6,94483  ;9,28701  ;-4,48292e-06
9962  ;-4,45416  ;5,6694  ;9,3099  ;-4,48311e-06
1060  ;-9,1699  ;0,685875  ;9,18948  ;-4,48319e-06
10515  ;-5,19634  ;7,74308  ;9,28092  ;-4,48340e-06
10533  ;-0,384374  ;8,9213  ;9,18972  ;-4,48349e-06
2736  ;-1,08248  ;9,61907  ;9,18974  ;-4,48349e-06
11153  ;-9,53344  ;2,26852  ;9,21708  ;-4,48386e-06
5109  ;-0,50242  ;0,617011  ;9,18505  ;-4,48422e-06
6857  ;-4,10896  ;5,274  ;9,31184  ;-4,48440e-06
4561  ;-2,95905  ;5,54111  ;9,29569  ;-4,48491e-06
9657  ;-7,01567  ;5,57066  ;9,29668  ;-4,48523e-06
10544  ;-4,97579  ;8,075  ;9,27887  ;-4,48545e-06
8178  ;-6,34969  ;5,00556  ;9,30947  ;-4,48558e-06
11453  ;-4,0746  ;1,55751  ;9,26844  ;-4,48581e-06
6702  ;-0,496653  ;6,77245  ;9,24116  ;-4,48602e-06
3941  ;-5,51764  ;8,97332  ;9,26357  ;-4,48615e-06
1756  ;-4,78643  ;3,31887  ;9,30715  ;-4,48696e-06
1108  ;-3,00498  ;3,8636  ;9,29605  ;-4,48726e-06
9136  ;-4,1848  ;4,67564  ;9,31818  ;-4,48734e-06
10605  ;-4,48311  ;4,37782  ;9,32013  ;-4,48800e-06
1649  ;-5,36885  ;3,24644  ;9,30887  ;-4,48867e-06
8957  ;-3,63843  ;1,5587  ;9,26965  ;-4,48904e-06
8907  ;-2,81883  ;6,68327  ;9,28907  ;-4,48926e-06
1514  ;-7,03548  ;6,07794  ;9,30002  ;-4,48928e-06
10499  ;-0,496653  ;7,27755  ;9,23808  ;-4,48939e-06
1733  ;-5,6504  ;2,93404  ;9,30396  ;-4,48959e-06
11192  ;-3,31377  ;2,88126  ;9,29203  ;-4,49013e-06
1364  ;-5,70353  ;4,94774  ;9,32559  ;-4,49036e-06
7818  ;-6,5556  ;3,81605  ;9,31012  ;-4,49106e-06
5399  ;-2,96666  ;4,40398  ;9,3081  ;-4,49125e-06
4840  ;-1,98213  ;4,98478  ;9,29213  ;-4,49158e-06
4989  ;-4,35752  ;7,12494  ;9,30693  ;-4,49165e-06
7816  ;-6,48621  ;3,1817  ;9,30457  ;-4,49232e-06
1446  ;-3,23062  ;8,75835  ;9,26486  ;-4,49261e-06
11419  ;-6,57339  ;6,57514  ;9,30764  ;-4,49261e-06
8422  ;-9,53344  ;1,72139  ;9,22353  ;-4,49307e-06
11193  ;-3,20493  ;7,08675  ;9,29696  ;-4,49329e-06
7807  ;-7,35939  ;3,51875  ;9,2994  ;-4,49452e-06
840  ;-8,84353  ;6,91699  ;9,26502  ;-4,49460e-06
11365  ;-4,13696  ;7,45686  ;9,30489  ;-4,49461e-06
10545  ;-3,70623  ;7,41036  ;9,30157  ;-4,49489e-06
6551  ;-2,02062  ;3,85706  ;9,29314  ;-4,49514e-06
6835  ;-4,05412  ;2,5427  ;9,30688  ;-4,49594e-06
1294  ;-2,92835  ;4,94437  ;9,32016  ;-4,49672e-06
1681  ;-4,78269  ;4,06995  ;9,33711  ;-4,49726e-06
11348  ;-5,11647  ;4,96174  ;9,34231  ;-4,49751e-06
1488  ;-6,1113  ;7,07234  ;9,31526  ;-4,49751e-06
1161  ;-4,96133  ;8,98043  ;9,28829  ;-4,49786e-06
10185  ;-5,71604  ;4,31946  ;9,33948  ;-4,49865e-06
1680  ;-5,36511  ;3,99752  ;9,33884  ;-4,49873e-06
6596  ;-1,57555  ;1,72334  ;9,25394  ;-4,49884e-06
11175  ;-5,53218  ;7,18869  ;9,32106  ;-4,49902e-06
7641  ;-3,61796  ;2,54389  ;9,30808  ;-4,49910e-06
8475  ;-7,12227  ;6,69217  ;9,30988  ;-4,49923e-06
8877  ;-2,58774  ;6,46944  ;9,30784  ;-4,49926e-06
10960  ;-3,44056  ;8,31712  ;9,29049  ;-4,49992e-06
4289  ;-2,90747  ;3,30202  ;9,3143  ;-4,50124e-06
