13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SZ (N/m^2)
10358  ;-9,65434  ;3,65725  ;8,07708  ;2,60772e+01
7661  ;-0,307955  ;5,59373  ;5,28932  ;2,60589e+01
10020  ;-0,433013  ;0  ;6,75  ;2,60052e+01
3572  ;-9,6415  ;2,79411  ;5,31671  ;2,59451e+01
11197  ;-0,444511  ;8,12917  ;6,24132  ;2,59199e+01
7359  ;-0,291903  ;0,950271  ;7,20874  ;2,59094e+01
8786  ;-9,69084  ;6,32079  ;8,07898  ;2,59057e+01
10795  ;-0,672712  ;5,6049  ;5,58248  ;2,58699e+01
6717  ;-0,326368  ;2,65577  ;6,84899  ;2,58529e+01
7349  ;-0,454982  ;10  ;7,26438  ;2,57680e+01
6432  ;-1,11691  ;3,48449  ;5,64334  ;2,57387e+01
9943  ;-0,327903  ;2,74854  ;8,25417  ;2,57135e+01
4644  ;-1,42151  ;5,98179  ;5,70487  ;2,56877e+01
5544  ;-0,295807  ;3,49878  ;8,54733  ;2,56373e+01
7540  ;-0,419807  ;2,36049  ;6,46946  ;2,56047e+01
6929  ;-9,36961  ;4,68335  ;5,33745  ;2,56025e+01
8832  ;0  ;5,2363  ;5,28827  ;2,55615e+01
10557  ;-9,68864  ;8,99484  ;7,29174  ;2,55002e+01
10558  ;-9,68864  ;8,58358  ;7,0328  ;2,54893e+01
7896  ;-9,2768  ;9,43904  ;3,24848  ;2,53431e+01
2591  ;-0,291903  ;0,947221  ;6,70333  ;2,51535e+01
466  ;-10  ;5  ;3,4641  ;2,51357e+01
6128  ;-0,327805  ;8,61361  ;7,50751  ;2,50957e+01
1850  ;-0,317085  ;4,60034  ;8,07555  ;2,50392e+01
10240  ;-9,67876  ;2,74929  ;8,32242  ;2,49824e+01
5685  ;-9,56699  ;0  ;6,75  ;2,49773e+01
6689  ;-0,891111  ;7,02147  ;10  ;2,49392e+01
8480  ;-1,03077  ;0,77654  ;3,43066  ;2,48393e+01
10117  ;-9,67955  ;2,34291  ;7,05471  ;2,48291e+01
11015  ;-9,54502  ;10  ;7,76438  ;2,47868e+01
7586  ;-0,363205  ;1,92175  ;5,67626  ;2,47743e+01
7862  ;-9,57772  ;1,46273  ;9,57036  ;2,47406e+01
7656  ;-0,678843  ;5,99996  ;5,26614  ;2,46820e+01
3570  ;-9,6415  ;2,3246  ;5,04209  ;2,46323e+01
1550  ;-4,45444  ;0,619622  ;5,09237  ;2,46257e+01
6549  ;-9,63723  ;5,14336  ;7,27906  ;2,43114e+01
11109  ;-9,68931  ;0,973741  ;7,27948  ;2,42958e+01
6245  ;0  ;8,26795  ;4,5  ;2,41845e+01
2618  ;-9,64868  ;1,41962  ;6,05454  ;2,41222e+01
2333  ;-2,36464  ;4,72524  ;6,1673  ;2,39759e+01
6421  ;-9,67985  ;4,32797  ;5,29577  ;2,39144e+01
7316  ;-9,64868  ;1,42307  ;6,56888  ;2,38086e+01
10306  ;-0,321453  ;5,26663  ;8,17218  ;2,37954e+01
9472  ;-0,433013  ;0  ;4,75  ;2,37860e+01
6548  ;-9,63723  ;4,59865  ;7,27892  ;2,37645e+01
5548  ;-0,31423  ;3,60425  ;8,04572  ;2,37393e+01
10301  ;-0,349602  ;6,74849  ;6,76889  ;2,37064e+01
7633  ;-0,317653  ;8,52424  ;4,39752  ;2,35920e+01
7785  ;-9,54239  ;0  ;7,77368  ;2,35684e+01
5394  ;-0,291903  ;1,38023  ;6,95333  ;2,35516e+01
8427  ;-8,88271  ;1,20621  ;10  ;2,35233e+01
7504  ;-0,362837  ;5,29779  ;7,26851  ;2,34495e+01
2597  ;-3,11109  ;3,23509  ;6,17728  ;2,33540e+01
9663  ;-9,13398  ;7  ;10  ;2,33523e+01
6500  ;-9,69084  ;6,58187  ;7,62001  ;2,33397e+01
9727  ;-9,66887  ;7,29921  ;7,31554  ;2,32508e+01
8173  ;-9,67876  ;2,19877  ;8,28301  ;2,30784e+01
9627  ;-0,361261  ;7,24051  ;6,88006  ;2,30752e+01
6501  ;-9,69084  ;7,02789  ;7,67775  ;2,30542e+01
2096  ;-0,314042  ;8,97147  ;8,35986  ;2,30073e+01
7324  ;-0,320983  ;7,77096  ;8,13301  ;2,30067e+01
6260  ;-0,433013  ;5,25  ;10  ;2,30062e+01
6576  ;-0,412821  ;1,23892  ;5,52618  ;2,30019e+01
11103  ;-0,648118  ;7,9507  ;4,80817  ;2,29121e+01
5302  ;-0,315711  ;6,16962  ;2,39829  ;2,28218e+01
2806  ;0  ;2,68793  ;5,00309  ;2,28190e+01
6170  ;-9,56699  ;10  ;6,75  ;2,28057e+01
1729  ;-4,14372  ;3,77726  ;6,33714  ;2,27196e+01
10273  ;-0,321453  ;5,76663  ;8,17218  ;2,26873e+01
10851  ;-10  ;1,73205  ;4,5  ;2,26748e+01
7984  ;-9,56699  ;3,25  ;10  ;2,26179e+01
6083  ;0  ;9,56699  ;3,25  ;2,26163e+01
7745  ;-0,330465  ;8,12742  ;5,16065  ;2,26099e+01
8534  ;-0,364757  ;5,97358  ;6,24565  ;2,25569e+01
9376  ;-9,64622  ;5,95652  ;7,11764  ;2,24617e+01
8385  ;-0,346145  ;3,90726  ;4,80564  ;2,24494e+01
7050  ;-8,52032  ;2,58881  ;5,34504  ;2,24419e+01
4365  ;-1,53686  ;9,28176  ;4,20052  ;2,24338e+01
1304  ;-0,741774  ;6,42589  ;5,54407  ;2,22801e+01
2097  ;-0,314042  ;8,45671  ;8,21279  ;2,22334e+01
11002  ;-9,31808  ;5,92597  ;5,35887  ;2,21467e+01
10945  ;0  ;4,7123  ;3,86327  ;2,21448e+01
9512  ;-0,326368  ;2,19737  ;7,08001  ;2,21192e+01
6609  ;-9,63649  ;4,04759  ;6,25146  ;2,20383e+01
10963  ;-9,65434  ;2,95007  ;7,67599  ;2,20164e+01
6719  ;-0,326368  ;3,07003  ;7,26158  ;2,19528e+01
235  ;0  ;2,68792  ;4,46381  ;2,19293e+01
10232  ;-1,4766  ;8,48857  ;5,03639  ;2,18752e+01
10659  ;-9,66167  ;8,83974  ;7,77288  ;2,18315e+01
10362  ;-9,67955  ;1,91611  ;6,32182  ;2,18051e+01
9459  ;-0,458057  ;0,777489  ;3,76091  ;2,16828e+01
208  ;0  ;8,26795  ;4  ;2,16243e+01
9272  ;-9,68879  ;7,63219  ;8,45268  ;2,16097e+01
9489  ;-0,433013  ;0  ;5,25  ;2,15786e+01
10990  ;-9,69366  ;7,7004  ;7,4978  ;2,14168e+01
9724  ;-1,19656  ;7,68524  ;5,43455  ;2,14156e+01
6370  ;-10  ;3,60398  ;4,34238  ;2,13264e+01
1849  ;-0,317085  ;4,10034  ;8,07555  ;2,13262e+01
11390  ;-0,327903  ;2,54515  ;7,85857  ;2,13160e+01
6084  ;0  ;9,56699  ;3,75  ;2,12148e+01
903  ;-0,774755  ;8,88394  ;3,87769  ;2,11632e+01
6556  ;-9,56699  ;4,25  ;10  ;2,10594e+01
2365  ;-3,87026  ;7,58247  ;6,10944  ;2,10394e+01
212  ;0  ;8,26795  ;5  ;2,09962e+01
9084  ;-0,433013  ;3,75  ;10  ;2,09394e+01
6674  ;-1,04008  ;6,39196  ;5,87143  ;2,09223e+01
7412  ;-9,67924  ;1,90164  ;3,70278  ;2,09202e+01
4069  ;-9,56699  ;10  ;5,75  ;2,08844e+01
10616  ;-9,66486  ;3,10618  ;7,27639  ;2,07915e+01
173  ;0  ;9,13398  ;4,5  ;2,07721e+01
6805  ;-0,369097  ;4,7162  ;6,52528  ;2,07555e+01
9515  ;0  ;1,73205  ;4,5  ;2,07008e+01
9729  ;-9,66887  ;7,26906  ;6,84901  ;2,06823e+01
8530  ;0  ;6,90438  ;4,72704  ;2,06350e+01
4082  ;-9,68864  ;8,58692  ;6,51843  ;2,03731e+01
2278  ;-0,346145  ;4,51593  ;4,79924  ;2,03326e+01
10098  ;-9,68607  ;5,31243  ;8,19318  ;2,03245e+01
6668  ;-0,327805  ;7,77577  ;7,47603  ;2,02131e+01
8586  ;-3,18832  ;10  ;4,07191  ;2,02083e+01
2180  ;-6,73919  ;5,69597  ;6,29599  ;2,00596e+01
6682  ;-0,433013  ;4,75  ;10  ;2,00520e+01
1487  ;-2,94817  ;9,22744  ;4,93564  ;2,00229e+01
1588  ;-0,637357  ;7,07333  ;5,0567  ;2,00144e+01
5511  ;-10  ;0,433013  ;3,75  ;1,98866e+01
9767  ;-0,433013  ;3,25  ;10  ;1,98647e+01
2098  ;-0,314042  ;8,70842  ;8,68858  ;1,98535e+01
2189  ;-7,2765  ;5,63322  ;6,13621  ;1,98090e+01
10493  ;-0,3041  ;1,45306  ;3,48463  ;1,97956e+01
10190  ;-9,64622  ;6,86043  ;6,71361  ;1,96615e+01
249  ;0  ;4,85916  ;4,98612  ;1,96467e+01
5888  ;-0,312272  ;1,9349  ;9,37419  ;1,93998e+01
11258  ;-9,62573  ;8,60405  ;5,47761  ;1,93863e+01
9736  ;-9,63703  ;6,6571  ;6,22765  ;1,93757e+01
7375  ;-9,33371  ;5,33737  ;6,01087  ;1,93473e+01
417  ;-10  ;8,26795  ;3  ;1,92814e+01
9772  ;-0,312742  ;1,86149  ;7,25374  ;1,91718e+01
264  ;-10  ;10  ;4  ;1,91625e+01
8382  ;0  ;4,03321  ;4,63068  ;1,90950e+01
10612  ;-9,63798  ;3,24699  ;6,7634  ;1,90205e+01
11164  ;-9,68123  ;1,8954  ;7,28622  ;1,89858e+01
6876  ;-9,64395  ;5,28871  ;6,44194  ;1,89314e+01
9323  ;-9,56699  ;6,25  ;10  ;1,89092e+01
396  ;-10  ;0,866025  ;4,5  ;1,89037e+01
2907  ;-10  ;1,73205  ;5,5  ;1,87760e+01
6710  ;-0,360057  ;1,39018  ;4,46031  ;1,86504e+01
11278  ;-0,312742  ;2,27965  ;7,49461  ;1,85775e+01
11477  ;-9,69366  ;8,5352  ;7,53837  ;1,84772e+01
9493  ;-0,332133  ;9,35382  ;7,07042  ;1,84681e+01
9984  ;-0,433013  ;0  ;6,25  ;1,84379e+01
10609  ;-9,66486  ;2,68951  ;6,86389  ;1,84304e+01
195  ;0  ;1,73205  ;4  ;1,84276e+01
7350  ;-0,433013  ;10  ;6,75  ;1,84102e+01
9086  ;-0,433013  ;4,25  ;10  ;1,83540e+01
9186  ;-9,69366  ;8,12393  ;7,27943  ;1,81798e+01
10050  ;-10  ;8,70096  ;3,75  ;1,81477e+01
11228  ;-9,68123  ;2,31875  ;7,50477  ;1,81263e+01
6847  ;-8,02424  ;9,20093  ;4,58541  ;1,81158e+01
11163  ;-9,68123  ;1,48091  ;7,53626  ;1,80470e+01
9313  ;-9,56699  ;5,75  ;10  ;1,80086e+01
1147  ;-1,5204  ;3,14196  ;5,59569  ;1,79923e+01
6373  ;-9,6442  ;3,68078  ;4,69385  ;1,79731e+01
1758  ;-4,13013  ;3,3079  ;6,30475  ;1,79239e+01
10239  ;-9,67876  ;2,54211  ;7,92133  ;1,78659e+01
9728  ;-9,66887  ;6,85319  ;7,2578  ;1,77113e+01
4400  ;-10  ;0,433013  ;4,25  ;1,77100e+01
9187  ;-9,66887  ;7,72275  ;7,09717  ;1,76940e+01
1118  ;-9,283  ;2,91715  ;5,08418  ;1,75502e+01
6676  ;-0,349602  ;6,64442  ;6,24619  ;1,74803e+01
9139  ;-9,5826  ;8,56985  ;4,87331  ;1,73382e+01
1283  ;-1,73218  ;7,3836  ;5,54779  ;1,73102e+01
10016  ;0  ;1,29904  ;4,75  ;-1,70533e+01
9111  ;0  ;5,92838  ;6,82743  ;-1,70620e+01
426  ;-10  ;7  ;8,26795  ;-1,71340e+01
3241  ;-10  ;0,5  ;9,5  ;-1,71674e+01
9373  ;-10  ;5,92788  ;6,82939  ;-1,72422e+01
9108  ;0  ;5,27269  ;6,9381  ;-1,72627e+01
10121  ;-10  ;6  ;9,13398  ;-1,74120e+01
5155  ;0  ;0,5  ;9,5  ;-1,74285e+01
2608  ;0  ;9,54502  ;7,76438  ;-1,74880e+01
8377  ;0  ;0,429418  ;8,30202  ;-1,75208e+01
9517  ;0  ;2,20999  ;4,23191  ;-1,75852e+01
2655  ;0  ;6,83338  ;3,57545  ;-1,76303e+01
2094  ;0  ;8,35276  ;8,66493  ;-1,76731e+01
10691  ;-9,70981  ;9,00603  ;3,24848  ;-1,77415e+01
1847  ;0  ;4,72774  ;7,8042  ;-1,78145e+01
10300  ;0  ;6,41545  ;6,83726  ;-1,78768e+01
6802  ;0  ;4,34528  ;6,42787  ;-1,80225e+01
6545  ;-10  ;5,00138  ;7,34035  ;-1,80722e+01
10930  ;-10  ;8,26461  ;6,51437  ;-1,81243e+01
11227  ;-10  ;0,454982  ;7,26438  ;-1,82205e+01
9759  ;-0,855281  ;2,01496  ;10  ;-1,83522e+01
260  ;-10  ;10  ;8  ;-1,83839e+01
7498  ;0  ;7,55053  ;8,22854  ;-1,85202e+01
8485  ;0  ;2,19045  ;6,76898  ;-1,85323e+01
386  ;-10  ;0,909964  ;7,52875  ;-1,85935e+01
410  ;-10  ;5,5  ;9,13398  ;-1,86539e+01
11057  ;-10  ;9,5  ;9,5  ;-1,86658e+01
6097  ;0  ;9,56699  ;5,75  ;-1,86799e+01
5376  ;0  ;8,69751  ;6,76433  ;-1,86829e+01
852  ;-0,60657  ;4,87509  ;4,36246  ;-1,87500e+01
5375  ;0  ;9,11201  ;7,01438  ;-1,87786e+01
6891  ;-10  ;4,07274  ;6,82744  ;-1,88699e+01
5581  ;0  ;0,429418  ;8,80202  ;-1,90671e+01
10386  ;-0,705031  ;8,39923  ;4,08637  ;-1,90904e+01
7805  ;0  ;9,56699  ;6,75  ;-1,92729e+01
3734  ;0  ;1,33384  ;8,35369  ;-1,92798e+01
231  ;0  ;6,51951  ;7,35997  ;-1,93781e+01
10237  ;-10  ;2,79282  ;7,86686  ;-1,94893e+01
10114  ;-10  ;2,1623  ;7,24722  ;-1,94893e+01
11279  ;0  ;2,77177  ;7,87733  ;-1,95245e+01
1889  ;-10  ;9,55871  ;8,30471  ;-1,96642e+01
10846  ;-0,330465  ;7,65791  ;4,88763  ;-1,98116e+01
7128  ;-1,23166  ;1,67815  ;4,78759  ;-1,98431e+01
6994  ;-6,25092  ;8,64598  ;5,61565  ;-2,00827e+01
8546  ;-9,67498  ;5,6564  ;4,64697  ;-2,01872e+01
2282  ;-0,64943  ;4,52389  ;4,4874  ;-2,01993e+01
9491  ;0  ;0,433013  ;5,25  ;-2,02541e+01
5546  ;0  ;3,73868  ;7,81555  ;-2,02898e+01
11321  ;0  ;8,05734  ;9,13427  ;-2,03420e+01
10345  ;-10  ;2,9949  ;9,1309  ;-2,04042e+01
9312  ;-10  ;5,75  ;9,56699  ;-2,04241e+01
10988  ;-10  ;7,83774  ;7,24712  ;-2,04584e+01
10291  ;0  ;6,93603  ;6,94746  ;-2,05636e+01
5883  ;0  ;3,06311  ;6,95055  ;-2,07403e+01
8030  ;-2,12341  ;8,60852  ;5,11339  ;-2,08499e+01
144  ;0  ;10  ;8  ;-2,09247e+01
5299  ;0  ;6,03337  ;2,65495  ;-2,11099e+01
8785  ;-10  ;6,26108  ;7,80898  ;-2,11459e+01
11225  ;-10  ;0,454982  ;7,76438  ;-2,12207e+01
5886  ;0  ;2,23537  ;9,54535  ;-2,12468e+01
10798  ;-0,363205  ;2,39968  ;4,90816  ;-2,12733e+01
2095  ;0  ;8,86753  ;8,81201  ;-2,15187e+01
8455  ;-9,22338  ;2,4123  ;4,12076  ;-2,15811e+01
9333  ;-10  ;3,25  ;8,70096  ;-2,16423e+01
7571  ;0  ;0,433013  ;6,25  ;-2,16571e+01
7798  ;0  ;8,2645  ;6,51433  ;-2,18223e+01
8796  ;-10  ;4  ;9,13398  ;-2,18841e+01
4219  ;-9,64482  ;5,56889  ;3,96263  ;-2,19195e+01
197  ;0  ;4  ;8,26795  ;-2,19560e+01
11257  ;-10  ;8,70096  ;5,75  ;-2,20754e+01
5395  ;0  ;1,73205  ;6,5  ;-2,22558e+01
6931  ;-8,91061  ;4,01404  ;5,24393  ;-2,22645e+01
201  ;0  ;6  ;8,26795  ;-2,25784e+01
8078  ;-10  ;7,98511  ;9,14467  ;-2,25958e+01
7314  ;-10  ;1,30249  ;6,76433  ;-2,26590e+01
9779  ;-10  ;8,79383  ;8,88239  ;-2,28514e+01
10400  ;0  ;6,5  ;8,26795  ;-2,29752e+01
6927  ;-9,22548  ;4,6924  ;4,99362  ;-2,29776e+01
4405  ;-10  ;1,29904  ;4,25  ;-2,30126e+01
6567  ;-0,441239  ;8,30498  ;10  ;-2,30374e+01
9326  ;0  ;3,75  ;9,56699  ;-2,32435e+01
5288  ;-0,317653  ;8,09123  ;4,14752  ;-2,32628e+01
11152  ;-10  ;1,64724  ;8,66493  ;-2,32688e+01
10548  ;-10  ;2,2449  ;9,56391  ;-2,33140e+01
7575  ;0  ;0,865481  ;8,05743  ;-2,33805e+01
11151  ;-10  ;1,94266  ;9,13427  ;-2,35236e+01
20  ;0  ;0  ;7  ;-2,36720e+01
6498  ;-10  ;7,2071  ;7,86672  ;-2,36858e+01
10554  ;-10  ;8,67254  ;7,28769  ;-2,37011e+01
10541  ;-10  ;8,70096  ;4,25  ;-2,37869e+01
8251  ;0  ;7,20719  ;7,86687  ;-2,38561e+01
6905  ;-10  ;0,434705  ;8,24165  ;-2,39043e+01
408  ;-10  ;8,47023  ;9,15537  ;-2,39716e+01
7952  ;-0,67083  ;8,41573  ;4,70052  ;-2,40888e+01
7550  ;0  ;1,77045  ;7,55167  ;-2,40932e+01
497  ;-9,15546  ;8,47007  ;10  ;-2,45975e+01
7797  ;0  ;8,70096  ;6,25  ;-2,46317e+01
8528  ;-0,303285  ;4,64984  ;4,31244  ;-2,47198e+01
261  ;-10  ;10  ;7  ;-2,48127e+01
10101  ;-10  ;4,25  ;9,56699  ;-2,48400e+01
8812  ;-10  ;2,18977  ;6,26748  ;-2,50202e+01
2387  ;-0,422269  ;1,76496  ;10  ;-2,51049e+01
9082  ;0  ;9,5  ;0,5  ;-2,52333e+01
263  ;-10  ;10  ;5  ;-2,52670e+01
154  ;0  ;3  ;10  ;-2,52722e+01
7499  ;0  ;7,2551  ;8,69789  ;-2,52905e+01
19  ;0  ;0  ;8  ;-2,52918e+01
2809  ;-0,374321  ;2,91513  ;4,73011  ;-2,52940e+01
6737  ;0  ;4,25  ;8,70096  ;-2,52977e+01
8075  ;-10  ;8,23511  ;9,57768  ;-2,53197e+01
3571  ;-9,6415  ;2,79414  ;4,76889  ;-2,53586e+01
2665  ;-8,22762  ;7,21703  ;5,50281  ;-2,56169e+01
6736  ;0  ;4  ;9,13398  ;-2,56217e+01
7200  ;-4,40036  ;0,976354  ;5,35834  ;-2,57492e+01
11159  ;-10  ;1,32446  ;7,27871  ;-2,57663e+01
5377  ;0  ;8,67554  ;7,27871  ;-2,58554e+01
8444  ;-10  ;0  ;4,5  ;-2,58963e+01
8384  ;-0,346145  ;3,93081  ;4,14623  ;-2,60700e+01
11170  ;0  ;7,2551  ;9,56391  ;-2,61313e+01
38  ;-10  ;0  ;7  ;-2,61446e+01
11099  ;-9,62615  ;7,1767  ;4,70549  ;-2,61989e+01
9744  ;-1,1232  ;6,01571  ;5,37751  ;-2,62062e+01
9147  ;-10  ;1,38418  ;8,33621  ;-2,63623e+01
10288  ;-0,307543  ;3,93155  ;2,41144  ;-2,64430e+01
9325  ;0  ;4,25  ;9,56699  ;-2,65058e+01
10497  ;0  ;7,0051  ;9,1309  ;-2,65252e+01
11356  ;-0,762682  ;5,22973  ;4,98696  ;-2,66507e+01
145  ;0  ;10  ;7  ;-2,67822e+01
7323  ;0  ;7,80563  ;8,65848  ;-2,68075e+01
6430  ;-1,10146  ;3,99933  ;5,34994  ;-2,68412e+01
9271  ;-10  ;7,79911  ;8,66102  ;-2,69273e+01
9587  ;-0,429637  ;10  ;1,69776  ;-2,69969e+01
7450  ;-9,63045  ;0,52748  ;2,95157  ;-2,70342e+01
11038  ;-10  ;4,5  ;8,26795  ;-2,72011e+01
11291  ;0  ;6,75  ;9,56699  ;-2,72821e+01
10552  ;-10  ;2,19438  ;8,65848  ;-2,73344e+01
7501  ;0  ;5,27269  ;7,80412  ;-2,73597e+01
39  ;-10  ;0  ;6  ;-2,73778e+01
11096  ;-9,67111  ;7,61745  ;4,44036  ;-2,74087e+01
8548  ;-9,67827  ;5,34829  ;4,31279  ;-2,75988e+01
7776  ;-10  ;1,13247  ;8,81201  ;-2,77454e+01
10096  ;-10  ;5,75  ;8,70096  ;-2,78058e+01
11396  ;-10  ;5  ;9,13398  ;-2,78323e+01
37  ;-10  ;0  ;8  ;-2,78483e+01
6756  ;0  ;2,13979  ;8,59702  ;-2,78680e+01
10882  ;-10  ;9,10061  ;8,07802  ;-2,80920e+01
200  ;0  ;7  ;8,26795  ;-2,81532e+01
8928  ;-0,671227  ;7,4536  ;4,07484  ;-2,82321e+01
11092  ;-0,672253  ;7,03301  ;4,45567  ;-2,82666e+01
202  ;0  ;5  ;8,26795  ;-2,84611e+01
2916  ;-7,18061  ;8,22126  ;5,59038  ;-2,85822e+01
178  ;0  ;0,858835  ;8,60403  ;-2,86519e+01
10272  ;0  ;6,25976  ;7,81396  ;-2,87869e+01
424  ;-10  ;4  ;8,26795  ;-2,88192e+01
3328  ;-2,51998  ;3,90533  ;6,01337  ;-2,88964e+01
10263  ;-0,3041  ;1,88607  ;3,23463  ;-2,89276e+01
2678  ;0  ;0,436063  ;7,75542  ;-2,90519e+01
7532  ;0  ;5  ;9,13398  ;-2,92348e+01
1198  ;-9,36496  ;8,40245  ;3,54098  ;-2,92390e+01
11105  ;-10  ;1,29904  ;5,75  ;-2,93684e+01
9178  ;-9,14472  ;7,98504  ;10  ;-2,94307e+01
8807  ;-10  ;7,25  ;9,56699  ;-2,94745e+01
6190  ;-2,3794  ;1,51399  ;5,27875  ;-2,96986e+01
3731  ;-1,75013  ;3,56797  ;5,61657  ;-2,97495e+01
851  ;-0,909452  ;4,88544  ;4,98569  ;-2,98771e+01
3269  ;-4,41147  ;7,80906  ;6,0865  ;-2,99283e+01
8076  ;-9,57773  ;8,23504  ;10  ;-2,99850e+01
10156  ;-10  ;3,75  ;9,56699  ;-3,00432e+01
10351  ;-10  ;3,74042  ;7,81396  ;-3,00677e+01
11292  ;0  ;6,25  ;9,56699  ;-3,01614e+01
147  ;0  ;10  ;5  ;-3,02722e+01
10893  ;-10  ;9,05871  ;9,30471  ;-3,08647e+01
11085  ;-10  ;6,25  ;8,70096  ;-3,08694e+01
2039  ;-6,11455  ;5,24318  ;6,30391  ;-3,08979e+01
40  ;-10  ;0  ;5  ;-3,10184e+01
10948  ;-0,318679  ;7,20113  ;4,75532  ;-3,11978e+01
5580  ;0  ;0,929418  ;9,30202  ;-3,13021e+01
6697  ;-0,360057  ;1,8232  ;4,21031  ;-3,14117e+01
6259  ;0  ;5,25  ;9,56699  ;-3,14561e+01
6544  ;-10  ;4,72833  ;7,80408  ;-3,18017e+01
10495  ;0  ;5,75  ;8,70096  ;-3,18733e+01
262  ;-10  ;10  ;6  ;-3,19014e+01
8798  ;-10  ;4,25  ;8,70096  ;-3,20035e+01
7491  ;0  ;10  ;7,5  ;-3,20384e+01
4666  ;-1,79623  ;4,39576  ;5,67931  ;-3,21171e+01
10149  ;-9,14471  ;2,01497  ;10  ;-3,21764e+01
8107  ;-1,18477  ;7,22846  ;5,30224  ;-3,22065e+01
9137  ;-10  ;8,70096  ;5,25  ;-3,22174e+01
9321  ;-10  ;6,75  ;9,56699  ;-3,22499e+01
4460  ;-0,726214  ;3,06583  ;4,44792  ;-3,24215e+01
8601  ;-9,64238  ;5,85183  ;4,28715  ;-3,25629e+01
9471  ;0  ;0  ;4,5  ;-3,29565e+01
7653  ;-0,370887  ;6,45286  ;5,27209  ;-3,31021e+01
381  ;-10  ;3  ;10  ;-3,31301e+01
146  ;0  ;10  ;6  ;-3,31641e+01
6258  ;0  ;5,75  ;9,56699  ;-3,33168e+01
9036  ;-2,48453  ;9,17716  ;4,76608  ;-3,35409e+01
21  ;0  ;0  ;6  ;-3,38394e+01
11251  ;-9,10127  ;0  ;1,92147  ;-3,41375e+01
4425  ;-9,6304  ;1,05377  ;3,62908  ;-3,42691e+01
7464  ;0  ;10  ;4,5  ;-3,43014e+01
8295  ;-1,07426  ;5,24001  ;5,41185  ;-3,43685e+01
2178  ;-6,22554  ;5,84452  ;6,25615  ;-3,44226e+01
11296  ;0  ;6  ;9,13398  ;-3,46167e+01
8253  ;0  ;6,75976  ;7,81396  ;-3,47237e+01
2490  ;-7,43144  ;3,30245  ;5,93078  ;-3,49940e+01
10388  ;-9,58705  ;2,81297  ;4,15002  ;-3,50229e+01
9259  ;-10  ;6,75  ;8,70096  ;-3,52368e+01
5803  ;0  ;9,56699  ;5,25  ;-3,56486e+01
1885  ;-10  ;10  ;8,5  ;-3,57523e+01
10053  ;-9,68248  ;8,76822  ;3,52049  ;-3,58143e+01
11320  ;0  ;10  ;8,5  ;-3,58172e+01
11249  ;-9,35813  ;4,69528  ;4,68215  ;-3,58965e+01
6227  ;-0,403518  ;9,52807  ;2,98259  ;-3,61322e+01
378  ;-10  ;6  ;10  ;-3,62448e+01
9538  ;-0,734378  ;2,52834  ;4,70851  ;-3,66276e+01
9242  ;-9,67111  ;8,09537  ;4,20855  ;-3,67392e+01
11294  ;0  ;6,25  ;8,70096  ;-3,68107e+01
22  ;0  ;0  ;5  ;-3,68852e+01
6424  ;-10  ;10  ;4,5  ;-3,70253e+01
5154  ;-0,5  ;0,5  ;10  ;-3,72258e+01
6573  ;0  ;1,29904  ;5,75  ;-3,74514e+01
11298  ;-0,441239  ;8,80498  ;10  ;-3,74846e+01
6680  ;0  ;4,75  ;9,56699  ;-3,75241e+01
5841  ;-8,70727  ;7,42326  ;5,44093  ;-3,76323e+01
11013  ;-10  ;10  ;7,5  ;-3,76846e+01
10102  ;-10  ;4,75  ;9,56699  ;-3,77035e+01
10498  ;0  ;6,75  ;8,70096  ;-3,77090e+01
11299  ;-0,5  ;9,5  ;10  ;-3,77353e+01
6038  ;-0,356712  ;3,73442  ;5,34496  ;-3,77760e+01
1599  ;-9,35655  ;5,12118  ;4,36316  ;-3,78308e+01
818  ;-9,09124  ;5,11542  ;4,98609  ;-3,82080e+01
8387  ;0  ;0  ;8,5  ;-3,82563e+01
7631  ;0  ;8,70096  ;4,25  ;-3,86269e+01
159  ;0  ;8  ;10  ;-3,86748e+01
3327  ;-2,62131  ;3,31948  ;5,95073  ;-3,87598e+01
2594  ;-2,99719  ;3,8455  ;6,09649  ;-3,89248e+01
1501  ;-0,716778  ;6,22174  ;4,4436  ;-3,89480e+01
7531  ;0  ;4,75  ;8,70096  ;-3,89800e+01
8929  ;-0,631054  ;7,88278  ;3,78482  ;-3,90418e+01
423  ;-10  ;5  ;8,26795  ;-3,90882e+01
10965  ;-10  ;0,889687  ;8,00602  ;-3,91470e+01
2183  ;-7,18646  ;6,44787  ;6,02268  ;-3,91529e+01
5540  ;0  ;3,75  ;8,70096  ;-3,91993e+01
10337  ;-9,57772  ;1,76497  ;10  ;-3,92174e+01
8428  ;-9,30498  ;0,941239  ;10  ;-3,92557e+01
10094  ;-10  ;5,25  ;8,70096  ;-3,93282e+01
758  ;-2,73802  ;6,30907  ;5,95541  ;-3,94934e+01
8797  ;-10  ;3,75  ;8,70096  ;-3,95759e+01
2685  ;-8,76993  ;6,90638  ;5,47678  ;-3,97109e+01
6968  ;-5,52197  ;9,01132  ;5,35672  ;-3,98868e+01
7530  ;0  ;5,25  ;8,70096  ;-3,99090e+01
