13:23; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: 
Referencia seleccionada: Todos
Elemento  ;X (mm)  ;Y (mm)  ;Z (mm)  ;EPSY
6398  ;-0,536179  ;3,48655  ;4,62678  ;-4,89087e-07
3131  ;-0,866648  ;7,60825  ;3,80632  ;-4,89090e-07
5746  ;-0,871969  ;8,26793  ;2,88718  ;-4,89104e-07
3568  ;-1,67202  ;9,67737  ;6,63005  ;-4,89153e-07
6225  ;-4,32235  ;9,45787  ;4,55791  ;-4,89166e-07
6882  ;-6,84202  ;0,345524  ;5,24615  ;-4,89182e-07
6746  ;-9,23484  ;7,7438  ;2,37539  ;-4,89184e-07
4388  ;-8,7256  ;3,67507  ;2,52237  ;-4,89195e-07
6057  ;-0,874637  ;7,44487  ;3,43548  ;-4,89210e-07
3971  ;-1,04452  ;1,56362  ;5,72916  ;-4,89212e-07
5227  ;-8,37295  ;8,96275  ;5,64615  ;-4,89219e-07
1307  ;-2,48652  ;5,76232  ;2,7027  ;-4,89249e-07
7044  ;-8,36549  ;0,912384  ;2,87508  ;-4,89249e-07
3196  ;-8,64859  ;1,42279  ;4,05786  ;-4,89254e-07
2859  ;-1,09241  ;6,35927  ;2,71745  ;-4,89286e-07
1781  ;-8,17828  ;6,7476  ;2,32694  ;-4,89294e-07
3724  ;-7,67931  ;0,828649  ;2,5357  ;-4,89302e-07
5439  ;-5,76249  ;9,34763  ;4,30589  ;-4,89303e-07
2991  ;-2,34144  ;9,15362  ;2,51771  ;-4,89305e-07
5223  ;-7,37568  ;0,797957  ;1,64367  ;-4,89308e-07
3061  ;-5,27216  ;8,94984  ;3,22717  ;-4,89314e-07
1994  ;-4,31085  ;9,82526  ;5,22038  ;-4,89323e-07
309  ;-4,09888  ;6,01713  ;2,93058  ;-4,89325e-07
2349  ;-7,49652  ;0,173962  ;6,04563  ;-4,89327e-07
6170  ;-9,66181  ;2,14279  ;6,21519  ;-4,89346e-07
7237  ;-9,50878  ;1,49596  ;6,7029  ;-4,89374e-07
283  ;-4,48777  ;3,89538  ;2,93216  ;-4,89389e-07
7453  ;-9,52519  ;0,950034  ;1,92114  ;-4,89391e-07
2290  ;-1,32337  ;1,52501  ;4,05624  ;-4,89406e-07
3348  ;-8,0312  ;9,83864  ;6,53243  ;-4,89411e-07
5831  ;-0,344783  ;6,827  ;5,28754  ;-4,89420e-07
7250  ;-8,93491  ;8,98737  ;2,61978  ;-4,89423e-07
1254  ;-3,98422  ;7,97532  ;2,56962  ;-4,89439e-07
1465  ;-6,49516  ;2,71901  ;2,64533  ;-4,89455e-07
6387  ;-2,28215  ;1,16355  ;1,63196  ;-4,89469e-07
4224  ;-2,35412  ;0,849409  ;2,5198  ;-4,89469e-07
5976  ;-1,50681  ;8,982  ;2,97856  ;-4,89479e-07
5941  ;-4,73246  ;8,95993  ;3,26127  ;-4,89493e-07
5202  ;-9,8332  ;7,97664  ;6,4937  ;-4,89498e-07
6131  ;-3,01643  ;0,920648  ;3,28122  ;-4,89505e-07
4119  ;-6,88066  ;9,65173  ;5,32208  ;-4,89514e-07
6770  ;-2,18821  ;9,13661  ;2,89827  ;-4,89521e-07
4598  ;-1,11723  ;0,906789  ;6,74323  ;-4,89542e-07
7277  ;-5,38727  ;9,34019  ;4,32549  ;-4,89554e-07
7111  ;-2,62071  ;0,881898  ;3,3075  ;-4,89564e-07
6035  ;-2,44032  ;0,867276  ;3,7084  ;-4,89572e-07
3154  ;-0,227491  ;0,218032  ;7,5099  ;-4,89577e-07
5920  ;-1,62232  ;0,319305  ;1,43191  ;-4,89588e-07
15  ;-7,04508  ;8,96217  ;2,40271  ;-4,89595e-07
2612  ;-7,99059  ;0,155798  ;6,53728  ;-4,89596e-07
3672  ;-3,89834  ;9,11269  ;3,64021  ;-4,89599e-07
2598  ;-7,83934  ;0,48543  ;6,04376  ;-4,89604e-07
2433  ;-0,227491  ;9,77251  ;7,51438  ;-4,89614e-07
7554  ;-2,56358  ;0,483973  ;5,56858  ;-4,89630e-07
6328  ;-1,75326  ;1,17137  ;4,53274  ;-4,89640e-07
4815  ;-9,77251  ;9,77095  ;7,51885  ;-4,89653e-07
6798  ;-7,57005  ;0,913516  ;3,44631  ;-4,89653e-07
5136  ;-9,77119  ;0,227491  ;7,51903  ;-4,89657e-07
4391  ;-9,2793  ;2,12762  ;1,64224  ;-4,89668e-07
5104  ;-2,03663  ;9,8251  ;6,51699  ;-4,89707e-07
1317  ;-3,65292  ;3,71795  ;2,8618  ;-4,89717e-07
3955  ;-8,39387  ;9,03828  ;6,02837  ;-4,89722e-07
6880  ;-7,38119  ;0,499296  ;5,48864  ;-4,89739e-07
2897  ;-0,209904  ;2,04627  ;6,48473  ;-4,89762e-07
3120  ;-8,10456  ;4,81805  ;2,67335  ;-4,89784e-07
3303  ;-9,00213  ;8,38141  ;5,93564  ;-4,89809e-07
7314  ;-9,63944  ;3,2158  ;5,30742  ;-4,89833e-07
6011  ;-0,912326  ;2,13487  ;3,04862  ;-4,89850e-07
4944  ;-9,15178  ;7,46471  ;1,67116  ;-4,89858e-07
3150  ;-2,04304  ;0,151627  ;6,55183  ;-4,89874e-07
7575  ;-9,0484  ;7,79504  ;3,90021  ;-4,89880e-07
5105  ;-0,222256  ;7,96798  ;6,51156  ;-4,89885e-07
6390  ;-1,67585  ;1,0475  ;5,72345  ;-4,89891e-07
747  ;-7,49207  ;4,13375  ;2,73154  ;-4,89910e-07
4037  ;-1,12987  ;1,80604  ;1,30569  ;-4,89929e-07
4929  ;-9,83978  ;2,05467  ;6,55182  ;-4,89946e-07
3639  ;-1,75355  ;0,838638  ;6,09569  ;-4,89957e-07
6881  ;-8,29428  ;0,951962  ;5,9746  ;-4,89963e-07
5314  ;-2,54418  ;0,327914  ;5,9591  ;-4,90036e-07
5749  ;-8,51714  ;8,60452  ;4,02898  ;-4,90038e-07
6151  ;-1,42865  ;1,49699  ;4,53457  ;-4,90048e-07
5616  ;-1,04918  ;7,02521  ;2,46017  ;-4,90052e-07
6992  ;-3,0999  ;9,04599  ;3,21264  ;-4,90056e-07
6672  ;-1,64808  ;1,77431  ;1,66642  ;-4,90062e-07
2874  ;-1,08479  ;5,36086  ;3,23417  ;-4,90067e-07
7216  ;-9,63462  ;6,70653  ;5,29335  ;-4,90069e-07
5740  ;-7,81485  ;0,97252  ;3,80406  ;-4,90080e-07
5802  ;-8,82934  ;1,10766  ;6,55645  ;-4,90087e-07
2868  ;-8,23032  ;1,1287  ;5,305  ;-4,90102e-07
6130  ;-0,941148  ;2,30462  ;3,83384  ;-4,90102e-07
5515  ;-7,81019  ;0,924143  ;4,85914  ;-4,90113e-07
6902  ;-3,29675  ;9,62374  ;5,29357  ;-4,90116e-07
488  ;-3,25806  ;3,45925  ;2,77281  ;-4,90123e-07
6351  ;-7,41722  ;9,4978  ;5,62051  ;-4,90128e-07
7006  ;-7,46268  ;0,534873  ;0,818804  ;-4,90138e-07
7375  ;-7,08655  ;9,29375  ;4,65046  ;-4,90142e-07
3149  ;-3,3638  ;0,176387  ;5,58579  ;-4,90142e-07
6917  ;-0,499373  ;7,34166  ;5,52627  ;-4,90144e-07
3097  ;-1,8057  ;6,98594  ;2,32053  ;-4,90147e-07
4070  ;-8,6751  ;4,35412  ;2,78147  ;-4,90148e-07
3241  ;-6,9218  ;1,07996  ;2,50396  ;-4,90154e-07
4694  ;-6,82189  ;0,987976  ;3,12386  ;-4,90166e-07
6034  ;-0,365517  ;3,32478  ;5,30717  ;-4,90172e-07
6540  ;-9,47175  ;6,31628  ;4,82237  ;-4,90192e-07
3117  ;-1,07789  ;4,77679  ;3,24456  ;-4,90198e-07
6322  ;-3,38974  ;0,516898  ;4,96539  ;-4,90234e-07
7452  ;-0,607737  ;8,45047  ;6,70726  ;-4,90240e-07
7486  ;-2,65559  ;8,8212  ;2,01667  ;-4,90255e-07
4535  ;-1,0259  ;1,27127  ;6,58002  ;-4,90264e-07
4221  ;-2,953  ;8,87872  ;2,41969  ;-4,90266e-07
1464  ;-6,74697  ;1,73941  ;2,37238  ;-4,90266e-07
6717  ;-0,318031  ;1,42046  ;1,63949  ;-4,90267e-07
2097  ;-6,63344  ;0,175861  ;5,61567  ;-4,90281e-07
4838  ;-0,185444  ;6,63652  ;5,602  ;-4,90293e-07
6802  ;-8,45751  ;1,38029  ;4,81304  ;-4,90319e-07
2709  ;-1,00979  ;8,30843  ;5,91314  ;-4,90324e-07
6231  ;-9,15412  ;1,47691  ;6,56746  ;-4,90325e-07
1723  ;-5,00277  ;8,7718  ;3,01879  ;-4,90333e-07
1046  ;-8,54155  ;4,69567  ;2,77193  ;-4,90371e-07
6444  ;-9,00513  ;3,14792  ;3,12818  ;-4,90372e-07
7131  ;-1,87744  ;0,888307  ;2,82654  ;-4,90398e-07
1008  ;-8,94827  ;9,03638  ;6,91783  ;-4,90405e-07
4248  ;-1,74311  ;1,0957  ;3,4587  ;-4,90405e-07
5123  ;-9,05284  ;2,70425  ;3,24189  ;-4,90413e-07
5820  ;-8,10297  ;8,8159  ;1,39358  ;-4,90417e-07
3998  ;-9,81869  ;3,40872  ;5,61505  ;-4,90432e-07
6970  ;-7,39521  ;9,66582  ;5,97608  ;-4,90451e-07
4919  ;-1,02937  ;7,87487  ;4,61383  ;-4,90452e-07
3364  ;-6,59832  ;9,81975  ;5,62258  ;-4,90453e-07
1509  ;-5,17508  ;1,08352  ;3,29901  ;-4,90456e-07
5806  ;-9,1315  ;1,74039  ;6,23045  ;-4,90466e-07
2109  ;-9,35326  ;8,37822  ;2,16025  ;-4,90473e-07
6988  ;-1,63486  ;8,92073  ;5,9406  ;-4,90484e-07
6878  ;-6,57296  ;0,530157  ;4,96307  ;-4,90490e-07
6481  ;-8,9535  ;5,74112  ;3,28397  ;-4,90495e-07
5662  ;-8,39047  ;9,45004  ;1,91663  ;-4,90500e-07
7247  ;-9,44446  ;7,35802  ;5,52017  ;-4,90510e-07
6437  ;-1,48477  ;0,801312  ;6,67745  ;-4,90517e-07
3365  ;-3,6436  ;9,45184  ;4,85197  ;-4,90518e-07
2356  ;-1,03896  ;8,91173  ;6,82166  ;-4,90521e-07
1955  ;-9,46458  ;7,60355  ;5,88674  ;-4,90525e-07
7577  ;-8,74759  ;8,52245  ;3,43086  ;-4,90531e-07
7092  ;-0,954024  ;3,3706  ;3,4191  ;-4,90535e-07
909  ;-4,9506  ;7,14437  ;2,84167  ;-4,90538e-07
864  ;-1,68346  ;0,381408  ;0,50823  ;-4,90554e-07
3134  ;-8,72268  ;5,86751  ;2,87662  ;-4,90587e-07
5919  ;-0,473525  ;2,09089  ;0,707111  ;-4,90603e-07
4620  ;-8,21517  ;8,94575  ;3,40758  ;-4,90610e-07
1005  ;-7,28287  ;3,5574  ;2,69197  ;-4,90617e-07
6680  ;-8,66478  ;9,14855  ;6,80014  ;-4,90627e-07
7145  ;-9,64274  ;2,60661  ;5,98032  ;-4,90630e-07
6370  ;-6,64377  ;9,47206  ;5,03903  ;-4,90643e-07
1193  ;-8,40135  ;1,73158  ;1,63441  ;-4,90647e-07
3363  ;-9,82155  ;6,52362  ;5,63608  ;-4,90648e-07
1880  ;-0,178356  ;3,46184  ;5,63803  ;-4,90652e-07
1975  ;-3,48229  ;9,81688  ;5,63923  ;-4,90692e-07
4269  ;-1,93114  ;8,04593  ;1,92883  ;-4,90703e-07
2150  ;-1,04201  ;4,12728  ;3,33885  ;-4,90709e-07
7415  ;-0,523977  ;6,5502  ;5,01112  ;-4,90741e-07
6313  ;-7,67668  ;0,32976  ;6,30947  ;-4,90756e-07
6509  ;-1,38025  ;9,05993  ;6,66316  ;-4,90759e-07
890  ;-3,46427  ;4,11583  ;2,91933  ;-4,90779e-07
5629  ;-9,46349  ;2,67403  ;5,61762  ;-4,90786e-07
6673  ;-1,09572  ;1,9458  ;3,66929  ;-4,90789e-07
5494  ;-0,562289  ;7,57093  ;5,88275  ;-4,90803e-07
176  ;-0,552078  ;4,6981  ;4,73666  ;-4,90804e-07
1179  ;-1,75682  ;3,10007  ;2,38769  ;-4,90808e-07
552  ;-6,25675  ;7,31831  ;2,73186  ;-4,90810e-07
2350  ;-5,84835  ;8,92334  ;3,28744  ;-4,90816e-07
6747  ;-8,77357  ;6,58292  ;2,69552  ;-4,90822e-07
3591  ;-4,0909  ;8,93129  ;3,27493  ;-4,90823e-07
6453  ;-8,60614  ;6,84182  ;2,45835  ;-4,90837e-07
352  ;-3,09085  ;7,29703  ;2,6017  ;-4,90849e-07
4394  ;-8,36098  ;2,04535  ;1,81882  ;-4,90852e-07
7035  ;-5,77094  ;9,37436  ;4,63403  ;-4,90858e-07
5682  ;-7,92596  ;9,51339  ;0,718656  ;-4,90858e-07
3891  ;-8,71329  ;1,66804  ;5,38058  ;-4,90885e-07
2111  ;-9,04303  ;7,49791  ;2,22199  ;-4,90887e-07
3781  ;-3,96726  ;0,922017  ;3,78644  ;-4,90890e-07
1293  ;-1,08283  ;8,16  ;3,45509  ;-4,90903e-07
5853  ;-3,95996  ;0,331293  ;5,28711  ;-4,90917e-07
7587  ;-3,53621  ;9,07192  ;3,67447  ;-4,90919e-07
5713  ;-2,72181  ;0,862939  ;4,38559  ;-4,90924e-07
736  ;-7,12974  ;4,79868  ;2,87004  ;-4,90926e-07
897  ;-4,95006  ;9,10651  ;3,88402  ;-4,90929e-07
3545  ;-2,6622  ;9,40448  ;5,50567  ;-4,90933e-07
6968  ;-8,74241  ;8,29388  ;5,15482  ;-4,90934e-07
2993  ;-8,95688  ;6,83323  ;3,1442  ;-4,90938e-07
3893  ;-7,67114  ;9,07388  ;4,72479  ;-4,90966e-07
1301  ;-9,02891  ;7,86109  ;3,20194  ;-4,90968e-07
5826  ;-0,339421  ;6,02329  ;5,28071  ;-4,90970e-07
4071  ;-8,82781  ;4,79176  ;3,16334  ;-4,90983e-07
7042  ;-2,4325  ;9,42271  ;5,89846  ;-4,90986e-07
7446  ;-0,853296  ;7,50232  ;4,77774  ;-4,90992e-07
5624  ;-0,351428  ;4,01784  ;5,25792  ;-4,91002e-07
2530  ;-0,468145  ;9,05319  ;1,87735  ;-4,91012e-07
6082  ;-8,93281  ;2,31414  ;1,70848  ;-4,91019e-07
5614  ;-0,532983  ;5,04843  ;4,83063  ;-4,91020e-07
7345  ;-9,46154  ;3,50838  ;5,01704  ;-4,91029e-07
3860  ;-5,01986  ;0,473253  ;4,94488  ;-4,91035e-07
5451  ;-2,61627  ;9,04363  ;3,34468  ;-4,91074e-07
2879  ;-8,98159  ;2,28702  ;3,79485  ;-4,91076e-07
2145  ;-1,88727  ;4,10468  ;2,64477  ;-4,91082e-07
6454  ;-9,11216  ;5,08524  ;3,96457  ;-4,91093e-07
6563  ;-9,02055  ;7,55773  ;3,00164  ;-4,91096e-07
305  ;-5,90725  ;5,66821  ;3,04907  ;-4,91098e-07
6061  ;-0,547414  ;2,75381  ;5,54061  ;-4,91100e-07
2200  ;-3,76671  ;0,176387  ;5,59142  ;-4,91105e-07
2040  ;-9,65862  ;3,98274  ;5,29696  ;-4,91110e-07
6183  ;-3,60289  ;0,917194  ;3,80935  ;-4,91114e-07
1828  ;-5,04421  ;7,67833  ;2,77577  ;-4,91121e-07
4913  ;-0,864851  ;7,25377  ;4,41107  ;-4,91138e-07
6969  ;-8,46945  ;8,53846  ;5,05031  ;-4,91141e-07
7058  ;-3,82215  ;0,515745  ;4,99522  ;-4,91142e-07
5315  ;-4,97218  ;9,83685  ;5,45606  ;-4,91156e-07
5088  ;-5,98001  ;9,66285  ;5,30192  ;-4,91158e-07
5690  ;-6,05526  ;0,336257  ;5,32715  ;-4,91168e-07
2504  ;-0,518616  ;6,17537  ;4,994  ;-4,91168e-07
6397  ;-0,334048  ;4,58404  ;5,23516  ;-4,91188e-07
4486  ;-1,41506  ;1,41199  ;5,91458  ;-4,91194e-07
5394  ;-0,570157  ;2,48626  ;5,89175  ;-4,91198e-07
1543  ;-8,00313  ;3,55485  ;2,59867  ;-4,91207e-07
5564  ;-4,99579  ;0,897262  ;3,92433  ;-4,91213e-07
7477  ;-0,475833  ;0,661839  ;1,82132  ;-4,91222e-07
1401  ;-2,12397  ;4,71824  ;2,76583  ;-4,91222e-07
1849  ;-1,26328  ;5,08403  ;3,03804  ;-4,91224e-07
3999  ;-9,48072  ;3,84644  ;4,99628  ;-4,91240e-07
1408  ;-2,59711  ;4,81123  ;2,8201  ;-4,91250e-07
4610  ;-0,842237  ;0,737591  ;7,36246  ;-4,91258e-07
5777  ;-5,39571  ;9,36692  ;4,65362  ;-4,91260e-07
3082  ;-0,160975  ;4,94422  ;5,47968  ;-4,91261e-07
4592  ;-0,541  ;0,802073  ;7,47671  ;-4,91262e-07
1409  ;-2,08806  ;2,50073  ;2,21246  ;-4,91267e-07
3894  ;-9,84488  ;5,04872  ;5,49492  ;-4,91271e-07
3205  ;-0,529088  ;8,07784  ;1,53359  ;-4,91275e-07
7255  ;-9,07308  ;8,4848  ;6,6664  ;-4,91282e-07
7251  ;-9,65172  ;7,42349  ;6,15604  ;-4,91286e-07
3862  ;-8,88568  ;3,00964  ;2,46719  ;-4,91291e-07
5021  ;-6,23376  ;0,175861  ;5,62748  ;-4,91293e-07
2754  ;-6,17199  ;9,48318  ;5,00864  ;-4,91294e-07
5818  ;-9,45188  ;4,9117  ;4,83412  ;-4,91302e-07
2134  ;-4,66573  ;1,09156  ;3,36481  ;-4,91313e-07
1505  ;-7,918  ;6,38957  ;2,5699  ;-4,91321e-07
2485  ;-0,964304  ;8,55706  ;6,69614  ;-4,91326e-07
2506  ;-0,185444  ;6,20763  ;5,61229  ;-4,91343e-07
7031  ;-0,313509  ;1,23509  ;7,34452  ;-4,91346e-07
7306  ;-6,18587  ;0,520889  ;5,03225  ;-4,91353e-07
5183  ;-9,44944  ;5,27871  ;4,84172  ;-4,91356e-07
3302  ;-5,25308  ;9,67994  ;5,2715  ;-4,91362e-07
1607  ;-5,81525  ;1,53318  ;2,71234  ;-4,91417e-07
4898  ;-1,07179  ;5,94748  ;3,35144  ;-4,91422e-07
6260  ;-8,73096  ;0,412425  ;7,29563  ;-4,91433e-07
1843  ;-0,903197  ;4,93397  ;3,99082  ;-4,91434e-07
7431  ;-9,09406  ;9,41689  ;7,4289  ;-4,91435e-07
7239  ;-1,48622  ;8,81106  ;6,33492  ;-4,91443e-07
2605  ;-9,81869  ;3,8376  ;5,62534  ;-4,91458e-07
6498  ;-0,314953  ;5,23027  ;5,29438  ;-4,91465e-07
151  ;-5,62914  ;6,19824  ;3,00933  ;-4,91465e-07
5335  ;-9,39708  ;9,34276  ;7,55057  ;-4,91469e-07
349  ;-3,78638  ;6,86935  ;2,8536  ;-4,91472e-07
3368  ;-6,16944  ;9,81975  ;5,6328  ;-4,91495e-07
4897  ;-1,42487  ;9,68829  ;7,2573  ;-4,91502e-07
5259  ;-9,08452  ;8,69049  ;2,54878  ;-4,91504e-07
5993  ;-2,58883  ;9,6412  ;6,17984  ;-4,91507e-07
1135  ;-8,30581  ;1,20843  ;3,43057  ;-4,91512e-07
3506  ;-0,927679  ;2,39796  ;4,92767  ;-4,91516e-07
7210  ;-9,65904  ;5,94507  ;5,36146  ;-4,91525e-07
4000  ;-1,39789  ;8,51927  ;3,514  ;-4,91538e-07
5040  ;-2,64708  ;8,04646  ;2,284  ;-4,91555e-07
6440  ;-3,00543  ;0,506813  ;5,53084  ;-4,91560e-07
5377  ;-9,68481  ;4,72352  ;5,31285  ;-4,91580e-07
7151  ;-7,62381  ;9,50446  ;6,23022  ;-4,91625e-07
7503  ;-9,3178  ;0,649884  ;7,55741  ;-4,91628e-07
7339  ;-8,47476  ;0,568223  ;7,05869  ;-4,91628e-07
7389  ;-8,99661  ;7,72005  ;4,89113  ;-4,91633e-07
6361  ;-8,43662  ;1,21198  ;6,2309  ;-4,91638e-07
5625  ;-8,74366  ;1,57904  ;6,00155  ;-4,91647e-07
6811  ;-9,68527  ;1,43457  ;7,28285  ;-4,91661e-07
2656  ;-1,90401  ;8,7904  ;4,07901  ;-4,91677e-07
6036  ;-8,75867  ;8,10557  ;4,43079  ;-4,91681e-07
7435  ;-9,69115  ;8,55939  ;7,28559  ;-4,91682e-07
4312  ;-9,08029  ;2,67405  ;4,43973  ;-4,91682e-07
6236  ;-1,20112  ;8,48356  ;6,32887  ;-4,91691e-07
7196  ;-6,48402  ;8,93482  ;3,28242  ;-4,91694e-07
3922  ;-7,5329  ;7,44242  ;2,4356  ;-4,91694e-07
6326  ;-2,3928  ;0,479542  ;6,23296  ;-4,91696e-07
2137  ;-6,44745  ;1,96292  ;2,56506  ;-4,91708e-07
6959  ;-0,397057  ;7,41234  ;6,18617  ;-4,91710e-07
7128  ;-1,94297  ;1,19616  ;4,10161  ;-4,91713e-07
5715  ;-0,538589  ;3,69597  ;5,07467  ;-4,91716e-07
6735  ;-0,512226  ;1,70588  ;6,95377  ;-4,91716e-07
1009  ;-7,77288  ;4,6276  ;2,78336  ;-4,91719e-07
6032  ;-0,922023  ;2,61743  ;4,5644  ;-4,91729e-07
6308  ;-6,96473  ;0,519487  ;5,52485  ;-4,91736e-07
2607  ;-5,7782  ;1,10771  ;3,32168  ;-4,91740e-07
3202  ;-7,45141  ;1,00781  ;2,45806  ;-4,91744e-07
1863  ;-9,58619  ;1,71628  ;1,37736  ;-4,91753e-07
7492  ;-1,46059  ;0,313681  ;7,27854  ;-4,91767e-07
6455  ;-9,68237  ;5,38643  ;5,35519  ;-4,91787e-07
6517  ;-0,878635  ;8,46703  ;2,52527  ;-4,91801e-07
2295  ;-1,17632  ;1,97286  ;4,96721  ;-4,91809e-07
6213  ;-9,52435  ;8,29429  ;7,00234  ;-4,91809e-07
1756  ;-7,00994  ;0,173962  ;6,12386  ;-4,91811e-07
2851  ;-8,75945  ;1,41456  ;3,06937  ;-4,91813e-07
2581  ;-2,99317  ;1,09582  ;2,84473  ;-4,91814e-07
2455  ;-0,388555  ;2,62061  ;6,18811  ;-4,91820e-07
2544  ;-1,70473  ;9,51339  ;7,00181  ;-4,91832e-07
3694  ;-0,451054  ;1,27963  ;0,373794  ;-4,91833e-07
5763  ;-5,06984  ;9,49283  ;4,99781  ;-4,91841e-07
4896  ;-0,329969  ;8,54897  ;7,29613  ;-4,91872e-07
6729  ;-2,30821  ;8,80077  ;1,89464  ;-4,91879e-07
4270  ;-2,09021  ;8,53351  ;1,78002  ;-4,91891e-07
4901  ;-7,61063  ;9,16148  ;1,57185  ;-4,91893e-07
3799  ;-2,99384  ;0,174368  ;6,12739  ;-4,91895e-07
4088  ;-9,82155  ;6,08813  ;5,68315  ;-4,91899e-07
3833  ;-1,25817  ;3,9156  ;3,01054  ;-4,91903e-07
3345  ;-8,52658  ;9,68565  ;7,30009  ;-4,91904e-07
4407  ;-0,178356  ;3,8973  ;5,68479  ;-4,91922e-07
4087  ;-8,55951  ;8,68803  ;6,36345  ;-4,91930e-07
6546  ;-9,47211  ;6,31285  ;5,16595  ;-4,91930e-07
7430  ;-8,31491  ;9,5243  ;7,05943  ;-4,91937e-07
6220  ;-4,07333  ;9,64214  ;5,39856  ;-4,91940e-07
6730  ;-0,519598  ;9,62037  ;1,65522  ;-4,91942e-07
2131  ;-3,91778  ;9,81688  ;5,6863  ;-4,91957e-07
4049  ;-3,00406  ;9,8161  ;6,1327  ;-4,91968e-07
3624  ;-9,81852  ;6,99506  ;6,13221  ;-4,91969e-07
2075  ;-9,82071  ;3,00596  ;6,13845  ;-4,91979e-07
6221  ;-4,64696  ;9,66211  ;5,35028  ;-4,91984e-07
5586  ;-4,67172  ;0,3155  ;5,385  ;-4,91984e-07
6919  ;-0,519584  ;6,95141  ;5,58196  ;-4,91989e-07
4235  ;-1,03484  ;2,56118  ;3,47273  ;-4,92001e-07
4723  ;-0,174801  ;6,99259  ;6,14415  ;-4,92004e-07
2045  ;-6,99602  ;9,82321  ;6,13632  ;-4,92007e-07
3671  ;-3,22269  ;8,81919  ;2,81859  ;-4,92008e-07
3295  ;-7,00864  ;9,47494  ;5,60858  ;-4,92021e-07
322  ;-0,395048  ;0,544969  ;7,75005  ;-4,92047e-07
5447  ;-2,30476  ;8,93395  ;3,93801  ;-4,92049e-07
5801  ;-7,34554  ;0,959879  ;4,35217  ;-4,92072e-07
150  ;-6,37635  ;6,35971  ;2,97035  ;-4,92078e-07
2673  ;-1,90234  ;8,72686  ;4,80609  ;-4,92096e-07
6946  ;-1,73567  ;1,02399  ;6,43754  ;-4,92108e-07
3563  ;-1,00966  ;9,36702  ;7,47134  ;-4,92113e-07
5689  ;-5,32739  ;0,320991  ;5,39502  ;-4,92119e-07
306  ;-3,81904  ;6,44508  ;2,95252  ;-4,92121e-07
1430  ;-4,85529  ;1,26814  ;3,13626  ;-4,92122e-07
2821  ;-2,5982  ;1,0433  ;2,42251  ;-4,92131e-07
546  ;-6,32011  ;5,17449  ;3,03803  ;-4,92141e-07
2268  ;-9,02023  ;7,45475  ;4,25181  ;-4,92141e-07
6140  ;-7,62235  ;1,0671  ;1,85831  ;-4,92166e-07
5399  ;-9,55276  ;9,61629  ;7,79135  ;-4,92169e-07
1693  ;-0,178651  ;3,02522  ;6,16784  ;-4,92176e-07
2565  ;-4,75961  ;9,475  ;5,04185  ;-4,92183e-07
1916  ;-0,550578  ;9,15251  ;7,6087  ;-4,92188e-07
7341  ;-9,52505  ;1,73213  ;7,06157  ;-4,92204e-07
5163  ;-1,74659  ;0,465308  ;7,05723  ;-4,92212e-07
1669  ;-3,56555  ;2,28291  ;2,69851  ;-4,92213e-07
2407  ;-8,8939  ;8,68365  ;6,90634  ;-4,92231e-07
6695  ;-9,11572  ;5,48192  ;4,11681  ;-4,92267e-07
3267  ;-8,97558  ;9,12161  ;7,39006  ;-4,92273e-07
3911  ;-9,48252  ;2,46389  ;6,25392  ;-4,92274e-07
6982  ;-0,552225  ;8,27406  ;7,0346  ;-4,92279e-07
119  ;-8,83188  ;8,35524  ;6,32533  ;-4,92292e-07
4999  ;-8,93138  ;5,10798  ;3,60191  ;-4,92330e-07
5345  ;-9,47315  ;0,390504  ;7,79986  ;-4,92331e-07
3670  ;-3,85156  ;8,66372  ;2,91514  ;-4,92333e-07
7311  ;-9,46016  ;3,08987  ;5,59615  ;-4,92334e-07
3257  ;-8,28488  ;8,56738  ;4,58222  ;-4,92341e-07
3533  ;-4,18816  ;1,98669  ;2,7761  ;-4,92351e-07
7122  ;-3,70291  ;9,449  ;5,20012  ;-4,92355e-07
2147  ;-1,17018  ;3,53801  ;3,02697  ;-4,92365e-07
1180  ;-1,4146  ;2,40523  ;2,0606  ;-4,92368e-07
804  ;-2,7974  ;3,62144  ;2,82251  ;-4,92424e-07
1641  ;-1,43208  ;1,3904  ;6,3769  ;-4,92425e-07
2117  ;-7,81781  ;9,83864  ;6,89888  ;-4,92434e-07
5324  ;-1,33983  ;9,00094  ;2,55982  ;-4,92444e-07
6658  ;-7,83996  ;9,19192  ;1,93037  ;-4,92449e-07
2353  ;-6,12504  ;8,7455  ;3,04613  ;-4,92459e-07
5518  ;-9,45314  ;6,86812  ;5,57793  ;-4,92474e-07
6986  ;-0,386158  ;7,93529  ;6,88313  ;-4,92482e-07
4091  ;-1,1863  ;0,488585  ;0,371274  ;-4,92484e-07
3331  ;-4,75389  ;8,01895  ;2,79694  ;-4,92491e-07
7135  ;-9,62094  ;8,59172  ;1,66618  ;-4,92496e-07
6975  ;-3,24459  ;0,350755  ;5,86498  ;-4,92498e-07
2358  ;-7,79354  ;0,155798  ;6,89513  ;-4,92499e-07
296  ;-0,384512  ;9,4756  ;7,82349  ;-4,92508e-07
4621  ;-8,57282  ;9,11087  ;2,49843  ;-4,92509e-07
6169  ;-8,83735  ;1,89245  ;3,37286  ;-4,92511e-07
