13:23; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: 
Referencia seleccionada: Todos
Elemento  ;X (mm)  ;Y (mm)  ;Z (mm)  ;EPSY
5848  ;-7,53128  ;9,11458  ;8,55205  ;-4,99578e-07
3637  ;-2,54814  ;9,84426  ;8,57261  ;-4,99581e-07
3052  ;-6,16658  ;9,47013  ;7,66455  ;-4,99584e-07
5811  ;-8,93045  ;4,5449  ;5,47887  ;-4,99585e-07
4848  ;-8,88501  ;4,72216  ;5,17834  ;-4,99591e-07
4987  ;-9,20948  ;9,83077  ;9,36856  ;-4,99593e-07
4563  ;-2,32871  ;1,69918  ;7,50159  ;-4,99596e-07
3349  ;-9,84439  ;7,44109  ;8,57682  ;-4,99597e-07
5022  ;-9,76672  ;1,95788  ;8,941  ;-4,99597e-07
7205  ;-0,315657  ;3,72164  ;7,83443  ;-4,99600e-07
7412  ;-0,578686  ;8,6092  ;9,27473  ;-4,99600e-07
6075  ;-0,763758  ;2,37334  ;8,74556  ;-4,99604e-07
7510  ;-6,93624  ;1,13326  ;7,51025  ;-4,99610e-07
1809  ;-8,46745  ;7,32014  ;5,47187  ;-4,99612e-07
7570  ;-1,57336  ;1,15974  ;9,05275  ;-4,99620e-07
7523  ;-0,467991  ;2,465  ;8,7253  ;-4,99622e-07
4361  ;-6,46909  ;0,18281  ;7,9399  ;-4,99626e-07
4805  ;-8,89131  ;5,72685  ;5,35853  ;-4,99631e-07
6105  ;-8,80293  ;7,51673  ;8,31211  ;-4,99636e-07
6083  ;-7,91463  ;2,01091  ;2,85065  ;-4,99636e-07
2251  ;-5,21495  ;9,01536  ;5,78176  ;-4,99638e-07
2878  ;-6,76428  ;8,37212  ;3,39723  ;-4,99640e-07
6513  ;-9,47967  ;3,00525  ;8,32169  ;-4,99644e-07
3403  ;-3,50214  ;0,220969  ;7,96853  ;-4,99646e-07
4152  ;-3,25838  ;8,65575  ;4,99286  ;-4,99647e-07
1851  ;-1,62281  ;5,85142  ;3,55968  ;-4,99649e-07
1804  ;-8,61367  ;6,1883  ;4,19121  ;-4,99652e-07
1982  ;-2,99223  ;0,580011  ;8,30317  ;-4,99653e-07
4153  ;-0,220853  ;6,49737  ;7,97203  ;-4,99657e-07
2414  ;-7,71707  ;8,18947  ;7,32281  ;-4,99662e-07
1500  ;-0,50121  ;0,558505  ;9,59253  ;-4,99667e-07
2000  ;-9,79247  ;0,421469  ;9,54737  ;-4,99675e-07
4951  ;-8,44065  ;3,24158  ;3,60898  ;-4,99679e-07
3404  ;-2,73246  ;0,359041  ;8,58846  ;-4,99685e-07
2761  ;-6,82047  ;1,29459  ;6,11211  ;-4,99688e-07
1584  ;-4,31793  ;8,8327  ;5,1002  ;-4,99689e-07
1066  ;-7,03024  ;0,886795  ;8,10648  ;-4,99689e-07
6966  ;-1,07858  ;6,00631  ;5,78263  ;-4,99690e-07
6037  ;-3,99798  ;9,46012  ;7,5725  ;-4,99693e-07
5023  ;-9,54247  ;0,171469  ;9,54737  ;-4,99698e-07
6952  ;-4,93967  ;0,362579  ;7,41103  ;-4,99701e-07
4027  ;-0,158542  ;4,03338  ;7,71367  ;-4,99701e-07
4280  ;-0,442187  ;9,80953  ;9,55968  ;-4,99706e-07
2695  ;-0,192187  ;9,55953  ;9,55968  ;-4,99718e-07
2231  ;-5,92365  ;8,95627  ;5,91444  ;-4,99724e-07
4509  ;-4,85297  ;0,868466  ;6,33723  ;-4,99725e-07
6317  ;-9,14834  ;7,07105  ;8,25693  ;-4,99725e-07
6080  ;-2,95452  ;0,933024  ;8,12278  ;-4,99727e-07
1646  ;-2,43834  ;1,75323  ;6,82165  ;-4,99727e-07
4893  ;-6,49877  ;9,7994  ;8,02616  ;-4,99729e-07
7105  ;-1,93741  ;1,70445  ;3,26262  ;-4,99735e-07
6199  ;-5,49241  ;1,16001  ;5,10022  ;-4,99735e-07
5825  ;-0,93105  ;4,93505  ;6,00633  ;-4,99740e-07
4868  ;-9,80836  ;9,58077  ;9,58338  ;-4,99741e-07
3376  ;-6,01903  ;1,06703  ;5,92657  ;-4,99741e-07
4661  ;-8,63471  ;9,42606  ;9,35393  ;-4,99743e-07
4988  ;-8,66071  ;8,66144  ;9,14627  ;-4,99743e-07
2532  ;-5,19129  ;8,91518  ;5,42013  ;-4,99743e-07
5267  ;-9,66675  ;3,78406  ;7,87522  ;-4,99747e-07
741  ;-9,13309  ;2,91699  ;8,23497  ;-4,99753e-07
1689  ;-2,4893  ;0,523676  ;8,75576  ;-4,99753e-07
2267  ;-7,48668  ;1,91789  ;2,88343  ;-4,99755e-07
4659  ;-9,55836  ;9,83077  ;9,58338  ;-4,99756e-07
4349  ;-1,12572  ;7,01552  ;7,71468  ;-4,99766e-07
2710  ;-1,42572  ;9,36771  ;9,35102  ;-4,99770e-07
2624  ;-2,38436  ;2,70502  ;2,96186  ;-4,99772e-07
6512  ;-9,47718  ;4,34617  ;7,3841  ;-4,99772e-07
6073  ;-0,311855  ;2,74134  ;8,60644  ;-4,99773e-07
4110  ;-9,83958  ;4,06961  ;7,73872  ;-4,99773e-07
5983  ;-7,80779  ;8,60003  ;8,49331  ;-4,99776e-07
6836  ;-0,515279  ;4,40332  ;7,36294  ;-4,99777e-07
556  ;-5,37498  ;6,75324  ;3,33663  ;-4,99780e-07
1666  ;-2,01553  ;2,03771  ;5,02457  ;-4,99784e-07
3004  ;-1,82446  ;1,33695  ;8,88725  ;-4,99787e-07
7200  ;-8,01973  ;7,8258  ;6,71436  ;-4,99787e-07
1642  ;-8,51775  ;8,9064  ;2,17988  ;-4,99787e-07
3755  ;-8,91442  ;6,86159  ;7,59079  ;-4,99793e-07
2324  ;-4,52466  ;1,15756  ;5,13758  ;-4,99797e-07
1612  ;-8,49947  ;7,95102  ;8,57425  ;-4,99800e-07
1150  ;-4,26746  ;8,98783  ;5,98091  ;-4,99801e-07
4425  ;-9,19496  ;0,642088  ;9,79737  ;-4,99808e-07
4129  ;-9,84303  ;5,92328  ;7,76922  ;-4,99809e-07
6044  ;-9,10599  ;7,38794  ;8,51145  ;-4,99811e-07
2310  ;-1,0305  ;2,96342  ;8,07814  ;-4,99814e-07
5284  ;-0,662806  ;9,21202  ;9,80968  ;-4,99816e-07
459  ;-0,61848  ;1,53759  ;9,31231  ;-4,99817e-07
5384  ;-8,65173  ;0,882725  ;0,896257  ;-4,99818e-07
328  ;-7,8101  ;1,59838  ;8,2955  ;-4,99819e-07
3304  ;-5,84538  ;1,18421  ;5,1236  ;-4,99822e-07
7332  ;-9,68845  ;6,19715  ;7,90659  ;-4,99829e-07
6649  ;-0,574697  ;7,49505  ;8,81813  ;-4,99831e-07
3478  ;-2,04268  ;8,60293  ;8,72677  ;-4,99834e-07
2107  ;-9,21086  ;9,36015  ;9,83338  ;-4,99835e-07
4658  ;-5,90034  ;9,84798  ;7,75809  ;-4,99837e-07
7068  ;-2,29466  ;1,17657  ;8,66863  ;-4,99837e-07
2284  ;-1,26325  ;3,274  ;6,30311  ;-4,99837e-07
7324  ;-7,55619  ;8,29813  ;3,09028  ;-4,99838e-07
7243  ;-4,58138  ;9,3576  ;7,07659  ;-4,99840e-07
3399  ;-8,72906  ;3,2599  ;6,25557  ;-4,99840e-07
1919  ;-3,25263  ;1,27991  ;6,09703  ;-4,99841e-07
2593  ;-9,58134  ;1,15283  ;9,58255  ;-4,99841e-07
4213  ;-4,17904  ;1,1896  ;5,12781  ;-4,99844e-07
6346  ;-5,19973  ;0,869984  ;6,39924  ;-4,99845e-07
1185  ;-8,82998  ;6,58541  ;6,47962  ;-4,99847e-07
1143  ;-1,43863  ;2,99233  ;5,07124  ;-4,99847e-07
3484  ;-1,42485  ;8,0135  ;8,74604  ;-4,99849e-07
7024  ;-9,6525  ;2,79908  ;8,63209  ;-4,99851e-07
4426  ;-9,54247  ;0,421469  ;9,79737  ;-4,99853e-07
2857  ;-9,34805  ;1,41465  ;9,40913  ;-4,99861e-07
5720  ;-0,442187  ;9,55953  ;9,80968  ;-4,99863e-07
5599  ;-4,26604  ;0,352551  ;7,66564  ;-4,99863e-07
7264  ;-0,412806  ;8,86314  ;9,59486  ;-4,99865e-07
1826  ;-1,45444  ;0,693754  ;9,362  ;-4,99873e-07
4055  ;-0,160726  ;5,89954  ;7,76115  ;-4,99876e-07
2654  ;-8,81256  ;0,392088  ;9,58629  ;-4,99879e-07
436  ;-2,03273  ;3,21144  ;3,10425  ;-4,99879e-07
6834  ;-0,5248  ;5,56502  ;7,40744  ;-4,99880e-07
2095  ;-1,36228  ;1,52114  ;9,11139  ;-4,99881e-07
2956  ;-7,27861  ;9,64657  ;8,69985  ;-4,99883e-07
7263  ;-1,17372  ;9,5984  ;9,59487  ;-4,99883e-07
1555  ;-9,55836  ;9,58077  ;9,83338  ;-4,99886e-07
6106  ;-7,02003  ;9,44597  ;8,47009  ;-4,99887e-07
6925  ;-7,32208  ;0,307175  ;8,72438  ;-4,99887e-07
3539  ;-0,629671  ;6,98894  ;8,42136  ;-4,99890e-07
5466  ;-7,12752  ;9,09807  ;8,36887  ;-4,99892e-07
6592  ;-7,55134  ;9,46247  ;8,86823  ;-4,99895e-07
5350  ;-0,305018  ;3,2953  ;8,29777  ;-4,99899e-07
7266  ;-0,408818  ;7,24899  ;8,70525  ;-4,99900e-07
6712  ;-5,86071  ;0,577814  ;7,53638  ;-4,99903e-07
1257  ;-4,58209  ;8,1497  ;3,37915  ;-4,99903e-07
2793  ;-0,604946  ;1,49405  ;0,688236  ;-4,99907e-07
5692  ;-5,55177  ;0,581949  ;7,31844  ;-4,99908e-07
4589  ;-3,42607  ;8,82336  ;6,56122  ;-4,99909e-07
7303  ;-0,848716  ;0,779119  ;9,84253  ;-4,99910e-07
1738  ;-8,03544  ;2,12082  ;7,72609  ;-4,99912e-07
7413  ;-0,914345  ;8,466  ;9,32356  ;-4,99913e-07
3007  ;-1,57301  ;2,15251  ;8,46138  ;-4,99916e-07
2265  ;-6,50984  ;1,25595  ;5,54432  ;-4,99917e-07
5536  ;-4,54212  ;0,539496  ;7,34843  ;-4,99919e-07
6041  ;-5,55513  ;9,51315  ;7,49175  ;-4,99921e-07
2438  ;-0,181418  ;5,01276  ;7,53636  ;-4,99921e-07
2067  ;-9,29837  ;8,62929  ;9,45857  ;-4,99922e-07
5360  ;-8,86197  ;9,61015  ;9,61856  ;-4,99927e-07
6923  ;-8,5912  ;0,70786  ;9,41997  ;-4,99928e-07
4026  ;-0,38158  ;6,13069  ;7,92414  ;-4,99934e-07
1749  ;-9,24972  ;8,97767  ;9,83338  ;-4,99937e-07
5167  ;-0,831963  ;3,05075  ;8,30392  ;-4,99941e-07
2119  ;-9,59723  ;8,81584  ;9,62222  ;-4,99942e-07
6077  ;-0,25  ;0,25  ;9,75  ;-4,99948e-07
2860  ;-9,23383  ;1,02457  ;9,79737  ;-4,99951e-07
2367  ;-1,1976  ;0,529119  ;9,62771  ;-4,99952e-07
3056  ;-1,04529  ;9,25089  ;9,80968  ;-4,99954e-07
5200  ;-0,599807  ;2,36055  ;8,95938  ;-4,99954e-07
2082  ;-9,81861  ;4,93585  ;7,54157  ;-4,99955e-07
7202  ;-8,65928  ;8,09413  ;8,93061  ;-4,99958e-07
3203  ;-8,68734  ;1,32694  ;2,17442  ;-4,99960e-07
5354  ;-8,45991  ;2,24114  ;8,37191  ;-4,99961e-07
6537  ;-1,50949  ;7,25692  ;7,24798  ;-4,99961e-07
3806  ;-1,43076  ;1,30029  ;2,17998  ;-4,99979e-07
4370  ;-8,49865  ;3,20595  ;3,98589  ;-4,99982e-07
7026  ;-9,64029  ;3,38061  ;8,29445  ;-4,99985e-07
4949  ;-0,462345  ;1,32014  ;9,62522  ;-4,99985e-07
5989  ;-9,27801  ;5,35083  ;6,99728  ;-4,99991e-07
4803  ;-8,84257  ;5,47707  ;5,1835  ;-5,00003e-07
4989  ;-8,27052  ;2,52232  ;6,77929  ;-5,00003e-07
5984  ;-8,49888  ;9,10027  ;9,40269  ;-5,00007e-07
3548  ;-8,34221  ;2,57639  ;7,20386  ;-5,00009e-07
3458  ;-1,11485  ;4,41767  ;5,50845  ;-5,00010e-07
480  ;-1,79604  ;1,93442  ;3,04281  ;-5,00011e-07
7353  ;-6,13348  ;9,64739  ;7,97523  ;-5,00015e-07
2835  ;-8,6674  ;1,85437  ;8,98038  ;-5,00024e-07
5208  ;-0,914248  ;1,68447  ;9,32256  ;-5,00024e-07
7298  ;-0,809851  ;1,1616  ;9,84253  ;-5,00025e-07
4431  ;-3,49155  ;1,27194  ;5,50606  ;-5,00031e-07
5237  ;-0,386499  ;8,29967  ;9,46506  ;-5,00033e-07
157  ;-4,13802  ;4,67143  ;3,42504  ;-5,00041e-07
895  ;-6,94688  ;7,42888  ;3,05546  ;-5,00048e-07
2834  ;-8,91445  ;2,76765  ;8,42519  ;-5,00052e-07
2944  ;-5,61534  ;8,4839  ;3,91778  ;-5,00059e-07
1428  ;-8,42929  ;8,10863  ;2,39641  ;-5,00059e-07
5463  ;-8,10692  ;0,478586  ;9,29366  ;-5,00061e-07
1520  ;-7,51363  ;1,68892  ;7,3555  ;-5,00063e-07
1730  ;-8,33513  ;1,89517  ;8,72533  ;-5,00063e-07
3947  ;-8,61033  ;7,12154  ;7,59827  ;-5,00064e-07
2341  ;-1,09108  ;7,48766  ;8,62934  ;-5,00066e-07
4424  ;-3,32148  ;8,91768  ;7,58956  ;-5,00067e-07
5240  ;-1,41233  ;8,87563  ;9,39984  ;-5,00072e-07
5054  ;-5,00079  ;9,84242  ;7,62149  ;-5,00075e-07
5792  ;-6,57142  ;0,327171  ;8,30452  ;-5,00076e-07
4443  ;-7,96559  ;8,62214  ;8,86147  ;-5,00078e-07
4371  ;-7,5903  ;1,71456  ;4,50328  ;-5,00082e-07
256  ;-3,98206  ;5,8203  ;3,38977  ;-5,00089e-07
2274  ;-4,26115  ;9,32007  ;7,37  ;-5,00089e-07
6597  ;-8,32635  ;9,59529  ;9,52055  ;-5,00089e-07
6502  ;-9,41922  ;2,56089  ;8,89169  ;-5,00093e-07
1073  ;-7,71126  ;1,86478  ;7,68633  ;-5,00094e-07
6202  ;-3,27427  ;9,5188  ;8,44351  ;-5,00094e-07
3645  ;-0,36727  ;1,72908  ;9,46978  ;-5,00096e-07
3006  ;-1,61339  ;1,69835  ;8,9459  ;-5,00098e-07
3653  ;-9,48441  ;6,77013  ;8,43966  ;-5,00102e-07
6790  ;-4,08039  ;9,6341  ;7,8897  ;-5,00104e-07
4402  ;-2,91023  ;8,50953  ;6,21609  ;-5,00105e-07
2742  ;-1,52234  ;2,01648  ;8,77342  ;-5,00105e-07
1954  ;-6,91399  ;8,59666  ;5,86618  ;-5,00105e-07
5850  ;-9,50421  ;8,15829  ;9,35222  ;-5,00106e-07
3924  ;-8,44384  ;7,13495  ;3,66556  ;-5,00118e-07
1877  ;-8,95086  ;8,79112  ;9,66973  ;-5,00119e-07
3405  ;-1,70323  ;0,385249  ;9,51948  ;-5,00121e-07
5118  ;-9,30356  ;5,76927  ;7,35918  ;-5,00124e-07
7075  ;-0,339961  ;4,67659  ;7,67207  ;-5,00131e-07
6978  ;-1,00859  ;2,55967  ;8,72002  ;-5,00136e-07
4125  ;-6,92088  ;8,60383  ;6,24098  ;-5,00139e-07
5670  ;-4,66346  ;1,01479  ;5,99353  ;-5,00141e-07
5268  ;-9,65819  ;4,63455  ;7,70313  ;-5,00144e-07
5859  ;-2,07409  ;2,00886  ;7,91144  ;-5,00147e-07
3277  ;-8,8767  ;1,38154  ;9,45764  ;-5,00148e-07
7433  ;-7,82639  ;8,20446  ;8,23793  ;-5,00156e-07
7391  ;-8,76247  ;1,09034  ;9,63106  ;-5,00157e-07
5897  ;-5,82134  ;0,39931  ;7,85833  ;-5,00159e-07
4938  ;-1,59757  ;1,02939  ;9,41085  ;-5,00179e-07
1920  ;-1,73353  ;9,55818  ;9,54134  ;-5,00183e-07
4467  ;-2,99819  ;8,76706  ;7,94668  ;-5,00184e-07
4990  ;-8,67729  ;8,84781  ;9,50367  ;-5,00188e-07
7262  ;-1,13095  ;8,75881  ;9,64368  ;-5,00195e-07
7267  ;-1,78404  ;8,43546  ;8,95387  ;-5,00195e-07
1680  ;-8,62589  ;3,38605  ;4,87354  ;-5,00196e-07
7393  ;-9,10943  ;4,8559  ;6,61094  ;-5,00199e-07
1820  ;-0,156136  ;1,96428  ;9,24246  ;-5,00206e-07
1800  ;-7,83325  ;7,97927  ;7,60369  ;-5,00208e-07
2371  ;-3,82422  ;1,2087  ;5,5614  ;-5,00208e-07
7358  ;-0,342145  ;5,28221  ;7,72035  ;-5,00210e-07
6949  ;-4,03276  ;0,57352  ;7,83425  ;-5,00218e-07
3187  ;-4,91359  ;0,175634  ;7,72824  ;-5,00221e-07
2252  ;-6,40654  ;8,74669  ;5,56289  ;-5,00225e-07
5209  ;-0,451903  ;2,11116  ;9,25271  ;-5,00226e-07
7022  ;-9,02775  ;2,61772  ;8,7715  ;-5,00227e-07
6241  ;-0,16588  ;8,02473  ;9,24701  ;-5,00232e-07
1896  ;-1,75167  ;2,27365  ;4,0946  ;-5,00233e-07
3218  ;-0,615049  ;8,5921  ;0,617141  ;-5,00239e-07
6874  ;-9,64002  ;6,47859  ;8,32733  ;-5,00247e-07
7331  ;-9,66165  ;5,22789  ;7,73612  ;-5,00251e-07
2749  ;-9,49  ;8,29852  ;9,62519  ;-5,00256e-07
1959  ;-5,183  ;1,93661  ;3,41439  ;-5,00260e-07
5109  ;-8,29873  ;0,536391  ;9,6226  ;-5,00263e-07
3156  ;-2,70084  ;1,36531  ;8,30723  ;-5,00264e-07
2312  ;-1,27434  ;2,81507  ;8,28382  ;-5,00265e-07
4326  ;-7,95327  ;0,162814  ;9,24347  ;-5,00267e-07
107  ;-5,16202  ;9,12216  ;6,7635  ;-5,00273e-07
4539  ;-2,59849  ;1,73002  ;7,18471  ;-5,00283e-07
2685  ;-7,24069  ;1,15584  ;8,47767  ;-5,00285e-07
7224  ;-0,663038  ;1,87596  ;9,48003  ;-5,00285e-07
4115  ;-7,44786  ;8,80387  ;8,65538  ;-5,00286e-07
4427  ;-9,55558  ;1,74318  ;9,61176  ;-5,00288e-07
1873  ;-8,3715  ;8,29107  ;9,03753  ;-5,00290e-07
4873  ;-8,55361  ;9,77939  ;9,78518  ;-5,00298e-07
1381  ;-7,53294  ;1,32725  ;8,60851  ;-5,00300e-07
5321  ;-0,220619  ;8,55361  ;9,78518  ;-5,00301e-07
4590  ;-1,37759  ;3,5887  ;4,6296  ;-5,00303e-07
6461  ;-8,0514  ;9,81591  ;9,30251  ;-5,00305e-07
4948  ;-8,08854  ;7,96027  ;2,66561  ;-5,00308e-07
5888  ;-2,93108  ;9,03665  ;8,56898  ;-5,00309e-07
4455  ;-8,52009  ;0,220619  ;9,78892  ;-5,00312e-07
2368  ;-1,44639  ;0,220613  ;9,78518  ;-5,00314e-07
6334  ;-9,10645  ;4,42316  ;6,77191  ;-5,00318e-07
6505  ;-1,09469  ;6,52521  ;7,29087  ;-5,00320e-07
5594  ;-5,17557  ;0,579078  ;7,57851  ;-5,00320e-07
6609  ;-3,24029  ;0,423974  ;8,58785  ;-5,00321e-07
5128  ;-5,65596  ;0,906388  ;6,85888  ;-5,00322e-07
5719  ;-1,97334  ;9,76931  ;9,3233  ;-5,00325e-07
209  ;-0,211134  ;1,51163  ;9,78269  ;-5,00329e-07
4991  ;-5,36018  ;1,03112  ;6,05281  ;-5,00329e-07
2968  ;-8,93385  ;8,78732  ;0,993842  ;-5,00330e-07
7356  ;-3,57316  ;9,67454  ;8,3341  ;-5,00330e-07
3492  ;-2,23423  ;1,18899  ;8,98606  ;-5,00330e-07
4271  ;-1,48153  ;9,78886  ;9,78519  ;-5,00332e-07
2377  ;-1,97817  ;0,164635  ;9,30143  ;-5,00333e-07
7349  ;-5,27203  ;9,6904  ;7,80242  ;-5,00334e-07
3919  ;-8,4536  ;7,12103  ;4,61776  ;-5,00335e-07
6371  ;-4,42745  ;0,905634  ;6,80693  ;-5,00338e-07
785  ;-4,75385  ;9,64912  ;7,80455  ;-5,00339e-07
2690  ;-9,80307  ;7,96984  ;9,29936  ;-5,00342e-07
333  ;-1,61052  ;7,4197  ;7,86142  ;-5,00342e-07
4090  ;-9,78886  ;1,48137  ;9,78518  ;-5,00345e-07
3977  ;-1,84933  ;7,54661  ;7,23577  ;-5,00352e-07
2688  ;-9,78886  ;8,48507  ;9,78884  ;-5,00356e-07
6800  ;-8,23278  ;2,46725  ;5,44021  ;-5,00357e-07
6531  ;-9,35835  ;7,37307  ;9,00609  ;-5,00357e-07
2731  ;-1,07581  ;2,90239  ;8,5096  ;-5,00361e-07
5437  ;-9,13748  ;6,19723  ;7,66061  ;-5,00363e-07
1943  ;-2,39054  ;1,82829  ;5,14001  ;-5,00363e-07
4362  ;-6,18842  ;1,22342  ;5,62974  ;-5,00365e-07
4114  ;-8,50457  ;7,58499  ;8,51336  ;-5,00365e-07
7242  ;-2,60506  ;8,97856  ;8,85566  ;-5,00370e-07
3312  ;-2,05706  ;8,20378  ;8,56377  ;-5,00375e-07
3743  ;-8,8835  ;3,55547  ;7,31982  ;-5,00376e-07
7025  ;-9,47987  ;3,71583  ;8,22415  ;-5,00379e-07
1719  ;-1,20843  ;6,49723  ;6,8425  ;-5,00385e-07
2847  ;-7,70181  ;1,71999  ;3,27022  ;-5,00394e-07
6427  ;-2,63306  ;9,30317  ;9,03072  ;-5,00398e-07
340  ;-4,37212  ;1,63124  ;3,69796  ;-5,00404e-07
3899  ;-6,06647  ;8,80531  ;5,64489  ;-5,00405e-07
4740  ;-3,78158  ;9,08728  ;7,68841  ;-5,00406e-07
5634  ;-1,26285  ;1,38692  ;9,84253  ;-5,00406e-07
778  ;-2,23112  ;6,71446  ;3,13154  ;-5,00409e-07
6038  ;-5,56989  ;9,11709  ;6,92965  ;-5,00415e-07
4527  ;-8,47866  ;9,09286  ;1,84851  ;-5,00421e-07
3087  ;-1,14606  ;7,1091  ;8,44753  ;-5,00423e-07
4128  ;-8,888  ;6,46918  ;7,37619  ;-5,00426e-07
6532  ;-4,59505  ;9,33647  ;7,50454  ;-5,00427e-07
129  ;-1,97852  ;5,72172  ;3,39785  ;-5,00436e-07
6571  ;-9,76672  ;1,98314  ;9,39372  ;-5,00438e-07
6676  ;-1,26625  ;7,63537  ;8,94412  ;-5,00452e-07
2264  ;-6,50102  ;1,81257  ;3,37293  ;-5,00460e-07
5282  ;-0,46918  ;6,75372  ;8,68563  ;-5,00462e-07
4644  ;-0,547426  ;3,81703  ;8,23075  ;-5,00470e-07
3493  ;-1,86809  ;2,34771  ;7,87573  ;-5,00470e-07
4032  ;-1,48097  ;1,42678  ;1,81092  ;-5,00472e-07
3315  ;-1,79843  ;8,03631  ;8,79087  ;-5,00472e-07
6510  ;-9,1015  ;3,85472  ;7,60841  ;-5,00473e-07
4441  ;-1,16386  ;4,68227  ;5,33213  ;-5,00479e-07
3779  ;-6,76996  ;9,59625  ;8,70734  ;-5,00480e-07
2908  ;-7,29403  ;8,30823  ;7,29269  ;-5,00480e-07
3763  ;-7,45781  ;0,536225  ;9,15739  ;-5,00481e-07
5781  ;-9,29907  ;5,36269  ;7,43989  ;-5,00483e-07
2141  ;-0,951208  ;8,04221  ;9,51388  ;-5,00485e-07
6218  ;-9,12542  ;6,74711  ;8,45437  ;-5,00485e-07
915  ;-3,06969  ;7,37359  ;3,08229  ;-5,00490e-07
51  ;-0,158542  ;4,41404  ;7,93988  ;-5,00493e-07
3961  ;-7,98805  ;8,01275  ;8,4968  ;-5,00495e-07
6935  ;-4,11004  ;8,9795  ;6,64428  ;-5,00502e-07
3254  ;-0,536786  ;3,51625  ;8,46664  ;-5,00503e-07
4673  ;-1,18599  ;3,49053  ;7,25008  ;-5,00505e-07
7563  ;-8,07626  ;9,04046  ;9,56931  ;-5,00513e-07
2512  ;-1,74285  ;2,62216  ;7,43488  ;-5,00516e-07
1499  ;-8,11726  ;6,36957  ;3,40079  ;-5,00516e-07
5231  ;-8,6895  ;8,48504  ;9,83635  ;-5,00516e-07
3552  ;-8,79414  ;3,09575  ;8,17972  ;-5,00521e-07
7129  ;-1,09348  ;4,2242  ;6,08192  ;-5,00522e-07
165  ;-8,99936  ;7,22505  ;8,8043  ;-5,00523e-07
6994  ;-7,60566  ;8,82598  ;9,02354  ;-5,00525e-07
977  ;-4,63899  ;3,29322  ;3,37965  ;-5,00525e-07
2088  ;-0,615548  ;8,03429  ;9,67987  ;-5,00528e-07
7463  ;-0,967458  ;3,78053  ;7,48469  ;-5,00529e-07
4941  ;-4,09423  ;8,81285  ;5,653  ;-5,00530e-07
3902  ;-8,51695  ;1,39423  ;9,83369  ;-5,00534e-07
6950  ;-5,14949  ;0,392133  ;7,89572  ;-5,00543e-07
2848  ;-3,50722  ;0,220969  ;8,41413  ;-5,00546e-07
1965  ;-1,21111  ;1,69233  ;9,63546  ;-5,00546e-07
6530  ;-8,73425  ;7,73037  ;9,10427  ;-5,00547e-07
5278  ;-0,220853  ;6,4925  ;8,41553  ;-5,00548e-07
5283  ;-0,394929  ;7,75935  ;9,46183  ;-5,00552e-07
5137  ;-7,87506  ;0,707636  ;9,50474  ;-5,00555e-07
6863  ;-1,96062  ;0,949936  ;9,56832  ;-5,00556e-07
2499  ;-5,89422  ;8,93748  ;6,57979  ;-5,00556e-07
5950  ;-2,47662  ;0,596689  ;9,25695  ;-5,00557e-07
6593  ;-8,06096  ;9,36625  ;9,73537  ;-5,00558e-07
5036  ;-9,83958  ;4,4494  ;7,96571  ;-5,00561e-07
2700  ;-1,41412  ;8,49623  ;9,834  ;-5,00563e-07
3030  ;-8,87399  ;5,795  ;5,94367  ;-5,00565e-07
169  ;-8,6026  ;3,07975  ;7,69888  ;-5,00567e-07
7572  ;-1,96861  ;0,614297  ;9,73429  ;-5,00568e-07
2901  ;-7,0441  ;8,78737  ;8,4722  ;-5,00569e-07
3483  ;-1,46147  ;7,10357  ;8,00154  ;-5,00570e-07
3186  ;-5,48632  ;0,216499  ;7,95761  ;-5,00573e-07
3775  ;-5,09946  ;8,98457  ;6,30787  ;-5,00580e-07
2791  ;-1,12266  ;5,22833  ;5,6804  ;-5,00584e-07
3676  ;-1,97049  ;7,6313  ;7,63629  ;-5,00584e-07
3962  ;-7,96201  ;8,26662  ;8,85075  ;-5,00584e-07
7302  ;-1,54372  ;1,34007  ;9,67656  ;-5,00584e-07
4450  ;-7,72141  ;0,391864  ;9,45455  ;-5,00589e-07
2751  ;-3,03063  ;1,26306  ;8,28729  ;-5,00590e-07
217  ;-7,78602  ;9,58686  ;9,51732  ;-5,00594e-07
4614  ;-2,9484  ;9,84426  ;8,80883  ;-5,00595e-07
2442  ;-4,08108  ;1,07367  ;6,57455  ;-5,00596e-07
1481  ;-1,71684  ;3,39077  ;3,42605  ;-5,00597e-07
2719  ;-9,2877  ;7,91573  ;9,56338  ;-5,00599e-07
4148  ;-1,63942  ;6,9113  ;3,56781  ;-5,00602e-07
5095  ;-5,52055  ;9,84798  ;7,98508  ;-5,00603e-07
7118  ;-1,8131  ;2,56988  ;7,00754  ;-5,00604e-07
4056  ;-0,160726  ;5,51966  ;7,98815  ;-5,00605e-07
3872  ;-9,84303  ;5,54274  ;7,9987  ;-5,00606e-07
3101  ;-6,86503  ;1,17584  ;8,27432  ;-5,00610e-07
3088  ;-4,52868  ;0,175634  ;7,96713  ;-5,00611e-07
6611  ;-2,49087  ;1,49801  ;8,59765  ;-5,00612e-07
1246  ;-8,029  ;2,07325  ;4,28161  ;-5,00612e-07
5131  ;-2,00948  ;9,34167  ;9,75615  ;-5,00613e-07
5654  ;-9,63899  ;6,73474  ;8,75065  ;-5,00616e-07
